selected_timetable_id,stage_d_input_id,scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,public_route_count,public_route_ids_json,selected_phase_vector_json,robust_min_transfer_quality,robust_unweighted_mean_transfer_quality,exact_daily_bus_km,explicit_public_trip_count,exact_fleet_recovery5,exact_fleet_recovery10,exact_fleet_recovery15,s8_target_selection_semantics,phase_selection_rule,exact_timetable_constructed
D3RT1_e0c750b315b71ec0,D4I2_524a8eda5700c67e,P2_1d1b5621f7bd5b63,blank_slate,60,CORE_0600_2200,360,1320,1,"[""R2_ea63fb2293f9ae3a4f1e""]",[37],0.091591469145,0.296240888913,219.687421328,16,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0d1e7d636c2acd0,D4I2_4b6f974778ddd7df,P2_cc55791a93ebef4a,single_compact_loop,20,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_48ebcc0205943b971f72""]",[18],0.353876513389,0.509195981479,429.939824608,56,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0e4bed7bf231b5d,D4I2_495c09b89aed4893,P2_83634e178e76e520,two_independent_loops,60,CORE_0600_2200,360,1320,2,"[""R2_c5047e55806cf91866a9"",""R2_17c6227a0209473c240c""]","[33,40]",0.137540045443,0.394295711208,499.382131504,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0eb0b1f8a844ddc,D4I2_7aeab8ef55ba39f8,P2_9bca54e3ab9d1d67,trunk_plus_branches,30,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_d1c7b92ec1fa1220e546"",""R2_2b26c7cc05e3536fdf47""]","[6,6]",0.443714097269,0.653356353559,503.808792339,74,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0ed76b44e73cf60,D4I2_d16fc86d732859d8,P2_4abe2dc738380850,single_compact_loop,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_9607b1e460b8a70086f3""]",[5],0.332501366283,0.594811891230,400.241622328,37,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0edcd9446acd98d,D4I2_a1acf0be8425a22f,P2_eb74eea75275552b,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_23d58cd05658247380d7"",""R2_9709d9b43ced9a82d911""]","[39,35]",0.099425842945,0.276331179011,516.586056865,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0ef9f7fb8b05f44,D4I2_4bf473a4228fe8c5,P2_a3079298e454b55c,single_compact_loop,20,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_dab2fb08da82eaf7abaa""]",[7],0.362414893614,0.500181500670,429.095280295,55,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0f8284eaca4b9cf,D4I2_cf5c088e5967c116,P2_7b09b8049fb2ee4c,hybrid_interlined,15,CORE_0600_2200,360,1320,2,"[""R2_dbc7ef02fd6d81ac70ef"",""R2_6c1e27fdcff47c2ff7aa""]","[5,4]",0.273254381577,0.515940319380,339.989411072,128,2,2,4,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e0fb7511932bfd25,D4I2_72ad4f5aaacfb949,P2_8c62856a5e770c33,blank_slate,20,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_5f9b242c928c890be649""]",[1],0.346275829496,0.515015297598,242.736548230,55,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1017645cad0acf0,D4I2_482d48fe7b516a45,P2_d21f9e7c7681d88d,hybrid_interlined,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_857e58d557125b3c97ea"",""R2_c61ce2d5a09726fa4e1d""]","[9,9]",0.154732142232,0.450250217568,133.865517474,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e10e0403ba9a88c1,D4I2_11e2f3386934f860,P2_37e7c56b211913b9,single_compact_loop,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_95d9b7a74c0de96c533a""]",[16],0.115571902808,0.371597941201,547.715131420,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e114ba57ad1fa7f1,D4I2_4e3d1176a835bc57,P2_4b93776e7a22cab7,blank_slate,20,CORE_0600_2200,360,1320,1,"[""R2_cba9391a775bcf131254""]",[14],0.362884528578,0.483653215679,446.977403280,48,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1203d5466e8c08d,D4I2_17a4ec95dd596dbc,P2_3d86e140b89d6f55,single_compact_loop,30,CORE_0600_2200,360,1320,1,"[""R2_9f252607941290d4c6d5""]",[3],0.173019909922,0.504116715279,401.328719392,32,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1332bf00f287e13,D4I2_08031b0622fa76f5,P2_2ca749a2a368b48f,blank_slate,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_957e61a8530a0bbbd91a""]",[2],0.125379106690,0.493805687996,485.803678476,37,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1361bc5b3329e6c,D4I2_b561eb52656690d0,P2_990588a1ee38bff5,two_radial_out_and_back_feeders,15,CORE_0600_2200,360,1320,2,"[""R2_88578ad00e2337256fd4"",""R2_dbc7ef02fd6d81ac70ef""]","[12,5]",0.321271864296,0.514043621655,531.143728704,128,3,3,4,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e13629e652d40ad7,D4I2_dca8d991e787277f,P2_ecba9ba5dbd173e0,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_23d58cd05658247380d7"",""R2_8c12b57f15614f4ec362""]","[39,8]",0.100254522747,0.402795777871,373.760859911,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e14b9731359f71cd,D4I2_fd591776bb71622a,P2_c37dde5408462656,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_d6c4f07e4182bf0d5719""]",[1],0.290090035216,0.546979810534,190.060405640,74,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e15f71ae1adddc23,D4I2_6313448e92023e22,P2_d40f53aef58cb581,hybrid_interlined,60,CORE_0600_2200,360,1320,2,"[""R2_784126898d550427dc92"",""R2_2d3d09e077a2606f42d3""]","[37,34]",0.178768383144,0.433068738670,239.487335568,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e16b8f088bbde87c,D4I2_a9538dfd12de73e2,P2_0d6958c1cf9d90e2,blank_slate,60,CORE_0600_2200,360,1320,1,"[""R2_e0e4b8b9c7a360c2587c""]",[40],0.137540045443,0.379734973395,268.410113600,16,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1733e79e2d9c33b,D4I2_c777092060d29504,P2_b64a4fc9cc26a829,bidirectional_loop_pair,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_c00de14167977d74b208"",""R2_bdedfcabca7e9ca3de06""]","[4,4]",0.158217307767,0.409166197553,457.311304728,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1754992cdecc148,D4I2_d381e0b0855bcc34,P2_161519b86641f9e6,short_turn_overlay,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_8347bda76b5adcccd4bf"",""R2_3ae7838dd055ab389a1c""]","[35,35]",0.257277376861,0.343976709204,251.046814465,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1890f2692f80222,D4I2_c653b6421a251bdb,P2_2e602e328bcc0bc2,blank_slate,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_06dae8cde50ee5e1d5be""]",[9],0.284050084179,0.641387902051,213.849930006,37,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e191befb67e5c2d1,D4I2_7a93e1176e2eedf8,P2_fdffb11860d2f85b,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_b2032eeb31cba06561f0"",""R2_998aaebcfab8377a1aef""]","[36,36]",0.227075016866,0.492827701163,238.839091158,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e19db41c473a1633,D4I2_8d8be86add454898,P2_bca2fb1c78570670,hybrid_interlined,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_88578ad00e2337256fd4"",""R2_691d5061a0170b543a1b""]","[38,38]",0.176857383618,0.472334170458,200.354466537,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1afb9ff367198c6,D4I2_31718758ee0e8bf8,P2_34b9bd3e9cc42916,interlined_figure8,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_b2032eeb31cba06561f0"",""R2_62c96cba38ba718fedb7""]","[7,7]",0.200146438150,0.492112305950,506.327543802,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1b836a82d58970b,D4I2_afd01c86a77d9865,P2_6d35c327678bb100,hybrid_interlined,20,CORE_0600_2200,360,1320,2,"[""R2_40023c3a09f861e4df2b"",""R2_88578ad00e2337256fd4""]","[6,19]",0.328869714399,0.499704730604,429.022580064,96,2,3,3,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1be670ca893a786,D4I2_60da7e5c6a975bc6,P2_797019531c3da1d4,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_c5047e55806cf91866a9"",""R2_ee13da0e6a2cac68a14e""]","[3,8]",0.146940520173,0.463003101037,323.269354764,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1c74f5a6718d44f,D4I2_145e453f541a31d6,P2_7b7c17b9b6f744d1,blank_slate,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_36c232385e1bd7bd7e34""]",[5],0.358265655287,0.612527253661,355.299561265,37,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1c76a64f8595872,D4I2_102fc0475c92d94a,P2_14a1b2d6cafb6d4f,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_331eefba99c8a2de7375"",""R2_ee13da0e6a2cac68a14e""]","[35,8]",0.100656094026,0.397039755888,390.936296902,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1cc2f9d258a2f5c,D4I2_8cb116d8d09a2e51,P2_d7245946975db44a,two_radial_out_and_back_feeders,15,CORE_0600_2200,360,1320,2,"[""R2_cd32ae3d4087a00405ba"",""R2_dbc7ef02fd6d81ac70ef""]","[13,5]",0.318023912050,0.520453020581,530.537951680,128,3,3,4,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1d0b33f942925d9,D4I2_e826cc253eff5dc5,P2_078fadd20232135f,trunk_plus_branches,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_38386a66f9410face321"",""R2_9d0be1b194e4067b5ee4""]","[35,35]",0.257277376861,0.343976709204,500.718973838,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1d119ef27533ef5,D4I2_c0037466ea65fd24,P2_f6e18c4dbeab2fa4,blank_slate,20,CORE_0600_2200,360,1320,1,"[""R2_b11abbef6086e5279f0b""]",[14],0.362884528578,0.483406528970,320.911922304,48,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1d2193fa8610db6,D4I2_b2f9f93f87cf601e,P2_e23034cc4cfaac5e,scheduled_extensions,15,CORE_0600_2200,360,1320,1,"[""R2_3fefc0a4235e6c4bfa00""]",[13],0.307270352549,0.519461002189,271.522321984,64,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1d3fb7196ffc3a4,D4I2_41a7d51ecefcc0fc,P2_1eab04a97bb66ac4,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_931841a8e679d367b600"",""R2_260fdd916ad44ff6c3dd""]","[41,3]",0.121553326781,0.400897478996,471.072439344,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1d9edccec148a22,D4I2_a70e823a5b0e62e7,P2_f66a295c68936cec,scheduled_extensions,15,CORE_0600_2200,360,1320,1,"[""R2_36a767ee3b33149a43c5""]",[4],0.308194667037,0.509773085338,138.025307648,64,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1e639ebe2c0351d,D4I2_5ff662488c6e638f,P2_27f2b7fcdc8a539f,short_turn_overlay,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_27137c0cea2cd7a5b2d1"",""R2_7644d7b7347e7c7c67c2""]","[35,35]",0.257277376861,0.343976709204,494.500049258,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1fcf3807c8202d3,D4I2_2ffbf8fa2dbe9364,P2_1eca08b32c85e4b4,blank_slate,15,CORE_0600_2200,360,1320,1,"[""R2_063a25c8d3e293004324""]",[1],0.304981632150,0.539571291183,259.085986432,64,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e1fe1f0b701315d9,D4I2_c5b07bbab15a1960,P2_c9329e8a3b3c46f8,two_independent_loops,60,CORE_0600_2200,360,1320,2,"[""R2_d34bc59b438762353bed"",""R2_fc5a3487f178bf740b7a""]","[33,36]",0.100284236125,0.347653273362,364.679549024,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e204a2f8359b40c5,D4I2_def7cf373a3e29e4,P2_df60d1dbf8408f12,single_compact_loop,60,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_30ef39112c923be596e6""]",[36],0.227075016866,0.468368480894,390.986541228,19,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e21933a5be08a1bd,D4I2_716c627735dd4e34,P2_a68e842253446a96,hybrid_interlined,20,CORE_0600_2200,360,1320,2,"[""R2_ab5110a74d88f6a5a5dd"",""R2_afd47de12a9d1f43e4af""]","[14,11]",0.330555042190,0.499738091923,352.697627952,96,2,2,3,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e219adaf682a44f6,D4I2_63ecc31125039543,P2_8444a94544b033f3,interlined_figure8,60,CORE_0600_2200,360,1320,2,"[""R2_c5047e55806cf91866a9"",""R2_5be11ea0fd5246053759""]","[33,36]",0.147952325655,0.463801751317,335.738137072,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e21c96215ff03844,D4I2_619c10b19757f666,P2_65da20e3cce387f2,hybrid_interlined,20,CORE_0600_2200,360,1320,2,"[""R2_d05b6c17763780d8102f"",""R2_784126898d550427dc92""]","[16,3]",0.334956670913,0.485012203611,290.821915008,96,2,2,3,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e2238e12bd5d10ca,D4I2_7c17cd58fc19e96c,P2_f30079877e9e9a1f,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_3fefc0a4235e6c4bfa00""]",[13],0.306785594897,0.516875417877,313.947684794,74,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e226793df5328e95,D4I2_3820e75fd09fbd32,P2_652940a1ceb7cb43,blank_slate,20,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_6117b68fcb8f705c124c""]",[1],0.363040591045,0.512469387300,508.288709445,55,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_e23b3fe1d6d3a223,D4I2_947996d6fc2f9b15,P2_586638aaebba4421,trunk_plus_branches,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_101605a30c2923634bc1"",""R2_52b7a9accf34697aa2cb""]","[35,35]",0.257277376861,0.343976709204,244.045346309,38,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
