plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next,candidate_route_phases_json,phase_vector_count_evaluated,exact_budget_feasible_phase_vector_count,exact_daily_bus_km,exact_annual_bus_km,continuous_model_annual_bus_km,exact_minus_continuous_annual_bus_km,exact_vehicle_cycle_hours_per_service_day,exact_fleet_recovery5,exact_fleet_recovery10,exact_fleet_recovery15,exact_fleet_minus_lower_bound_recovery15,explicit_trip_count_per_service_day,connection_margin_sensitivity_min_json,candidate_timetable_phase_selection_rule,candidate_s8_phases_materialised,final_service_policy_selected,final_topology_selected,margin0_complete_route_count,margin0_incomplete_route_count,margin0_unmatched_event_count,margin0_route_unweighted_mean_gap_min,margin0_worst_route_weighted_mean_gap_min,margin2_complete_route_count,margin2_incomplete_route_count,margin2_unmatched_event_count,margin2_route_unweighted_mean_gap_min,margin2_worst_route_weighted_mean_gap_min,margin5_complete_route_count,margin5_incomplete_route_count,margin5_unmatched_event_count,margin5_route_unweighted_mean_gap_min,margin5_worst_route_weighted_mean_gap_min
P2PLAN_3b8e9ffbba770ca1,P2_b61ce8c56cf408f8,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,7412.328417921913,0.324805241097,Calco,0.221840505440,12,567.000000000,7412.328417921913,0.324805241097,Calco,0.221840505440,12,567.000000000,18.024531308,32.269402439,105263.262839,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,24.847232893,24.847232893,24.847232893,24.847232893,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_1701c710edcd53eee167"":37}",60,60,288.392500928,105263.262839,105263.262839,-0.000000,8.605173984,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,20.868152642,20.868152642,0,1,1,20.868152642,20.868152642,0,1,1,20.868152642,20.868152642
P2PLAN_3c0f64a9fda3bed0,P2_5fe77a0644ecc691,interlined_figure8,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,18.896748706,33.859030435,110357.012443,1,1,2,2,2,2,2,2,1.000000000,true,true,2,1.000000000,20.574810827,25.570062903,20.574810827,25.570062903,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_111bca1495da90b445bb"":59,""R2_8c12b57f15614f4ec362"":37}",3600,3600,302.347979296,110357.012443,110357.012443,0.000000,9.029074783,1,1,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,1,1,18.305266559,20.574810827,1,1,1,18.305266559,20.574810827,0,2,2,21.038096253,26.040470215
P2PLAN_3e13e6dc5146b2c6,P2_5f81356056df50eb,hybrid_interlined,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,9.153170922,15.252931371,106909.036369,1,2,2,0,2,0,2,2,1.000000000,true,true,2,1.000000000,16.009255009,18.883407892,18.883407892,21.564515370,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_3b073005c8535aa1bf3c"":7,""R2_ab5110a74d88f6a5a5dd"":7}",900,900,292.901469504,106909.036369,106909.036369,-0.000000,8.134896731,2,2,2,0,64,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,10.779221993,12.119775732,0,2,2,10.779221993,12.119775732,0,2,2,10.779221993,12.119775732
P2PLAN_3ec68e137b263ecf,P2_10a63201e522d629,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6921.420673362992,0.303293861766,Brivio,0.013951238382,6,375.000000000,6921.420673362992,0.303293861766,Brivio,0.013951238382,6,375.000000000,11.628486655,27.570418184,96749.008970,2,2,2,3,1,3,1,1,1.000000000,true,true,1,1.000000000,10.251985382,10.251985382,19.696725021,19.696725021,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_3a530ead46411707bc5f"":7}",30,30,372.111572960,96749.008970,96749.008970,-0.000000,14.704223031,2,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,15.807245743,15.807245743,0,1,1,15.807245743,15.807245743,0,1,1,15.807245743,15.807245743
P2PLAN_3f292cde48930271,P2_d3a8f22f24eccaaa,single_compact_loop,PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4075.271893380709,0.178576770380,Brivio,0.000000000000,4,643.000000000,4075.271893380709,0.178576770380,Brivio,0.000000000000,4,643.000000000,4.515070185,7.726686335,104243.940431,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_ce283b4cd4b20a5821a0"":12}",15,15,334.115193690,104243.940431,104243.940431,0.000000,9.529579813,1,2,2,0,74,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,2,11.649200497,11.649200497,0,1,2,11.649200497,11.649200497,0,1,2,14.426830678,14.426830678
P2PLAN_407cac5dbf6f5878,P2_9858dc3c94ecb6ac,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4632.125246860367,0.202977859691,Brivio,0.000000000000,9,844.000000000,4632.125246860367,0.202977859691,Brivio,0.000000000000,9,844.000000000,8.217583299,13.280456005,82044.351657,1,1,1,1,2,1,1,1,1.000000000,true,true,1,1.000000000,17.396966471,17.396966471,17.396966471,17.396966471,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_e641044e83a327ab5732"":7}",30,30,262.962665568,82044.351657,82044.351657,0.000000,7.082909869,1,1,1,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,7.952226833,7.952226833,0,1,1,7.952226833,7.952226833,0,1,1,7.952226833,7.952226833
P2PLAN_4110e2ab8d8fb53f,P2_56801c69e0786613,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5316.193758482211,0.232953465913,Brivio,0.000000000000,4,643.000000000,5316.193758482211,0.232953465913,Brivio,0.000000000000,4,643.000000000,8.230676366,17.784780959,96134.299955,1,1,2,3,1,3,1,1,1.000000000,true,true,1,1.000000000,15.144803994,15.144803994,15.144803994,15.144803994,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_a6dcf730feb71833c37c"":7}",30,30,263.381643712,96134.299955,96134.299955,-0.000000,9.485216511,1,1,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,5.700064356,5.700064356,0,1,1,15.144803994,15.144803994,0,1,1,15.144803994,15.144803994
P2PLAN_419e6fd66e5554c2,P2_6d191d545b91e100,blank_slate,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4299.809845931018,0.188415932881,La Valletta Brianza,0.009189912991,2,139.000000000,4299.809845931018,0.188415932881,La Valletta Brianza,0.009189912991,2,139.000000000,8.317417645,14.873568168,103801.372210,1,2,2,0,2,0,1,1,1.000000000,true,true,1,1.000000000,10.952163844,10.952163844,12.803917298,12.803917298,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_5be11ea0fd5246053759"":13}",20,20,399.236046960,103801.372210,103801.372210,-0.000000,11.898854534,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,12.734651297,12.734651297,0,1,1,15.882897843,15.882897843,0,1,1,15.882897843,15.882897843
P2PLAN_4237a117a92c4e76,P2_506f266b07b131de,hybrid_interlined,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,7.031716757,15.318297745,105306.990153,2,2,3,1,1,1,2,2,1.000000000,true,true,2,1.000000000,10.054231613,10.916268824,12.768022278,13.202478159,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_3fefc0a4235e6c4bfa00"":10,""R2_ab5110a74d88f6a5a5dd"":11}",400,400,337.522404336,105306.990153,105306.990153,-0.000000,12.254638196,2,2,3,0,96,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,12.941590747,13.145026208,0,2,2,14.515714021,15.886401833,0,2,2,15.402191738,15.886401833
P2PLAN_425e20c4485ed3fd,P2_5fe77a0644ecc691,interlined_figure8,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,18.896748706,33.859030435,109072.033531,1,1,2,2,2,2,2,2,1.000000000,true,true,2,1.000000000,20.574810827,25.570062903,26.130071189,31.125323264,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_111bca1495da90b445bb"":39,""R2_8c12b57f15614f4ec362"":7}",3600,2700,352.224379310,109894.006345,109072.033531,821.972814,10.523121919,1,2,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,1,2,18.242924189,20.574810827,1,1,2,18.242924189,20.574810827,1,1,2,21.020554369,26.130071189
P2PLAN_427e172c1632b69c,P2_f310802c44431269,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,5772.349768608437,0.252942038261,La Valletta Brianza,0.000000000000,6,490.000000000,5772.349768608437,0.252942038261,La Valletta Brianza,0.000000000000,6,490.000000000,6.912512264,13.387755700,103521.783666,1,2,2,0,2,0,1,1,1.000000000,true,true,1,1.000000000,11.695070078,11.695070078,11.695070078,11.695070078,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_39da8f97f04069524b98"":7}",20,20,331.800588672,103521.783666,103521.783666,-0.000000,10.710204560,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,11.637618127,11.637618127,0,1,1,11.637618127,11.637618127,0,1,1,15.322060998,15.322060998
P2PLAN_42eda1a6f9a06acb,P2_b3af627396fc68a3,two_independent_loops,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,8508.593784613995,0.372843147226,La Valletta Brianza,0.011997838656,16,676.000000000,8508.593784613995,0.372843147226,La Valletta Brianza,0.011997838656,16,676.000000000,21.292352269,42.032262653,102416.214414,1,2,2,3,3,3,2,2,1.000000000,true,true,2,1.000000000,17.520567311,24.537690310,23.075827672,30.092950672,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_9709d9b43ced9a82d911"":37,""R2_b2032eeb31cba06561f0"":57}",3600,3600,404.554693111,105184.220209,102416.214414,2768.005795,13.310216507,2,2,2,0,38,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,2,0,0,23.806758991,24.537690310,2,0,0,23.806758991,24.537690310,2,0,0,26.584389172,30.092950672
P2PLAN_44296877a0e488df,P2_83df62ba410ac17c,two_radial_out_and_back_feeders,PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,5.697547748,12.969824297,109620.818672,2,3,3,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_40023c3a09f861e4df2b"":1,""R2_89faf7404f5ba6502188"":7}",225,225,421.618533352,109620.818672,109620.818672,-0.000000,15.996116633,2,3,3,0,148,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,4,12.315252950,13.146982622,0,2,4,12.315252950,13.146982622,0,2,4,13.685043176,14.223103730
P2PLAN_4543223edb046c62,P2_ebeca863bc35c89f,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6762.599299095536,0.296334373215,Calco,0.171996948300,12,567.000000000,6762.599299095536,0.296334373215,Calco,0.171996948300,12,567.000000000,13.129829148,23.634067955,109240.178511,1,2,2,0,3,0,1,1,1.000000000,true,true,1,1.000000000,12.220160496,12.220160496,12.220160496,12.220160496,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_957e61a8530a0bbbd91a"":27}",30,30,420.154532736,109240.178511,109240.178511,0.000000,12.604836243,1,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,12.220160496,12.220160496,1,0,0,12.220160496,12.220160496,0,1,1,17.775420858,17.775420858
P2PLAN_459dac1ab082696a,P2_bab8ad99e3603982,hybrid_interlined,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,4177.066916878051,0.183037387245,Brivio,0.010743097632,6,356.000000000,4177.066916878051,0.183037387245,Brivio,0.010743097632,6,356.000000000,8.948550217,15.298828660,104519.066535,1,2,2,1,1,1,2,2,1.000000000,true,true,2,1.000000000,14.858840951,20.010873305,20.010873305,20.414101312,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_14b61a2a29e2081585d6"":7,""R2_691d5061a0170b543a1b"":7}",900,900,286.353606944,104519.066535,104519.066535,-0.000000,8.159375285,2,2,2,0,64,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,10.767747670,10.969361674,0,2,2,10.767747670,10.969361674,0,2,2,10.767747670,10.969361674
P2PLAN_46f3d8d3f3f99ff3,P2_06755a34f49f025f,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,6.720995939,11.195909750,100653.635182,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,12.790993053,12.790993053,12.790993053,12.790993053,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_720949d9745b883ea795"":9}",20,20,322.607805072,100653.635182,100653.635182,0.000000,8.956727800,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,12.733541102,12.733541102,0,1,1,12.733541102,12.733541102,0,1,1,16.417983973,16.417983973
P2PLAN_479e0625cce2750a,P2_0c05fad94b4031ec,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,17.754377134,30.808168711,103685.562463,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,16.133110118,16.133110118,25.577849757,25.577849757,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_2b130131b2b9db31f6d7"":37}",60,60,284.070034144,103685.562463,103685.562463,-0.000000,8.215511656,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,21.598769506,21.598769506,0,1,1,21.598769506,21.598769506,0,1,1,21.598769506,21.598769506
P2PLAN_488cf4389884481a,P2_6c3caf5188bf9271,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5112.979715535079,0.224048708529,Santa Maria Hoè,0.093473095134,12,753.000000000,5112.979715535079,0.224048708529,Santa Maria Hoè,0.093473095134,12,753.000000000,15.466441579,27.223062488,90324.018821,1,1,1,2,1,2,1,1,1.000000000,true,true,1,1.000000000,17.925663230,17.925663230,27.370402869,27.370402869,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_092aa5e78c63b74fa8dc"":37}",60,60,247.463065264,90324.018821,90324.018821,0.000000,7.259483330,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,23.391322618,23.391322618,0,1,1,23.391322618,23.391322618,0,1,1,23.391322618,23.391322618
P2PLAN_49027f5fccbe2799,P2_d3a8f22f24eccaaa,single_compact_loop,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,4075.271893380709,0.178576770380,Brivio,0.000000000000,4,643.000000000,4075.271893380709,0.178576770380,Brivio,0.000000000000,4,643.000000000,4.515070185,7.726686335,105472.039522,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,8.923851306,8.923851306,11.701481487,11.701481487,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_ce283b4cd4b20a5821a0"":12}",15,15,288.964491840,105472.039522,105472.039522,-0.000000,8.241798757,1,2,2,0,64,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,11.641957678,11.641957678,1,0,0,11.641957678,11.641957678,0,1,1,14.419587858,14.419587858
P2PLAN_49859d1dd37dfeb6,P2_a815c45bca43374b,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6635.842279344171,0.290779931744,Brivio,0.000465712767,12,733.000000000,6635.842279344171,0.290779931744,Brivio,0.000465712767,12,733.000000000,15.635046782,31.405155973,91308.673207,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,25.279356126,25.279356126,25.279356126,25.279356126,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_0c74cbb6c90ba91bf1bd"":47}",60,60,250.160748512,91308.673207,91308.673207,-0.000000,8.374708259,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,21.300275875,21.300275875,0,1,1,21.300275875,21.300275875,0,1,1,21.300275875,21.300275875
P2PLAN_49898974e64b1835,P2_4dc90710cb9ea40a,hybrid_interlined,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,5.697547748,12.969824297,76945.382337,1,2,2,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_40023c3a09f861e4df2b"":7,""R2_89faf7404f5ba6502188"":7}",900,900,210.809266676,76945.382337,76945.382337,-0.000000,7.998058316,2,2,2,0,74,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,11.349998761,12.174612802,0,2,2,11.349998761,12.174612802,0,2,2,11.349998761,12.174612802
P2PLAN_49d0e3407fbed768,P2_3105baa6d4550828,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5710.409074073803,0.250227822014,Santa Maria Hoè,0.063137253657,2,90.000000000,5710.409074073803,0.250227822014,Santa Maria Hoè,0.063137253657,2,90.000000000,8.809933330,19.424221353,102900.021294,1,1,2,1,3,1,1,1,1.000000000,true,true,1,1.000000000,14.325083797,14.325083797,14.325083797,14.325083797,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_0e3b21bd0041fec416ba"":7}",30,30,281.917866560,102900.021294,102900.021294,0.000000,10.359584722,1,1,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,14.325083797,14.325083797,0,1,1,14.325083797,14.325083797,0,1,1,14.325083797,14.325083797
