plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next,candidate_route_phases_json,phase_vector_count_evaluated,exact_budget_feasible_phase_vector_count,exact_daily_bus_km,exact_annual_bus_km,continuous_model_annual_bus_km,exact_minus_continuous_annual_bus_km,exact_vehicle_cycle_hours_per_service_day,exact_fleet_recovery5,exact_fleet_recovery10,exact_fleet_recovery15,exact_fleet_minus_lower_bound_recovery15,explicit_trip_count_per_service_day,connection_margin_sensitivity_min_json,candidate_timetable_phase_selection_rule,candidate_s8_phases_materialised,final_service_policy_selected,final_topology_selected,margin0_complete_route_count,margin0_incomplete_route_count,margin0_unmatched_event_count,margin0_route_unweighted_mean_gap_min,margin0_worst_route_weighted_mean_gap_min,margin2_complete_route_count,margin2_incomplete_route_count,margin2_unmatched_event_count,margin2_route_unweighted_mean_gap_min,margin2_worst_route_weighted_mean_gap_min,margin5_complete_route_count,margin5_incomplete_route_count,margin5_unmatched_event_count,margin5_route_unweighted_mean_gap_min,margin5_worst_route_weighted_mean_gap_min
P2PLAN_11a0a12ba0b1b799,P2_e3144a389b860f58,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,5769.784945393235,0.252829648743,Santa Maria Hoè,0.063137253657,12,641.000000000,5769.784945393235,0.252829648743,Santa Maria Hoè,0.063137253657,12,641.000000000,12.094498486,20.517952793,100626.227404,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,13.778218077,13.778218077,13.778218077,13.778218077,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_f3daa3dc7796670c4455"":7}",30,30,387.023951552,100626.227404,100626.227404,-0.000000,10.942908156,1,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,13.778218077,13.778218077,0,1,1,13.778218077,13.778218077,0,1,1,13.778218077,13.778218077
P2PLAN_11ae71ec7bc9ff42,P2_e4b92caba131562a,single_compact_loop,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4256.982928783476,0.186539274648,La Valletta Brianza,0.000000000000,4,643.000000000,4256.982928783476,0.186539274648,La Valletta Brianza,0.000000000000,4,643.000000000,6.214775930,10.629073297,107615.060004,1,2,2,2,0,2,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_ee975e5012ad1533d159"":10}",20,20,348.027452080,108584.565049,107615.060004,969.505045,9.920468411,1,2,2,0,56,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,13.108079524,13.108079524,0,1,1,13.108079524,13.108079524,0,1,1,14.926164733,14.926164733
P2PLAN_12882747dc9e8515,P2_661654da5f884394,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5414.502334925392,0.237261308075,Brivio,0.013951238382,2,134.000000000,5414.502334925392,0.237261308075,Brivio,0.013951238382,2,134.000000000,9.131813685,19.679955595,106659.583841,1,1,2,2,1,2,1,1,1.000000000,true,true,1,1.000000000,14.197216676,14.197216676,14.197216676,14.197216676,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_45cf7c9ce93ed782cd5f"":7}",30,30,292.218037920,106659.583841,106659.583841,-0.000000,10.495976317,1,1,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,14.197216676,14.197216676,0,1,1,14.197216676,14.197216676,0,1,1,14.197216676,14.197216676
P2PLAN_12b2dd8f558cf8d3,P2_48c394c239c6771c,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,7906.716608991273,0.346469132191,La Valletta Brianza,0.045773761307,20,1055.000000000,7906.716608991273,0.346469132191,La Valletta Brianza,0.045773761307,20,1055.000000000,21.622335348,40.036996938,107938.698057,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,26.518696005,26.518696005,26.518696005,26.518696005,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_f6e23d36c7ebe6e85edf"":37}",60,60,345.957365568,107938.698057,107938.698057,0.000000,10.676532517,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,16.984355393,16.984355393,0,1,1,16.984355393,16.984355393,0,1,1,16.984355393,16.984355393
P2PLAN_12bec39f39cae053,P2_3d110befe0bda5e7,single_compact_loop,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,5.699126388,10.510258833,98686.072535,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_717987377cd99367dc20"":10}",20,20,319.151077728,99575.136251,98686.072535,889.063716,9.809574911,1,2,2,0,56,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,13.167486756,13.167486756,0,1,1,13.167486756,13.167486756,0,1,1,14.985571965,14.985571965
P2PLAN_1308a0173cd6c807,P2_39a9959520dd71f5,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,7.022970275,12.364302371,87646.669032,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,12.206796742,12.206796742,12.206796742,12.206796742,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_74ab36c37a99ef5a1c51"":8}",20,20,337.102573200,87646.669032,87646.669032,0.000000,9.891441897,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,12.149344792,12.149344792,0,1,1,12.149344792,12.149344792,0,1,1,15.833787662,15.833787662
P2PLAN_135ad4d9354dc104,P2_32209b4bbc62cfb6,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,13.341750246,24.790377776,77915.821437,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,19.142005586,19.142005586,19.142005586,19.142005586,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_837c3ae88923898ea40c"":55}",60,60,213.468003936,77915.821437,77915.821437,-0.000000,6.610767407,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,19.142005586,19.142005586,0,1,1,24.607664974,24.607664974,0,1,1,24.607664974,24.607664974
P2PLAN_13c01153640b96d4,P2_2accba37a46653fb,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,6031.026066968469,0.264277129304,Brivio,0.000000000000,9,956.000000000,6031.026066968469,0.264277129304,Brivio,0.000000000000,9,956.000000000,18.812433632,37.576627354,108585.366924,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,18.304141158,18.304141158,18.304141158,18.304141158,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_e084e317c96ecdb31020"":27}",60,30,338.623805376,105650.627277,108585.366924,-2934.739647,11.272988206,1,1,1,0,18,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,27.613955945,27.613955945,0,1,1,27.613955945,27.613955945,0,1,2,33.089855444,33.089855444
P2PLAN_14c22a06ed9a4859,P2_067e6c7ae6cb14c4,blank_slate,PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,5.699126388,10.510258833,109651.191705,2,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_717987377cd99367dc20"":10}",15,15,421.735352712,109651.191705,109651.191705,0.000000,12.962652561,2,2,2,0,74,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,2,10.257414248,10.257414248,0,1,2,13.035044429,13.035044429,0,1,2,13.035044429,13.035044429
P2PLAN_1572612c170e1459,P2_cc8f147d7d76e109,single_compact_loop,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,7168.536575183297,0.314122380896,Brivio,0.000000000000,12,733.000000000,7168.536575183297,0.314122380896,Brivio,0.000000000000,12,733.000000000,11.190855453,19.831962416,107656.029458,1,1,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_349928954c66680a97a1"":11}",30,30,414.061651761,107656.029458,107656.029458,-0.000000,12.229710157,1,1,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,14.121213266,14.121213266,0,1,1,14.121213266,14.121213266,0,1,1,19.676473627,19.676473627
P2PLAN_1599e8cb7bf5e5e7,P2_9e11bf505a0635b2,blank_slate,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6353.719431821961,0.278417422375,La Valletta Brianza,0.000000000000,2,221.000000000,6353.719431821961,0.278417422375,La Valletta Brianza,0.000000000000,2,221.000000000,8.306925202,16.640286208,103670.426521,2,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,10.068804824,10.068804824,11.920558278,11.920558278,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_3fa739d314237ccb0def"":10}",20,20,398.732409696,103670.426521,103670.426521,-0.000000,13.312228966,2,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,14.999538823,14.999538823,0,1,1,14.999538823,14.999538823,0,1,1,14.999538823,14.999538823
P2PLAN_168cba6e1c0d8790,P2_82d7a3cefa19ec5a,two_radial_out_and_back_feeders,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,8.402740060,14.127285076,104866.195949,2,2,3,0,2,0,2,2,1.000000000,true,true,2,1.000000000,10.649737947,10.916268824,12.768022278,13.797984493,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_ab5110a74d88f6a5a5dd"":10,""R2_fedae7e1b14941808593"":11}",400,400,403.331522880,104866.195949,104866.195949,-0.000000,11.301828061,2,2,3,0,96,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,13.239343915,13.740532543,0,2,2,14.813467188,15.886401833,0,2,2,15.699944905,15.886401833
P2PLAN_16ff1dff2703be51,P2_d829af60b7c029c9,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6921.420673362992,0.303293861766,Brivio,0.013951238382,6,375.000000000,6921.420673362992,0.303293861766,Brivio,0.013951238382,6,375.000000000,11.628486655,27.570418184,96749.008970,2,2,2,3,1,3,1,1,1.000000000,true,true,1,1.000000000,10.251985382,10.251985382,19.696725021,19.696725021,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_3a530ead46411707bc5f"":7}",30,30,372.111572960,96749.008970,96749.008970,-0.000000,14.704223031,2,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,15.807245743,15.807245743,0,1,1,15.807245743,15.807245743,0,1,1,15.807245743,15.807245743
P2PLAN_17b3d0e54c04cfea,P2_f0a0176cad91088e,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,13.341750246,24.790377776,77915.821437,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,19.142005586,19.142005586,19.142005586,19.142005586,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_837c3ae88923898ea40c"":55}",60,60,213.468003936,77915.821437,77915.821437,-0.000000,6.610767407,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,19.142005586,19.142005586,0,1,1,24.607664974,24.607664974,0,1,1,24.607664974,24.607664974
P2PLAN_192c961e960158d5,P2_bfbb9d6c4188ab18,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6397.926106363451,0.280354541021,Santa Maria Hoè,0.093473095134,16,1367.000000000,6397.926106363451,0.280354541021,Santa Maria Hoè,0.093473095134,16,1367.000000000,21.614706925,41.714131016,89917.180808,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,25.680128966,25.680128966,25.680128966,25.680128966,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_0dfbad056e54a0bf0740"":37}",60,60,345.835310800,89917.180808,89917.180808,0.000000,11.123768271,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,16.145788354,16.145788354,0,1,1,16.145788354,16.145788354,0,1,1,16.145788354,16.145788354
P2PLAN_1a27a9a2d974c301,P2_4dc90710cb9ea40a,hybrid_interlined,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,5.697547748,12.969824297,82215.614004,2,2,3,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_40023c3a09f861e4df2b"":16,""R2_89faf7404f5ba6502188"":12}",400,400,319.062673888,82956.295211,82215.614004,740.681207,12.105169344,2,2,3,0,112,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,11.106036825,11.207299511,0,2,2,13.606036825,14.355546057,0,2,2,16.998245307,17.822859349
P2PLAN_1a6ac4355ace8793,P2_e44e1ad363b4503e,single_compact_loop,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,5414.502334925392,0.237261308075,Brivio,0.013951238382,2,134.000000000,5414.502334925392,0.237261308075,Brivio,0.013951238382,2,134.000000000,9.131813685,19.679955595,105417.657180,1,1,2,2,1,2,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_45cf7c9ce93ed782cd5f"":11}",30,30,337.877106345,105417.657180,105417.657180,-0.000000,12.135972617,1,1,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,14.197216676,14.197216676,0,1,1,14.197216676,14.197216676,0,1,1,19.752477038,19.752477038
P2PLAN_1b30b0b4f8de5f28,P2_7dc1c06373d423af,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4523.161196417227,0.198203098958,La Valletta Brianza,0.000000000000,9,1017.000000000,4523.161196417227,0.198203098958,La Valletta Brianza,0.000000000000,9,1017.000000000,13.126033508,25.651038745,109208.598787,2,2,2,3,0,3,1,1,1.000000000,true,true,1,1.000000000,11.211675101,11.211675101,11.211675101,11.211675101,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_1d550efd246ecfb3b1c8"":7}",30,30,420.033072256,109208.598787,109208.598787,-0.000000,13.680553997,2,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,11.211675101,11.211675101,0,1,1,16.766935463,16.766935463,0,1,1,16.766935463,16.766935463
P2PLAN_1b5d60da96d36908,P2_53fd2d4d99e137fc,blank_slate,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,5.660087272,13.352350807,84765.466985,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,11.712772524,11.712772524,11.712772524,11.712772524,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_fc3196ae85a4ca6d0ece"":7}",20,20,271.684189056,84765.466985,84765.466985,0.000000,10.681880646,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,11.655320574,11.655320574,0,1,1,11.655320574,11.655320574,0,1,1,15.339763444,15.339763444
P2PLAN_1dbb82133a88bb64,P2_67a1c69667ab7203,hybrid_interlined,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,8.402740060,14.127285076,104866.195949,2,2,3,0,2,0,2,2,1.000000000,true,true,2,1.000000000,10.649737947,10.916268824,12.768022278,13.797984493,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_ab5110a74d88f6a5a5dd"":10,""R2_fedae7e1b14941808593"":11}",400,400,403.331522880,104866.195949,104866.195949,-0.000000,11.301828061,2,2,3,0,96,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,13.239343915,13.740532543,0,2,2,14.813467188,15.886401833,0,2,2,15.699944905,15.886401833
P2PLAN_1e9d78ce41789909,P2_3e9262447422e26a,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4653.116406723527,0.203897683849,Brivio,0.010743097632,16,1308.000000000,4653.116406723527,0.203897683849,Brivio,0.010743097632,16,1308.000000000,18.169483853,33.552971384,104874.260800,1,1,1,4,0,4,1,1,1.000000000,true,true,1,1.000000000,20.315969143,20.315969143,20.315969143,20.315969143,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_f4436cf0e19fc17dd484"":37}",60,60,345.220193207,107708.700281,104874.260800,2834.439481,10.625107605,1,1,1,0,19,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,20.315969143,20.315969143,1,0,0,20.315969143,20.315969143,1,0,0,20.315969143,20.315969143
P2PLAN_1ed385aac063e524,P2_0cb6579dbfb6c21d,single_compact_loop,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5651.766671621381,0.247658135595,Brivio,0.000000000000,2,221.000000000,5651.766671621381,0.247658135595,Brivio,0.000000000000,2,221.000000000,4.533771494,9.917995248,105908.902100,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,10.605827031,10.605827031,10.605827031,10.605827031,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_c5de37de500b158213f8"":7}",15,15,290.161375616,105908.902100,105908.902100,-0.000000,10.579194931,1,2,2,0,64,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,10.590392589,10.590392589,0,1,1,13.323933402,13.323933402,0,1,1,13.323933402,13.323933402
P2PLAN_1f23571e952e750c,P2_9b0e07f1e04fa248,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,8527.965081130689,0.373691989625,Santa Maria Hoè,0.000000000000,12,753.000000000,8527.965081130689,0.373691989625,Santa Maria Hoè,0.000000000000,12,753.000000000,18.917785893,34.560905428,109193.460174,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,19.812002121,19.812002121,19.812002121,19.812002121,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_7cc74030c04e0d37f453"":28}",60,30,340.520146074,106242.285575,109193.460174,-2951.174599,10.368271628,1,1,1,0,18,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,23.566556547,23.566556547,0,1,1,29.121816908,29.121816908,0,1,2,34.597716407,34.597716407
