plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next
P2PLAN_2bcdf423f3d4797f,P2_51773a89841455ea,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5772.349768608437,0.252942038261,La Valletta Brianza,0.000000000000,6,490.000000000,3.820013423,7.055957580,103178.562555,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_2c6232f76cdca4fe,P2_e81f744c00a077cf,blank_slate,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,5780.775206194420,0.253311237537,Brivio,0.000000000000,2,221.000000000,5780.775206194420,0.253311237537,Brivio,0.000000000000,2,221.000000000,4.941273246,10.529247876,100097.842781,1,2,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_2cebed4b1ff22cc0,P2_f90598a41d4d09f8,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,5543.867920188278,0.242930055834,Santa Maria Hoè,0.063137253657,12,641.000000000,5543.867920188278,0.242930055834,Santa Maria Hoè,0.063137253657,12,641.000000000,10.991932586,17.855835190,105742.391477,1,1,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_2d17d8ed09a067f3,P2_f3fb940d00e10b7a,interlined_figure8,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7160.164051253965,0.313755500274,Brivio,0.000000000000,20,1362.000000000,7160.164051253965,0.313755500274,Brivio,0.000000000000,20,1362.000000000,26.638554176,50.528934804,110816.385372,2,2,2,5,1,5,2,2,1.000000000,true,true,2,1.000000000,17.520567311,20.289354235,20.289354235,26.965306950,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_2d301a44f0e468b2,P2_c578b12e08508aa0,single_compact_loop,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,7358.874754254281,0.322462923119,Santa Maria Hoè,0.000000000000,6,447.000000000,7358.874754254281,0.322462923119,Santa Maria Hoè,0.000000000000,6,447.000000000,10.988723661,20.803091147,105711.521619,1,2,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_2dc804984dc77fd6,P2_f2fd76839f2f871d,scheduled_extensions,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,4.579589104,7.630971150,76204.362695,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.314515370,10.314515370,13.092145551,13.092145551,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_2e37c6ec22b85ba2,P2_1781b136fd946d43,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,5875.136747910650,0.257446122229,Santa Maria Hoè,0.063137253657,16,1234.000000000,5875.136747910650,0.257446122229,Santa Maria Hoè,0.063137253657,16,1234.000000000,15.030292923,24.080896213,86754.850752,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,19.496746367,19.496746367,25.052006729,25.052006729,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_2ebf240116f87c4a,P2_8572a3816c341a7e,scheduled_extensions,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5565.182452788182,0.243864050054,Brivio,0.000000000000,2,221.000000000,3.461842010,6.215016084,14401.262763,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_2f26793a5ca20960,P2_2accba37a46653fb,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6031.026066968469,0.264277129304,Brivio,0.000000000000,9,956.000000000,6031.026066968469,0.264277129304,Brivio,0.000000000000,9,956.000000000,18.812433632,37.576627354,109864.612411,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,22.193620436,22.193620436,27.748880797,27.748880797,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_2f4d436b65f65edb,P2_b51861af17924727,scheduled_extensions,EXTENSION_UPPER_BOUND,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.50,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4907.126837149856,0.215028318441,La Valletta Brianza,0.009189912991,0,0.000000000,6.559764185,10.885500255,88589.615312,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_2fe54ae91a0a969a,P2_f2fd76839f2f871d,scheduled_extensions,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,4.579589104,7.630971150,26433.388310,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_3034250503b87235,P2_2ad990d0f4719858,hybrid_interlined,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,4660.182595172781,0.204207321376,Brivio,0.013951238382,2,90.000000000,4660.182595172781,0.204207321376,Brivio,0.013951238382,2,90.000000000,7.667593481,16.224300767,103550.849961,1,2,2,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_306d7270b3d549b5,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,79326.155085,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.314515370,10.314515370,13.092145551,13.092145551,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_3081dfc30f9758bf,P2_9ed7e8f078a6b40b,scheduled_extensions,EXTENSION_UPPER_BOUND,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4103.624058893289,0.179819150835,La Valletta Brianza,0.000000000000,2,139.000000000,5903.040448978339,0.258668851154,Santa Maria Hoè,0.131607387804,6,310.000000000,9.733753838,18.183968015,65727.172793,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,24.843316624,24.843316624,30.398576985,30.398576985,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_308e48764e68dd73,P2_5f225220788821cf,scheduled_extensions,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4675.152356512549,0.204863290279,Brivio,0.000000000000,2,221.000000000,3.433212839,5.911406752,17138.598495,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_30af2bbd9022c1f9,P2_03ff199e84ca8ec7,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7160.164051253965,0.313755500274,Brivio,0.000000000000,20,1362.000000000,7160.164051253965,0.313755500274,Brivio,0.000000000000,20,1362.000000000,26.638554176,50.528934804,110816.385372,2,2,2,5,1,5,2,2,1.000000000,true,true,2,1.000000000,17.520567311,20.289354235,20.289354235,26.965306950,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_30e1b0c90c44329c,P2_4bf5dfb6b345f7ce,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,17.754377134,30.808168711,102478.264817,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,16.133110118,16.133110118,21.688370480,21.688370480,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_30f4086ba90bc663,P2_19d543be3e9cf2bf,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,3.983314722,7.497626615,93050.231918,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.314515370,10.314515370,13.092145551,13.092145551,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_310312664ca66270,P2_51773a89841455ea,scheduled_extensions,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5772.349768608437,0.252942038261,La Valletta Brianza,0.000000000000,6,490.000000000,3.820013423,7.055957580,44617.756781,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_311d549f4342d0c0,P2_740640c5c1df932e,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,3930.914963224855,0.172251107935,Brivio,0.000000000000,2,221.000000000,5897.116512991633,0.258409266668,La Valletta Brianza,0.000000000000,6,490.000000000,4.176419403,7.904568409,62546.056976,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,11.450243137,11.450243137,11.450243137,11.450243137,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_320e4927ec6c7851,P2_f0a0176cad91088e,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,13.341750246,24.790377776,111003.362047,1,2,2,1,3,1,1,1,1.000000000,true,true,1,1.000000000,11.642005586,11.642005586,11.642005586,11.642005586,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_322da84ecc265a6a,P2_272e29e10732a365,scheduled_extensions,EXTENSION_UPPER_BOUND,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4578.595657763122,0.200632214691,La Valletta Brianza,0.009189912991,2,139.000000000,4.907158958,8.273913136,99406.772587,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_3272aa0339de2bad,P2_506f266b07b131de,hybrid_interlined,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,7.031716757,15.318297745,101467.672804,2,2,3,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_327c9486d59b1c9c,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,64380.993054,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_32baa3d27f981cd7,P2_86bff0211c2baf0d,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4625.719282834228,0.202697152932,La Valletta Brianza,0.000000000000,2,139.000000000,6519.620962623821,0.285687160529,Santa Maria Hoè,0.000000000000,6,310.000000000,14.728050730,27.376534479,99451.162556,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,21.544172027,21.544172027,27.099432388,27.099432388,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_32e9cd94f2b12ec9,P2_9501ca79c629d48b,interlined_figure8,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7020.429200099898,0.307632375467,Santa Maria Hoè,0.000000000000,16,1367.000000000,7020.429200099898,0.307632375467,Santa Maria Hoè,0.000000000000,16,1367.000000000,26.376397400,51.024311338,109725.813184,2,2,2,6,0,6,2,2,1.000000000,true,true,2,1.000000000,25.719921722,26.842311556,25.719921722,26.842311556,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_332d4d7e846c12e3,P2_b801a303cc55dcb0,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.50,3745.406655487125,0.164122208725,La Valletta Brianza,0.000000000000,2,221.000000000,4297.683576872578,0.188322760628,Brivio,0.000050341214,2,221.000000000,7.037182959,11.894563387,87824.043328,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,9.665901925,9.665901925,14.665901925,14.665901925,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_3388615216040c67,P2_afaa79f7edc13d54,two_radial_out_and_back_feeders,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,9.153170922,15.252931371,106909.036369,1,2,2,0,2,0,2,2,1.000000000,true,true,2,1.000000000,16.009255009,18.883407892,18.883407892,21.564515370,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_3416530ef29c230c,P2_0c05fad94b4031ec,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,17.754377134,30.808168711,102478.264817,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,16.133110118,16.133110118,21.688370480,21.688370480,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_3428c07d223b5ec1,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,91720.866817,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_343385d8827185f1,P2_d44fa2f1e096f81d,scheduled_extensions,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4625.719282834228,0.202697152932,La Valletta Brianza,0.000000000000,2,139.000000000,6132.412662307631,0.268719849012,La Valletta Brianza,0.000000000000,6,490.000000000,12.193628015,23.434936319,70381.620903,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,21.544172027,21.544172027,27.099432388,27.099432388,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_344176c2f6cf0bd2,P2_fa603ab2af99a6aa,single_compact_loop,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,5.660087272,13.352350807,98010.071202,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_34510aeede7a8d72,P2_b8ac97814c5ea6b2,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4203.959245918339,0.184215798255,La Valletta Brianza,0.000000000000,0,0.000000000,5937.363259162638,0.260172862850,Brivio,0.000465712767,2,134.000000000,5.108810012,12.529327497,76509.538743,1,2,2,1,0,1,1,1,1.000000000,true,true,1,1.000000000,11.173631266,11.173631266,14.321877812,14.321877812,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_346aef1fd650f79b,P2_86bff0211c2baf0d,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4625.719282834228,0.202697152932,La Valletta Brianza,0.000000000000,2,139.000000000,6519.620962623821,0.285687160529,Santa Maria Hoè,0.000000000000,6,310.000000000,14.728050730,27.376534479,61268.691038,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,21.544172027,21.544172027,21.544172027,21.544172027,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_351b27678375c437,P2_9a68d80d3deb6755,scheduled_extensions,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5782.991207416099,0.253408341817,La Valletta Brianza,0.000000000000,2,221.000000000,3.630643269,6.349685639,49031.837351,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_3697d737df234ffb,P2_ab922de5c6fa2869,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,6004.310226213206,0.263106451939,Santa Maria Hoè,0.020638447805,12,753.000000000,6004.310226213206,0.263106451939,Santa Maria Hoè,0.020638447805,12,753.000000000,14.627516222,26.973909176,84430.023633,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,18.050239886,18.050239886,23.605500247,23.605500247,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_36cd3925bcefdac3,P2_9ed7e8f078a6b40b,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4103.624058893289,0.179819150835,La Valletta Brianza,0.000000000000,2,139.000000000,5903.040448978339,0.258668851154,Santa Maria Hoè,0.131607387804,6,310.000000000,9.733753838,18.183968015,80984.831934,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,17.343316624,17.343316624,17.343316624,17.343316624,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_36e7f414d835b43b,P2_5f225220788821cf,scheduled_extensions,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4675.152356512549,0.204863290279,Brivio,0.000000000000,2,221.000000000,3.433212839,5.911406752,34277.196990,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_37b6ec9b31abd168,P2_59040cb1e604b473,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.50,3620.213563398396,0.158636297933,La Valletta Brianza,0.000000000000,2,221.000000000,4177.066916878051,0.183037387245,Brivio,0.010743097632,6,356.000000000,8.479206666,14.009640013,99037.133865,1,1,1,1,0,1,1,1,1.000000000,true,true,1,1.000000000,20.010873305,20.010873305,20.010873305,20.010873305,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
