anchor_id,anchor_class,source_record_id,source_name,lon,lat,routes_serving,epistemic_status,source_detail,proposed_stop_status,seed_precompute,graph_node_id,snap_distance_m,snap_status,included_in_reduced_graph,epoch_id,procom,municipality_name,analysis_role,equity_scope
gtfs:ARRIVA_ADDABUS:300728,OFFICIAL_GTFS_BUS_STOP,300728,Olgiate Molgora - via statale,9.400417,45.728633,D148,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531145.24:5063989.14,17.695633661,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300729,OFFICIAL_GTFS_BUS_STOP,300729,Calco - via virgilio (pensilina asf),9.40995,45.725017,D148;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531909.01:5063573.49,9.610601549,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300743,OFFICIAL_GTFS_BUS_STOP,300743,Calco - arlate (cimitero),9.44097,45.72377,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534316.06:5063448.92,3.071360947,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300744,OFFICIAL_GTFS_BUS_STOP,300744,Imbersago - sabbione,9.44052,45.71172,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534283.17:5062103.44,10.160351475,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097039,Imbersago,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300745,OFFICIAL_GTFS_BUS_STOP,300745,Merate - cassina fra martino,9.43204,45.71808,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533623.58:5062814.59,1.21219086,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300746,OFFICIAL_GTFS_BUS_STOP,300746,Merate - sartirana (cimitero),9.42384,45.71986,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532984.63:5063005.09,5.06119003,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300747,OFFICIAL_GTFS_BUS_STOP,300747,Merate - sartirana (chiesa),9.41805,45.71443,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532541.08:5062393.65,11.680652118,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300748,OFFICIAL_GTFS_BUS_STOP,300748,Merate - sartirana lago,9.42175,45.717,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532838.10:5062702.08,18.295044327,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300750,OFFICIAL_GTFS_BUS_STOP,300750,Merate - pagnano,9.40521,45.70856,D150;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531544.38:5061747.54,3.732364967,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300753,OFFICIAL_GTFS_BUS_STOP,300753,Cernusco L. - stazione f.s.,9.39765,45.69598,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530967.66:5060343.15,9.167976826,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300755,OFFICIAL_GTFS_BUS_STOP,300755,Merate - pagnano centro,9.40583,45.70654,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531630.52:5061511.08,42.174792152,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300756,OFFICIAL_GTFS_BUS_STOP,300756,Merate - pagnano centro,9.40586,45.70653,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531630.52:5061511.08,39.620730195,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300782,OFFICIAL_GTFS_BUS_STOP,300782,S.Maria Hoe',9.373817,45.744283,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529070.45:5065704.08,8.113051451,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300803,OFFICIAL_GTFS_BUS_STOP,300803,Olgiate Molgora - monticello scarpone,9.39027,45.73133,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530369.50:5064267.88,5.233262208,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300804,OFFICIAL_GTFS_BUS_STOP,300804,Rovagnate - la pesa,9.374517,45.73725,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529135.04:5064918.23,5.075733614,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300805,OFFICIAL_GTFS_BUS_STOP,300805,S.Maria Hoe' - tremonte,9.37837,45.7428,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529428.66:5065542.80,5.153878006,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300807,OFFICIAL_GTFS_BUS_STOP,300807,Colle Brianza - piecastello,9.36185,45.759617,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528136.47:5067406.35,4.498250387,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097024,Colle Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300808,OFFICIAL_GTFS_BUS_STOP,300808,Colle Brianza - nava (monumento),9.362617,45.7632,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528193.69:5067799.69,4.655968414,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097024,Colle Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300830,OFFICIAL_GTFS_BUS_STOP,300830,Calolziocorte - gerola bivio,9.44145,45.779367,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534317.41:5069628.19,0.969054916,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300854,OFFICIAL_GTFS_BUS_STOP,300854,Calolziocorte -via pomarolo,9.446983,45.78195,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534742.53:5069931.59,13.95979095,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300858,OFFICIAL_GTFS_BUS_STOP,300858,Calolziocorte - sala (bivio via ladini),9.4458,45.785217,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534654.45:5070278.99,2.493792141,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300863,OFFICIAL_GTFS_BUS_STOP,300863,Monte Marenzo - smalti riva,9.443183,45.77215,VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534456.02:5068815.70,12.158796528,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097052,Monte Marenzo,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300865,OFFICIAL_GTFS_BUS_STOP,300865,Montevecchia - chiesa,9.38131,45.70537,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529681.18:5061387.99,4.450855339,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097053,Montevecchia,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300867,OFFICIAL_GTFS_BUS_STOP,300867,Montevecchia - Via Bergamo/Via Pertevano,9.38496,45.69566,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529970.80:5060305.03,1.281273194,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300868,OFFICIAL_GTFS_BUS_STOP,300868,Cernusco L. - paravino,9.39385,45.6967,D148;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530669.38:5060431.49,9.091241092,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300871,OFFICIAL_GTFS_BUS_STOP,300871,S.Maria Hoe' - alduno,9.3822,45.735,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529728.92:5064673.60,7.048733372,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300872,OFFICIAL_GTFS_BUS_STOP,300872,Perego - s.s. 342/via s.caterina,9.362733,45.738567,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528193.74:5065060.08,25.99355089,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300873,OFFICIAL_GTFS_BUS_STOP,300873,Hoe',9.367717,45.748667,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528608.79:5066182.66,9.446353676,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300878,OFFICIAL_GTFS_BUS_STOP,300878,Rovagnate - semaforo,9.369383,45.737167,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528732.80:5064951.92,40.214879794,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300879,OFFICIAL_GTFS_BUS_STOP,300879,Rovagnate - vinicola ghezzi,9.364717,45.7397,D160;D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528374.99:5065189.62,2.880115,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300881,OFFICIAL_GTFS_BUS_STOP,300881,Calolziocorte - scuole elementari,9.4437,45.787767,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534491.14:5070575.15,12.491439774,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300886,OFFICIAL_GTFS_BUS_STOP,300886,Imbersago - arlate (fiorista),9.4446,45.718483,D150;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534603.14:5062862.41,4.338066972,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300887,OFFICIAL_GTFS_BUS_STOP,300887,Merate - sartirana alta,9.41473,45.70957,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532288.40:5061867.12,8.294848908,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300897,OFFICIAL_GTFS_BUS_STOP,300897,Airuno - oratorio,9.42646,45.75103,D148,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533156.35:5066470.50,13.741150938,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097002,Airuno,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300898,OFFICIAL_GTFS_BUS_STOP,300898,Merate - via spluga,9.406,45.697883,D148;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531610.62:5060558.52,3.672902799,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300902,OFFICIAL_GTFS_BUS_STOP,300902,S.Maria Hoe' - alpino,9.374617,45.743617,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529138.47:5065631.58,2.896223775,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300903,OFFICIAL_GTFS_BUS_STOP,300903,S.Maria Hoe' - tremonte/via leopardi,9.38096,45.74118,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529637.88:5065358.95,3.693282293,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:300907,OFFICIAL_GTFS_BUS_STOP,300907,Castello brianza - caraverio (alimentari,9.34554,45.75859,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:526875.20:5067290.30,7.205624048,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300908,OFFICIAL_GTFS_BUS_STOP,300908,Calolziocorte - gerola capolinea arrivo,9.44363,45.77278,VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534486.96:5068902.57,6.544467615,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097052,Monte Marenzo,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300935,OFFICIAL_GTFS_BUS_STOP,300935,Cernusco L. - stazione f.s.,9.39661,45.69475,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530881.98:5060205.62,4.990248933,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:300956,OFFICIAL_GTFS_BUS_STOP,300956,"Calco - via nazionale, 85",9.41967,45.7366,D148;D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532651.30:5064867.56,1.596687618,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00063,OFFICIAL_GTFS_BUS_STOP,L00063,Brivio - capolinea,9.44585,45.74245,D148;D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534674.07:5065528.61,8.965309601,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00069,OFFICIAL_GTFS_BUS_STOP,L00069,Calolziocorte - sala (chiesa),9.444183,45.78595,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534512.84:5070349.29,18.276566608,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00070,OFFICIAL_GTFS_BUS_STOP,L00070,Calolziocorte - sala gerola prim,9.44143,45.78199,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534312.26:5069917.15,4.121458522,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00080,OFFICIAL_GTFS_BUS_STOP,L00080,Olginate - ponte villa,9.4225,45.785217,D150;D151,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532846.72:5070252.74,18.863196682,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097059,Olginate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00082,OFFICIAL_GTFS_BUS_STOP,L00082,Valgreghentino - sa.l.,9.412017,45.77215,D150;D151,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532025.12:5068810.62,9.940153779,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097082,Valgreghentino,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00083,OFFICIAL_GTFS_BUS_STOP,L00083,Airuno - stazione f.s.,9.423267,45.756067,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532910.93:5067028.38,8.433479092,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097002,Airuno,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00084,OFFICIAL_GTFS_BUS_STOP,L00084,Airuno - statale,9.426717,45.755233,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533188.06:5066947.83,6.589375047,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097002,Airuno,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00086,OFFICIAL_GTFS_BUS_STOP,L00086,Brivio - beverate (cariplo),9.423083,45.740517,D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532908.34:5065306.79,5.133888196,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00087,OFFICIAL_GTFS_BUS_STOP,L00087,Brivio - vaccarezza,9.4362,45.737017,D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533935.76:5064925.94,4.478457045,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00088,OFFICIAL_GTFS_BUS_STOP,L00088,Imbersago - chiesa,9.44928,45.70548,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534989.81:5061416.72,18.144313039,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097039,Imbersago,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00089,OFFICIAL_GTFS_BUS_STOP,L00089,Calco - via statale (edicola),9.415133,45.723817,D148;D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532307.89:5063449.27,4.75378198,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00090,OFFICIAL_GTFS_BUS_STOP,L00090,Merate - via statale (distributore),9.4102,45.7013,D148;D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531931.20:5060940.93,2.586554808,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00096,OFFICIAL_GTFS_BUS_STOP,L00096,Castello brianza - municipio,9.34861,45.75496,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:527120.23:5066878.85,8.104445032,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00099,OFFICIAL_GTFS_BUS_STOP,L00099,Castello brianza - cologna,9.3476,45.75695,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:527022.47:5067107.83,11.962354893,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00207,OFFICIAL_GTFS_BUS_STOP,L00207,S.Maria Hoe' - paese,9.387917,45.738233,D148,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530166.34:5065037.27,12.295759408,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00331,OFFICIAL_GTFS_BUS_STOP,L00331,Sirtori - bevera statale (fermata asf),9.331883,45.749683,D160;D180,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:525839.81:5066282.92,26.591810251,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097076,Sirtori,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00333,OFFICIAL_GTFS_BUS_STOP,L00333,Sirtori - municipio,9.331567,45.737433,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:525794.99:5064931.50,2.882575901,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097076,Sirtori,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00349,OFFICIAL_GTFS_BUS_STOP,L00349,Bevera - via lecco,9.332617,45.750167,D160;D180,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:525864.99:5066339.24,7.479544828,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097076,Sirtori,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00397,OFFICIAL_GTFS_BUS_STOP,L00397,Calco - via virgilio,9.414367,45.72495,D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532282.82:5063572.95,38.839478615,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00398,OFFICIAL_GTFS_BUS_STOP,L00398,Brivio - beverate (paese),9.42815,45.737317,D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533312.71:5064950.82,3.588222979,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
