route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
D127,000SFER62026010120260608000002,A2013327-0002-30140,Premana - piazza chiesa,0002,0,,+++D27++021
D155,000SFER62026010120260608000002,A2013327-0042-30444,Annone Brianza - posta,0042,0,,+++D55++131
D160,00VIFER52026010120260608000002,A2013327-0069-30933,Oggiono - stazione f.s.,0069,1,,+++D60++082
VCB,000AFER62026010120260608000002,A2013327-0022-31712,Monte Marenzo - bisone,0022,0,,+++CBI+++71
VCB,000AFER62026010120260608000002,A2013327-0025-31759,Vercurago - cimitero,0025,1,,+++CBI+++12
VCB,000AFER62026010120260608000002,A2013327-0029-31761,Vercurago - cimitero,0029,1,,+++CBI+++12
D155,000SFER62026010120260608000002,A2013327-0023-32258,Oggiono - via papa giovanni xXXIII,0023,1,,+++D55++432
D151,000IFER52026010120260608000002,A2013327-0040-32413,Galbiate - autostazione,0040,0,,+++LCO++301
D151,000IFER52026010120260608000002,A2013327-0041-32414,Lecco - ospedale manzoni,0041,1,,+++LCO++202
D140,000AFER62026010120260608000002,A2013327-0003-32511,Calolziocorte - stazione f.s.,0003,1,,+++D40++032
D170,000SFER62026010120260608000002,A2013327-0063-32799,Montevecchia - chiesa,0063,1,,+++D70++852
VCB,000AFER52026010120260608000002,A2013327-0001-32862,Vercurago - cimitero,0001,1,,+++CBI+++12
VCB,000AFER52026010120260608000002,A2013327-0002-32863,Calolziocorte - gerola capolinea arrivo,0002,0,,+++CBI++191
VCB,00VSFER62026010120260608000002,A2013327-0009-32868,Vercurago - cimitero,0009,1,,+++CBI++242
VCB,00VSFER62026010120260608000002,A2013327-0052-32869,Calolziocorte - gerola capolinea arrivo,0052,0,,+++CBI++211
VCB,00VSFER62026010120260608000002,A2013327-0017-32878,Vercurago - cimitero,0017,1,,+++CBI++202
VCB,00VSFER62026010120260608000002,A2013327-0016-32880,Monte Marenzo - bisone,0016,0,,+++CBI+++51
VCB,000IF6IL2026010120260608000002,A2013327-0020-32885,Monte Marenzo - bisone,0020,0,,+++CBI+++61
D151,00VSFER62026010120260608000002,A2013327-0004-32955,Valgreghentino - s.a.l.,0004,0,,+++LCO++391
D151,000AF-2.2026010120260608000002,A2013327-0034-32958,Valgreghentino - s.a.l.,0034,0,,+++LCO++391
D151,000SFER62026010120260608000002,A2013327-0010-32970,Valgreghentino - s.a.l.,0010,0,,+++LCO++371
D151,000AFER62026010120260608000002,A2013327-0044-32975,Valgreghentino - s.a.l.,0044,0,,+++LCO++371
D151,000IFER52026010120260608000002,A2013327-0032-32986,Valgreghentino - s.a.l.,0032,0,,+++LCO++441
D151,000IFER52026010120260608000002,A2013327-0042-32987,Valgreghentino - s.a.l.,0042,0,,+++LCO++441
D151,000AFMAR2026010120260608000002,A2013327-0036-32988,Valgreghentino - s.a.l.,0036,0,,+++LCO++451
D151,000IFER52026010120260608000002,A2013327-0033-33002,Lecco - ospedale manzoni,0033,1,,+++LCO++182
D151,000AF-2.2026010120260608000002,A2013327-0035-33003,Lecco - meridiane,0035,1,,+++LCO+++42
D151,000AFMAR2026010120260608000002,A2013327-0039-33005,Lecco - meridiane,0039,1,,+++LCO+++42
D151,000AFER62026010120260608000002,A2013327-0043-33006,Lecco - meridiane,0043,1,,+++LCO+++32
D135,000SFER62026010120260608000002,A2013327-0092-33094,Taceno - via roma (municipio),0092,0,,+++D35++211
D150,000SFER62026010120260608000002,A2013327-0003-33190,Merate - via dei lodovichi (scuole),0003,1,,+++D50++462
D127,000SFER62026010120260608000002,A2013327-0022-33452,Crandola valsassina - piazza,0022,0,,+++D27++071
D127,000SFER62026010120260608000002,A2013327-0029-33453,Margno - piazza,0029,1,,+++D27++072
VCB,000AFER52026010120260608000002,A2013327-0045-33455,Vercurago - cimitero,0045,1,,+++CBI+++62
D150,000SFER62026010120260608000002,A2013327-0006-33472,Imbersago - chiesa,0006,0,,+++D50++031
D150,000SFER62026010120260608000002,A2013327-0033-33475,Valgreghentino - sa.l.,0033,1,,+++D50++182
D126,00VIFER62026010120260608000002,A2013327-0012-33516,Vendrogno,0012,0,,+++D26+++11
D126,00VIFER62026010120260608000002,A2013327-0013-33525,Bellano - stazione f.s.,0013,1,,+++D26+++12
D160,000SFER62026010120260608000002,A2013327-0048-33600,Barzano' - Via IV Novembre/Largo Diaz,0048,0,,+++D60++131
D160,000SFER62026010120260608000002,A2013327-0063-33633,Oggiono - stazione f.s.,0063,1,,+++D60++032
D140,00A7F5NR2026010120260608000002,A2013327-0015-33895,Calolziocorte - stazione f.s.,0015,1,,+++D40++032
D140,000AFER62026010120260608000002,A2013327-0006-33896,Cisano - tre fontane (mollif.s.ambrogio),0006,0,,+++D40+++91
D150,000SFER62026010120260608000002,A2013327-0066-34063,Osnago - incrocio s.s.36,0066,0,,+++D50++441
D150,000SFER62026010120260608000002,A2013327-0035-34069,Merate - via dei lodovichi (scuole),0035,1,,+++D50++362
D180,000AFER62026010120260608000002,A2013327-0187-34122,Oggiono - stazione f.s.,0187,1,,+++D80++122
D151,000IF6IL2026010120260608000002,A2013327-0002-34160,Valgreghentino - s.a.l.,0002,0,,+++LCO++391
D151,000IF6IL2026010120260608000002,A2013327-0003-34161,Lecco - meridiane,0003,1,,+++LCO+++42
VCB,000AFER62026010120260608000002,A2013327-0043-34188,Vercurago - cimitero,0043,1,,+++CBI+++12
D160,000SFER62026010120260608000002,A2013327-0019-34227,Barzano' - Via IV Novembre/Largo Diaz,0019,1,,+++D60++542
D135,000SFER62026010120260608000002,A2013327-0202-34287,Taceno - via roma (municipio),0202,0,,+++D35++011
D135,00VSFER62026010120260608000002,A2013327-0212-34290,Taceno - via roma (municipio),0212,0,,+++D35++431
D135,000SFER62026010120260608000002,A2013327-0232-34297,Moggio - piazza pradello,0232,0,,+++D35++021
D135,000SFER62026010120260608000002,A2013327-0145-34309,Ballabio - balisio,0145,1,,+++D35++012
D135,00VSFER62026010120260608000002,A2013327-0151-34310,Ballabio - piazza s.lorenzo,0151,1,,+++D35++472
D180,000AFER62026010120260608000002,A2013327-0040-34395,Monza - corso milano (stazione f.s),0040,0,,+++D80++341
D180,00VSFER62026010120260608000002,A2013327-0094-34416,Monza - corso milano (stazione f.s),0094,0,,+++D80+++11
D180,000SFER62026010120260608000002,A2013327-0106-34421,Monza - corso milano (stazione f.s),0106,0,,+++D80++241
D180,00VIFER52026010120260608000002,A2013327-0114-34425,Monza - corso milano (stazione f.s),0114,0,,+++D80++251
D135,000SFER52026010120260608000002,A2013327-0286-34457,Moggio - piazza pradello,0286,0,,+++D35++021
D150,00VIFER62026010120260608000002,A2013327-0016-34543,Brivio - capolinea,0016,0,,+++D50++261
D151,00VIFER62026010120260608000002,A2013327-0125-34565,Lecco - meridiane,0125,1,,+++LCO+++32
D160,000SFER62026010120260608000002,A2013327-0118-34627,Barzano' - Via IV Novembre/Largo Diaz,0118,0,,+++D60++591
D160,000SFER62026010120260608000002,A2013327-0056-34629,Casatenovo - bivio villa greppi,0056,0,,+++D60++421
D160,000SFER62026010120260608000002,A2013327-0065-34647,Oggiono - stazione f.s.,0065,1,,+++D60++082
D180,00VSFER62026010120260608000002,A2013327-0108-34660,Monza - corso milano (stazione f.s),0108,0,,+++D80+++11
D180,000SFER62026010120260608000002,A2013327-0020-34662,Monza - corso milano (stazione f.s),0020,0,,+++D80+++11
D120,000AFER62026010120260608000002,A2013327-0036-34685,Mandello lario - somana,0036,0,,+++D20++181
D120,000AFER62026010120260608000002,A2013327-0051-34688,Mandello lario - guzzi,0051,1,,+++D20++022
VCB,00VSFER62026010120260608000002,A2013327-0030-34693,Monte Marenzo - bisone,0030,0,,+++CBI++171
D135,000SFER52026010120260608000002,A2013327-0153-34770,Barzio - bar garden,0153,1,,+++D35++022
D151,000SFER62026010120260608000002,A2013327-0048-34776,Valgreghentino - s.a.l.,0048,0,,+++LCO++401
D151,000SFER62026010120260608000002,A2013327-0051-34777,Lecco - meridiane,0051,1,,+++LCO+++42
D151,00A8F6LC2026010120260608000002,A2013327-0072-34783,Valgreghentino - s.a.l.,0072,0,,+++LCO++391
D151,00A8F6LC2026010120260608000002,A2013327-0069-34791,Lecco - meridiane,0069,1,,+++LCO+++42
D135,000SFER62026010120260608000002,A2013327-0217-34800,Barzio - bar garden,0217,1,,+++D35++092
D151,000SFER62026010120260608000002,A2013327-0015-34820,Lecco - meridiane,0015,1,,+++LCO+++62
VCB,00VSFER62026010120260608000002,A2013327-0031-34870,Vercurago - cimitero,0031,1,,+++CBI+++62
D151,000SFER62026010120260608000002,A2013327-0056-34875,Valgreghentino - s.a.l.,0056,0,,+++LCO++211
D180,000SFER62026010120260608000002,A2013327-0110-34882,Monza - corso milano (stazione f.s),0110,0,,+++D80+++11
D150,000SFER62026010120260608000002,A2013327-0027-34924,Cernusco L. - stazione f.s.,0027,1,,+++D50++032
D180,000SFER62026010120260608000002,A2013327-0137-34933,Oggiono - stazione f.s.,0137,1,,+++D80++412
D160,000SFER62026010120260608000002,A2013327-0148-34934,Barzano' - Via IV Novembre/Largo Diaz,0148,0,,+++D60++081
D135,000SFER62026010120260608000002,A2013327-0006-34961,Taceno - via roma (municipio),0006,0,,+++D35++421
D135,000SFER62026010120260608000002,A2013327-0219-34962,Ballabio - piazza s.lorenzo,0219,1,,+++D35++462
D127,000SFER62026010120260608000002,A2013327-0058-34976,Premana - piazza chiesa,0058,0,,+++D27++171
D151,000SFER52026010120260608000002,A2013327-0093-34990,Lecco - meridiane,0093,1,,+++LCO++242
D140,000AFER62026010120260608000002,A2013327-0002-35011,Monte Marenzo - bisone,0002,0,,+++D40+++71
D140,000AFER62026010120260608000002,A2013327-0001-35012,Calolziocorte - stazione f.s.,0001,1,,+++D40++012
D180,000AFEST2026010120260608000002,A2013327-0146-35032,Monza - corso milano (stazione f.s),0146,0,,+++D80+++11
D180,000AFEST2026010120260608000002,A2013327-0144-35033,Monza - corso milano (stazione f.s),0144,0,,+++D80+++11
D155,00VSFER62026010120260608000002,A2013327-0156-35081,Colle Brianza - nava,0156,0,,+++D55++101
D180,000AFEST2026010120260608000002,A2013327-0186-35089,Monza - corso milano (stazione f.s),0186,0,,+++D80+++11
D160,000SFER62026010120260608000002,A2013327-0109-35115,Oggiono - stazione f.s.,0109,1,,+++D60++602
D160,000SFER62026010120260608000002,A2013327-0160-35117,Seregno - stazione f.s.,0160,0,,+++D60++611
D160,000AFER62026010120260608000002,A2013327-0110-35119,Barzano' - Via IV Novembre/Largo Diaz,0110,0,,+++D60++031
D160,000SFER62026010120260608000002,A2013327-0068-35124,Barzano' - Via IV Novembre/Largo Diaz,0068,0,,+++D60++591
D160,000SFER62026010120260608000002,A2013327-0193-35128,Barzano' - Via IV Novembre/Largo Diaz,0193,1,,+++D60++672
D180,000AFER62026010120260608000002,A2013327-0062-35133,Monza - corso milano (stazione f.s),0062,0,,+++D80+++11
D135,000SFER62026010120260608000002,A2013327-0041-35162,Introbio - chiesa,0041,1,,+++D35++402
D160,000SFSAB2026010120260608000002,A2013327-0125-35175,Barzano' - Via IV Novembre/Largo Diaz,0125,1,,+++D60++642
D160,000SFER52026010120260608000002,A2013327-0150-35195,Seregno - stazione f.s.,0150,0,,+++D60++021
D160,000SFSAB2026010120260608000002,A2013327-0133-35202,Barzano' - Via IV Novembre/Largo Diaz,0133,1,,+++D60++552
D160,000SFSAB2026010120260608000002,A2013327-0128-35210,Casatenovo - bivio villa greppi,0128,0,,+++D60++151
D180,000SFSAB2026010120260608000002,A2013327-0128-35211,Monza - corso milano (stazione f.s),0128,0,,+++D80++481
D160,000SFSAB2026010120260608000002,A2013327-0135-35216,Valmadrera - Croce Rossa,0135,1,,+++D60++162
D160,000SFER52026010120260608000002,A2013327-0062-35219,Casatenovo - bivio villa greppi,0062,0,,+++D60++151
D151,000SFER52026010120260608000002,A2013327-0063-35239,Lecco - meridiane,0063,1,,+++LCO+++32
D151,000SFER52026010120260608000002,A2013327-0062-35240,Olginate - sc capiate,0062,0,,+++LCO++471
D135,000SFER62026010120260608000002,A2013327-0168-35251,Concenedo,0168,0,,+++D35++201
D160,000AFER62026010120260608000002,A2013327-0106-35275,Barzano' - Via IV Novembre/Largo Diaz,0106,0,,+++D60++031
D180,000SFER62026010120260608000002,A2013327-0092-35277,Monza - corso milano (stazione f.s),0092,0,,+++D80+++11
D180,000SFER62026010120260608000002,A2013327-0096-35283,Monza - corso milano (stazione f.s),0096,0,,+++D80+++11
D135,000SFER52026010120260608000002,A2013327-0247-35290,Lecco - ist.parini,0247,1,,+++D35++542
D151,000IFER52026010120260608000002,A2013327-0074-35313,Valgreghentino - s.a.l.,0074,0,,+++LCO++391
D151,000IFER52026010120260608000002,A2013327-0097-35316,Lecco - meridiane,0097,1,,+++LCO++282
D151,000IF6IL2026010120260608000002,A2013327-0078-35319,Valgreghentino - s.a.l.,0078,0,,+++LCO++371
D151,000IF6IL2026010120260608000002,A2013327-0075-35320,Lecco - meridiane,0075,1,,+++LCO+++32
D180,00VSFER52026010120260608000002,A2013327-0090-35376,Monza - corso milano (stazione f.s),0090,0,,+++D80++341
D151,000IFER52026010120260608000002,A2013327-0029-35400,Lecco - ospedale manzoni,0029,1,,+++LCO++182
D151,000IFER52026010120260608000002,A2013327-0030-35417,Galbiate - autostazione,0030,0,,+++LCO++301
D151,000IFER52026010120260608000002,A2013327-0031-35422,Lecco - ospedale manzoni,0031,1,,+++LCO++202
D184,000IFER52026010120260608000002,A2013327-0016-35442,Ravellino - via san rocco,0016,0,,+++D84++011
D121,00VIFER62026010120260608000002,A2013327-0050-35457,Esino lario - piazza italia,0050,0,,+++D21++031
D121,00VIFER62026010120260608000002,A2013327-0038-35461,Esino lario - piazza italia,0038,0,,+++D21++031
D121,00VIFER62026010120260608000002,A2013327-0052-35462,Esino lario - piazza italia,0052,0,,+++D21++011
D121,00VIFER62026010120260608000002,A2013327-0025-35467,Varenna - stazione f.s.,0025,1,,+++D21++032
D121,00VIFER62026010120260608000002,A2013327-0035-35468,Varenna - stazione f.s.,0035,1,,+++D21++032
D121,00VIFER62026010120260608000002,A2013327-0049-35471,Bellano - stazione f.s.,0049,1,,+++D21++012
D184,000SFER62026010120260608000002,A2013327-0004-35509,S.Maria Hoe' - tremonte/via leopardi,0004,0,,+++D84+++41
D184,000SFER62026010120260608000002,A2013327-0001-35510,Olgiate Molgora (stazione f.s.),0001,1,,+++D84++022
D180,000SFSAB2026010120260608000002,A2013327-0124-35522,Arcore - stazione f.s.,0124,0,,+++D80+++41
D180,000AFER62026010120260608000002,A2013327-0041-35531,Oggiono - stazione f.s.,0041,1,,+++D80++122
D180,000SFER52026010120260608000002,A2013327-0140-35537,Monza - corso milano (stazione f.s),0140,0,,+++D80+++11
D180,000AFER62026010120260608000002,A2013327-0166-35548,Arcore - stazione f.s.,0166,0,,+++D80+++41
D180,000SFER52026010120260608000002,A2013327-0103-35552,Barzano' - Via IV Novembre/Largo Diaz,0103,1,,+++D80++042
D180,000AFER62026010120260608000002,A2013327-0117-35559,Barzano' - Via IV Novembre/Largo Diaz,0117,1,,+++D80++042
D180,000AFER62026010120260608000002,A2013327-0123-35561,Barzano' - Via IV Novembre/Largo Diaz,0123,1,,+++D80++042
D160,000AFER62026010120260608000002,A2013327-0040-35565,Barzano' - Via IV Novembre/Largo Diaz,0040,0,,+++D60++031
D160,000SFER52026010120260608000002,A2013327-0126-35567,Seregno - stazione f.s.,0126,0,,+++D60++021
D160,000SFER62026010120260608000002,A2013327-0086-35570,Barzano' - Via IV Novembre/Largo Diaz,0086,0,,+++D60++031
D160,000SFER52026010120260608000002,A2013327-0145-35577,Barzano' - Via IV Novembre/Largo Diaz,0145,1,,+++D60++672
D160,000AFER62026010120260608000002,A2013327-0155-35584,Oggiono - stazione f.s.,0155,1,,+++D60++032
D160,000SFER52026010120260608000002,A2013327-0095-35593,Oggiono - stazione f.s.,0095,1,,+++D60++482
D180,000SFSAB2026010120260608000002,A2013327-0167-35600,Barzano' - Via IV Novembre/Largo Diaz,0167,1,,+++D80++042
D135,000SFER62026010120260608000002,A2013327-0185-35605,Lecco - ist.parini,0185,1,,+++D35++572
D160,000SFER62026010120260608000002,A2013327-0152-35616,Bevera - via lecco,0152,0,,+++D60++661
D160,000SFER62026010120260608000002,A2013327-0137-35617,Dolzago - Via Corsica,0137,1,,+++D60++732
D160,000SFER62026010120260608000002,A2013327-0142-35618,Barzano' - Via IV Novembre/Largo Diaz,0142,0,,+++D60++681
D160,000SFSAB2026010120260608000002,A2013327-0130-35636,Besana brianza - ist.gandhi,0130,0,,+++D60++621
D160,000SFER62026010120260608000002,A2013327-0100-35659,Castello brianza - prestabbio,0100,0,,+++D60++051
D160,000SFER62026010120260608000002,A2013327-0024-35660,Barzano' - Via IV Novembre/Largo Diaz,0024,0,,+++D60++081
D160,000SFER62026010120260608000002,A2013327-0043-35661,Oggiono - stazione f.s.,0043,1,,+++D60++292
D127,000AFER62026010120260608000002,A2013327-0026-35676,Premana - piazza chiesa,0026,0,,+++D27++021
D125,000AFER62026010120260608000002,A2013327-0032-35683,Tremenico - Avano,0032,0,,+++D25++011
D125,000AFER62026010120260608000002,A2013327-0027-35684,Bellano - stazione f.s.,0027,1,,+++D25++012
D160,000SFER52026010120260608000002,A2013327-0077-35689,Oggiono - stazione f.s.,0077,1,,+++D60++692
D160,000SFER52026010120260608000002,A2013327-0164-35690,Barzano' - Via IV Novembre/Largo Diaz,0164,0,,+++D60++031
D125,00VSFER62026010120260608000002,A2013327-0024-35705,Tremenico - Avano,0024,0,,+++D25++011
D127,00VSFER62026010120260608000002,A2013327-0003-35734,Taceno - via roma (municipio),0003,1,,+++D27++172
D135,000SFER62026010120260608000002,A2013327-0272-35754,Taceno - via roma (municipio),0272,0,,+++D35++681
D120,000AFER62026010120260608000002,A2013327-0002-35759,Mandello lario - maggiana crebbio,0002,0,,+++D20++141
D120,000AFER62026010120260608000002,A2013327-0049-35760,Mandello lario - guzzi,0049,1,,+++D20++112
D127,000SFSAB2026010120260608000002,A2013327-0077-35782,Taceno - via roma (municipio),0077,1,,+++D27++022
D127,000SFER52026010120260608000002,A2013327-0091-35783,Taceno - via roma (municipio),0091,1,,+++D27++022
D160,000SFSAB2026010120260608000002,A2013327-0079-35789,Oggiono - stazione f.s.,0079,1,,+++D60++742
VCB,000AFER62026010120260608000002,A2013327-0040-35803,Calolziocorte - stazione f.s.,0040,0,,+++CBI++271
D125,000AFER62026010120260608000002,A2013327-0004-35838,Dorio - rist. crottino,0004,0,,+++D25++021
D125,000SFER62026010120260608000002,A2013327-0006-35840,Tremenico - Avano,0006,0,,+++D25++011
D125,000AFER62026010120260608000002,A2013327-0026-35841,Tremenico - Avano,0026,0,,+++D25++011
D125,000AFER62026010120260608000002,A2013327-0003-35842,Dervio - municipio,0003,1,,+++D25++052
D125,000AFER62026010120260608000002,A2013327-0007-35843,Bellano - stazione f.s.,0007,1,,+++D25++042
VCB,000AFER62026010120260608000002,A2013327-0006-35846,Calolziocorte - gerola capolinea arrivo,0006,0,,+++CBI++201
D125,00VIFER62026010120260608000002,A2013327-0022-35853,Tremenico - Avano,0022,0,,+++D25++011
D125,00VIFER62026010120260608000002,A2013327-0031-35854,Bellano - stazione f.s.,0031,1,,+++D25++032
D125,00VSFER62026010120260608000002,A2013327-0011-35855,Bellano - stazione f.s.,0011,1,,+++D25++012
VCB,000AFER62026010120260608000002,A2013327-0003-35860,Vercurago - cimitero,0003,1,,+++CBI++232
D180,000AFER62026010120260608000002,A2013327-0150-35948,Arcore - stazione f.s.,0150,0,,+++D80+++41
D180,000AFER62026010120260608000002,A2013327-0152-35949,Arcore - stazione f.s.,0152,0,,+++D80+++41
D180,000AFER62026010120260608000002,A2013327-0156-35951,Arcore - stazione f.s.,0156,0,,+++D80+++41
D180,00A7F5NR2026010120260608000002,A2013327-0158-35952,Arcore - stazione f.s.,0158,0,,+++D80+++41
D180,000AFER62026010120260608000002,A2013327-0018-35953,Arcore - stazione f.s.,0018,0,,+++D80+++41
D180,000AFER62026010120260608000002,A2013327-0007-35957,Barzano' - Via IV Novembre/Largo Diaz,0007,1,,+++D80++042
D180,000AFER62026010120260608000002,A2013327-0175-35958,Barzano' - Via IV Novembre/Largo Diaz,0175,1,,+++D80++042
D180,000AFER62026010120260608000002,A2013327-0179-35961,Barzano' - Via IV Novembre/Largo Diaz,0179,1,,+++D80++042
D180,000SFER52026010120260608000002,A2013327-0122-35964,Villasanta - via edison,0122,0,,+++D80++601
D180,00A7F5NR2026010120260608000002,A2013327-0113-35966,Barzano' - Via IV Novembre/Largo Diaz,0113,1,,+++D80++042
D160,000SFER62026010120260608000002,A2013327-0042-35969,Castello brianza - prestabbio,0042,0,,+++D60++051
D160,000SFER62026010120260608000002,A2013327-0055-35971,Oggiono - stazione f.s.,0055,1,,+++D60++292
VCB,000AFER62026010120260608000002,A2013327-0026-35973,Calolziocorte - stazione f.s.,0026,0,,+++CBI++271
D160,000SFER52026010120260608000002,A2013327-0161-36142,Barzano' - Via IV Novembre/Largo Diaz,0161,1,,+++D60++432
D185,000SFER62026010120260608000002,A2013327-0030-36205,Caprino - piazza marconi,0030,0,,+++E03+++81
D185,000AFER62026010120260608000002,A2013327-0040-36206,Olgiate Molgora - stazione f.s.,0040,0,,+++E03++011
D185,000SFER62026010120260608000002,A2013327-0055-36212,Cisano - stazione f.s.,0055,1,,+++E03+++92
D185,000SFER62026010120260608000002,A2013327-0009-36213,Celana,0009,1,,+++E03++102
D125,00VSFER62026010120260608000002,A2013327-0019-36218,Bellano - stazione f.s.,0019,1,,+++D25++012
D151,000SFSAB2026010120260608000002,A2013327-0046-36236,Valgreghentino - s.a.l.,0046,0,,+++LCO++521
D151,000SFSAB2026010120260608000002,A2013327-0061-36238,Lecco - meridiane,0061,1,,+++LCO+++32
D160,000SFER62026010120260608000002,A2013327-0201-36465,Barzano' - Via IV Novembre/Largo Diaz,0201,1,,+++D60++792
D125,000SFER52026010120260608000002,A2013327-0016-36466,Tremenico - Avano,0016,0,,+++D25++011
D125,000SFER52026010120260608000002,A2013327-0029-36467,Bellano - stazione f.s.,0029,1,,+++D25++032
D135,000SFER62026010120260608000002,A2013327-0306-36476,Premana - piazza chiesa,0306,0,,+++D35+1031
D150,000SFER62026010120260608000002,A2013327-0076-36520,"Lomagna - Via Milano, 41",0076,0,,+++D50++501
D135,000SFER62026010120260608000002,A2013327-0243-36524,Introbio - chiesa,0243,1,,+++D35++402
D150,000SFER62026010120260608000002,A2013327-0021-36539,Olginate - sc capiate,0021,1,,+++D50++222
D160,000SFSAB2026010120260608000002,A2013327-0176-36551,Casatenovo - bivio villa greppi,0176,0,,+++D60++151
D185,000SFER62026010120260608000002,A2013327-0017-36565,Cisano - stazione f.s.,0017,1,,+++E03+++92
D180,000SFER62026010120260608000002,A2013327-0088-36575,Monza - corso milano (stazione f.s),0088,0,,+++D80++341
D180,000AFEST2026010120260608000002,A2013327-0205-36582,Barzano' - Via IV Novembre/Largo Diaz,0205,1,,+++D80++312
D180,00VSFER52026010120260608000002,A2013327-0049-36583,Barzano' - Via IV Novembre/Largo Diaz,0049,1,,+++D80++312
D180,00VSFER62026010120260608000002,A2013327-0207-36585,Barzano' - Via IV Novembre/Largo Diaz,0207,1,,+++D80++312
D180,00VSFER62026010120260608000002,A2013327-0209-36587,Barzano' - Via IV Novembre/Largo Diaz,0209,1,,+++D80++312
D180,00VSFER62026010120260608000002,A2013327-0093-36589,Barzano' - Via IV Novembre/Largo Diaz,0093,1,,+++D80++312
D180,000AFEST2026010120260608000002,A2013327-0037-36590,Barzano' - Via IV Novembre/Largo Diaz,0037,1,,+++D80++312
D180,000SFER62026010120260608000002,A2013327-0211-36591,Barzano' - Via IV Novembre/Largo Diaz,0211,1,,+++D80++312
D180,000AFEST2026010120260608000002,A2013327-0035-36595,Barzano' - Via IV Novembre/Largo Diaz,0035,1,,+++D80++312
D140,000SFER62026010120260608000002,A2013327-0024-36609,Cisano - stazione f.s.,0024,0,,+++D40++101
D140,000SFER62026010120260608000002,A2013327-0026-36610,Monte Marenzo - bisone,0026,0,,+++D40+++71
D160,000SFER62026010120260608000002,A2013327-0053-36615,Oggiono - stazione f.s.,0053,1,,+++D60++452
D160,000SFER52026010120260608000002,A2013327-0087-36616,Barzano' - Via IV Novembre/Largo Diaz,0087,1,,+++D60++642
D151,000SFSAB2026010120260608000002,A2013327-0087-36627,Lecco - meridiane,0087,1,,+++LCO++242
VCB,000AFER52026010120260608000002,A2013327-0050-36632,Calolziocorte - gerola capolinea arrivo,0050,0,,+++CBI++201
D170,000SFER62026010120260608000002,A2013327-0248-36656,Carnate - stazione f.s.,0248,0,,+++D70++011
D170,000AFER62026010120260608000002,A2013327-0006-36658,Carnate - stazione f.s.,0006,0,,+++D70++781
D170,000SFER62026010120260608000002,A2013327-0010-36659,Carnate - stazione f.s.,0010,0,,+++D70++781
D170,000SFER62026010120260608000002,A2013327-0072-36672,Cernusco L. - stazione f.s.,0072,0,,+++D70++041
D170,000SFER62026010120260608000002,A2013327-0078-36673,Merate - novate ospedale,0078,0,,+++D70++191
D170,000AFER62026010120260608000002,A2013327-0090-36677,Paderno d'adda - stazione f.s.,0090,0,,+++D70++821
D170,000SFSAB2026010120260608000002,A2013327-0108-36680,Vimercate - via ronchi (scuola ipsia),0108,0,,+++D70++921
D170,000SFER52026010120260608000002,A2013327-0114-36682,Merate - brugarolo,0114,0,,+++D70++351
D170,000SFSAB2026010120260608000002,A2013327-0144-36689,Bernareggio - farmacia,0144,0,,+++D70++621
D170,000SFER62026010120260608000002,A2013327-0011-36714,Ronco Briantino - via IV novembre (posta,0011,1,,+++D70++272
D170,00VSFER62026010120260608000002,A2013327-0013-36715,Paderno d'adda - stazione f.s.,0013,1,,+++D70++012
D170,000AFER62026010120260608000002,A2013327-0017-36716,Cernusco L. - stazione f.s.,0017,1,,+++D70++882
D170,000SFER62026010120260608000002,A2013327-0053-36720,Calco - arlate (cimitero),0053,1,,+++D70++632
D170,000SFER62026010120260608000002,A2013327-0059-36721,Paderno d'adda - stazione f.s.,0059,1,,+++D70++932
D170,000SFER62026010120260608000002,A2013327-0061-36722,Merate - via de gasperi (scuole),0061,1,,+++D70+1002
D170,000AFER62026010120260608000002,A2013327-0069-36725,Paderno d'adda - stazione f.s.,0069,1,,+++D70++012
D170,000AFER62026010120260608000002,A2013327-0083-36728,Calco - arlate (cimitero),0083,1,,+++D70++632
D170,000SFER62026010120260608000002,A2013327-0089-36730,Paderno d'adda - stazione f.s.,0089,1,,+++D70++012
D170,000SFER62026010120260608000002,A2013327-0093-36731,Merate - novate ospedale,0093,1,,+++D70++902
D170,000SFSAB2026010120260608000002,A2013327-0123-36735,Cernusco L. - stazione f.s.,0123,1,,+++D70++912
D170,000SFER52026010120260608000002,A2013327-0299-36736,Cernusco L. - stazione f.s.,0299,1,,+++D70++362
D170,000SFSAB2026010120260608000002,A2013327-0347-36742,Merate - via de gasperi (scuole),0347,1,,+++D70++892
D170,000AFER62026010120260608000002,A2013327-0193-36749,Paderno d'adda - stazione f.s.,0193,1,,+++D70++012
D170,000SFER62026010120260608000002,A2013327-0207-36753,Paderno d'adda - stazione f.s.,0207,1,,+++D70++012
D170,000SFER62026010120260608000002,A2013327-0211-36754,Merate - via dei lodovichi (scuole),0211,1,,+++D70++642
D185,000SFER62026010120260608000002,A2013327-0042-36781,Olgiate Molgora - stazione f.s.,0042,0,,+++E03++011
D150,000SFER62026010120260608000002,A2013327-0064-36789,"Lomagna - Via Milano, 41",0064,0,,+++D50++361
D150,000SFER62026010120260608000002,A2013327-0063-36790,Cernusco L. - via lanfritto maggioni,0063,1,,+++D50++552
D170,000SFER62026010120260608000002,A2013327-0190-36791,Carnate - stazione f.s.,0190,0,,+++D70++141
