trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A2013327-0053-53683,8:24:00,8:24:00,L00547,44,Lecco - via balicco,0,0,35.079
A2013327-0053-53683,8:25:00,8:25:00,L00546,45,Lecco - via balicco,0,0,35.541
A2013327-0053-53683,8:26:00,8:26:00,L00545,46,Lecco - via balicco,0,0,36.010
A2013327-0053-53683,8:27:00,8:27:00,L00919,47,Lecco - via balicco,0,0,36.200
A2013327-0053-53683,8:28:00,8:28:00,L00664,48,Lecco - via balicco,0,0,36.448
A2013327-0053-53683,8:29:00,8:29:00,L00543,49,Lecco - via balicco,0,0,36.777
A2013327-0053-53683,8:30:00,8:30:00,L00952,50,,0,0,37.274
A2013327-0137-53693,5:15:00,5:15:00,L00006,1,Lecco - via balicco,0,0,0.000
A2013327-0137-53693,5:16:00,5:16:00,L00667,2,Lecco - via balicco,0,0,0.736
A2013327-0137-53693,5:17:00,5:17:00,L00143,3,Lecco - via balicco,0,0,2.243
A2013327-0137-53693,5:19:00,5:19:00,L00949,4,Lecco - via balicco,0,0,2.937
A2013327-0137-53693,5:20:00,5:20:00,L00571,5,Lecco - via balicco,0,0,3.874
A2013327-0137-53693,5:21:00,5:21:00,L00950,6,Lecco - via balicco,0,0,4.246
A2013327-0137-53693,5:22:00,5:22:00,L00145,7,Lecco - via balicco,0,0,4.726
A2013327-0137-53693,5:23:00,5:23:00,L00144,8,Lecco - via balicco,0,0,5.287
A2013327-0137-53693,5:24:00,5:24:00,L00570,9,Lecco - via balicco,0,0,6.564
A2013327-0137-53693,5:25:00,5:25:00,L00124,10,Lecco - via balicco,0,0,7.045
A2013327-0137-53693,5:28:00,5:28:00,L00123,11,Lecco - via balicco,0,0,8.210
A2013327-0137-53693,5:29:00,5:29:00,L00569,12,Lecco - via balicco,0,0,8.992
A2013327-0137-53693,5:31:00,5:31:00,L00568,13,Lecco - via balicco,0,0,9.467
A2013327-0137-53693,5:31:10,5:31:10,L00567,14,Lecco - via balicco,0,0,10.067
A2013327-0137-53693,5:32:00,5:32:00,L00566,15,Lecco - via balicco,0,0,10.793
A2013327-0137-53693,5:35:00,5:35:00,L00565,16,Lecco - via balicco,0,0,12.143
A2013327-0137-53693,5:36:00,5:36:00,L00141,17,Lecco - via balicco,0,0,12.756
A2013327-0137-53693,5:38:00,5:38:00,L00564,18,Lecco - via balicco,0,0,13.141
A2013327-0137-53693,5:38:10,5:38:10,L00121,19,Lecco - via balicco,0,0,13.823
A2013327-0137-53693,5:39:00,5:39:00,L00563,20,Lecco - via balicco,0,0,14.464
A2013327-0137-53693,5:40:00,5:40:00,L00562,21,Lecco - via balicco,0,0,15.665
A2013327-0137-53693,5:46:00,5:46:00,L00559,22,Lecco - via balicco,0,0,17.833
A2013327-0137-53693,5:47:00,5:47:00,L00118,23,Lecco - via balicco,0,0,18.289
A2013327-0137-53693,5:48:00,5:48:00,L00558,24,Lecco - via balicco,0,0,18.921
A2013327-0137-53693,5:50:00,5:50:00,L00666,25,Lecco - via balicco,0,0,19.580
A2013327-0137-53693,5:52:00,5:52:00,L00557,26,Lecco - via balicco,0,0,20.625
A2013327-0137-53693,5:55:00,5:55:00,L00556,27,Lecco - via balicco,0,0,21.240
A2013327-0137-53693,5:58:00,5:58:00,L00555,28,Lecco - via balicco,0,0,22.366
A2013327-0137-53693,6:00:00,6:00:00,L00115,29,Lecco - via balicco,0,0,23.401
A2013327-0137-53693,6:03:00,6:03:00,L00150,30,Lecco - via balicco,0,0,25.809
A2013327-0137-53693,6:05:00,6:05:00,L00138,31,Lecco - via balicco,0,0,26.722
A2013327-0137-53693,6:07:00,6:07:00,L00550,32,Lecco - via balicco,0,0,27.314
A2013327-0137-53693,6:14:00,6:14:00,L00549,33,Lecco - via balicco,0,0,29.098
A2013327-0137-53693,6:15:00,6:15:00,L00137,34,Lecco - via balicco,0,0,30.011
A2013327-0137-53693,6:16:00,6:16:00,L00951,35,Lecco - via balicco,0,0,30.841
A2013327-0137-53693,6:16:10,6:16:10,L00136,36,Lecco - via balicco,0,0,31.082
A2013327-0137-53693,6:16:30,6:16:30,L00547,37,Lecco - via balicco,0,0,31.757
A2013327-0137-53693,6:17:00,6:17:00,L00546,38,Lecco - via balicco,0,0,32.219
A2013327-0137-53693,6:17:30,6:17:30,L00545,39,Lecco - via balicco,0,0,32.688
A2013327-0137-53693,6:18:00,6:18:00,L00919,40,Lecco - via balicco,0,0,32.879
A2013327-0137-53693,6:19:00,6:19:00,L00664,41,Lecco - via balicco,0,0,33.126
A2013327-0137-53693,6:19:30,6:19:30,L00543,42,Lecco - via balicco,0,0,33.455
A2013327-0137-53693,6:20:00,6:20:00,L00952,43,,0,0,33.952
A2013327-0024-53747,13:45:00,13:45:00,300952,1,Mandello lario - guzzi,0,0,0.000
A2013327-0024-53747,13:52:00,13:52:00,300211,2,Mandello lario - guzzi,0,0,1.049
A2013327-0024-53747,13:53:00,13:53:00,300023,3,Mandello lario - guzzi,0,0,1.394
A2013327-0024-53747,13:54:00,13:54:00,300657,4,Mandello lario - guzzi,0,0,1.776
A2013327-0024-53747,13:55:00,13:55:00,300215,5,Mandello lario - guzzi,0,0,2.116
A2013327-0024-53747,13:56:00,13:56:00,300572,6,Mandello lario - guzzi,0,0,2.604
A2013327-0024-53747,13:57:00,13:57:00,300216,7,Mandello lario - guzzi,0,0,2.935
A2013327-0024-53747,14:04:00,14:04:00,300573,8,Mandello lario - guzzi,0,0,8.855
A2013327-0024-53747,14:05:00,14:05:00,300163,9,Mandello lario - guzzi,0,0,9.589
A2013327-0024-53747,14:06:00,14:06:00,300574,10,Mandello lario - guzzi,0,0,9.964
A2013327-0024-53747,14:07:00,14:07:00,300183,11,Mandello lario - guzzi,0,0,11.206
A2013327-0024-53747,14:10:00,14:10:00,300164,12,,0,0,11.541
A2013327-0001-53748,8:52:00,8:52:00,L00165,1,Mandello lario - guzzi,0,0,0.000
A2013327-0001-53748,8:53:00,8:53:00,L00585,2,Mandello lario - guzzi,0,0,0.705
A2013327-0001-53748,8:54:00,8:54:00,L00584,3,Mandello lario - guzzi,0,0,0.877
A2013327-0001-53748,8:56:00,8:56:00,L00583,4,Mandello lario - guzzi,0,0,1.274
A2013327-0001-53748,8:57:00,8:57:00,L00582,5,Mandello lario - guzzi,0,0,1.654
A2013327-0001-53748,8:59:00,8:59:00,L00178,6,Mandello lario - guzzi,0,0,1.884
A2013327-0001-53748,8:59:10,8:59:10,L00581,7,Mandello lario - guzzi,0,0,2.255
A2013327-0001-53748,9:00:00,9:00:00,L00072,8,Mandello lario - guzzi,0,0,2.506
A2013327-0001-53748,9:01:00,9:01:00,L00578,9,Mandello lario - guzzi,0,0,3.199
A2013327-0001-53748,9:04:00,9:04:00,L00164,10,,0,0,3.865
A2013327-0335-53752,15:25:00,15:25:00,L00006,1,Lecco - via balicco,0,0,0.000
A2013327-0335-53752,15:26:00,15:26:00,L00667,2,Lecco - via balicco,0,0,0.736
A2013327-0335-53752,15:27:00,15:27:00,L00143,3,Lecco - via balicco,0,0,2.243
A2013327-0335-53752,15:29:00,15:29:00,L00949,4,Lecco - via balicco,0,0,2.937
A2013327-0335-53752,15:30:00,15:30:00,L00571,5,Lecco - via balicco,0,0,3.874
A2013327-0335-53752,15:31:00,15:31:00,L00950,6,Lecco - via balicco,0,0,4.246
A2013327-0335-53752,15:32:00,15:32:00,L00145,7,Lecco - via balicco,0,0,4.726
A2013327-0335-53752,15:33:00,15:33:00,L00144,8,Lecco - via balicco,0,0,5.287
A2013327-0335-53752,15:34:00,15:34:00,L00570,9,Lecco - via balicco,0,0,6.564
A2013327-0335-53752,15:35:00,15:35:00,L00124,10,Lecco - via balicco,0,0,7.045
A2013327-0335-53752,15:38:00,15:38:00,L00123,11,Lecco - via balicco,0,0,8.210
A2013327-0335-53752,15:39:00,15:39:00,L00569,12,Lecco - via balicco,0,0,8.992
A2013327-0335-53752,15:41:00,15:41:00,L00568,13,Lecco - via balicco,0,0,9.467
A2013327-0335-53752,15:41:10,15:41:10,L00567,14,Lecco - via balicco,0,0,10.067
A2013327-0335-53752,15:42:00,15:42:00,L00566,15,Lecco - via balicco,0,0,10.793
A2013327-0335-53752,15:45:00,15:45:00,L00565,16,Lecco - via balicco,0,0,12.143
A2013327-0335-53752,15:46:00,15:46:00,L00141,17,Lecco - via balicco,0,0,12.756
A2013327-0335-53752,15:47:00,15:47:00,L00229,18,Lecco - via balicco,0,0,13.088
A2013327-0335-53752,15:48:00,15:48:00,L00564,19,Lecco - via balicco,0,0,13.528
A2013327-0335-53752,15:48:10,15:48:10,L00121,20,Lecco - via balicco,0,0,14.210
A2013327-0335-53752,15:49:00,15:49:00,L00563,21,Lecco - via balicco,0,0,14.851
A2013327-0335-53752,15:50:00,15:50:00,L00562,22,Lecco - via balicco,0,0,16.052
A2013327-0335-53752,15:56:00,15:56:00,L00559,23,Lecco - via balicco,0,0,18.220
A2013327-0335-53752,15:57:00,15:57:00,L00118,24,Lecco - via balicco,0,0,18.676
A2013327-0335-53752,15:58:00,15:58:00,L00558,25,Lecco - via balicco,0,0,19.308
A2013327-0335-53752,16:00:00,16:00:00,L00666,26,Lecco - via balicco,0,0,19.967
A2013327-0335-53752,16:01:00,16:01:00,300951,27,Lecco - via balicco,0,0,20.384
A2013327-0335-53752,16:02:00,16:02:00,300409,28,Lecco - via balicco,0,0,20.909
A2013327-0335-53752,16:03:00,16:03:00,300560,29,Lecco - via balicco,0,0,21.514
A2013327-0335-53752,16:04:00,16:04:00,L00119,30,Lecco - via balicco,0,0,21.893
A2013327-0335-53752,16:05:00,16:05:00,L00560,31,Lecco - via balicco,0,0,22.282
A2013327-0335-53752,16:06:00,16:06:00,L00409,32,Lecco - via balicco,0,0,22.859
A2013327-0335-53752,16:08:00,16:08:00,L00889,33,Lecco - via balicco,0,0,23.405
A2013327-0335-53752,16:10:00,16:10:00,L00557,34,Lecco - via balicco,0,0,24.337
A2013327-0335-53752,16:13:00,16:13:00,L00556,35,Lecco - via balicco,0,0,24.952
A2013327-0335-53752,16:15:00,16:15:00,L00555,36,Lecco - via balicco,0,0,26.078
A2013327-0335-53752,16:17:00,16:17:00,L00115,37,Lecco - via balicco,0,0,27.113
A2013327-0335-53752,16:20:00,16:20:00,L00150,38,Lecco - via balicco,0,0,29.521
A2013327-0335-53752,16:22:00,16:22:00,L00138,39,Lecco - via balicco,0,0,30.434
A2013327-0335-53752,16:23:00,16:23:00,L00550,40,Lecco - via balicco,0,0,31.026
A2013327-0335-53752,16:31:00,16:31:00,L00549,41,Lecco - via balicco,0,0,32.810
A2013327-0335-53752,16:32:00,16:32:00,L00137,42,Lecco - via balicco,0,0,33.723
A2013327-0335-53752,16:33:00,16:33:00,L00951,43,Lecco - via balicco,0,0,34.553
A2013327-0335-53752,16:33:10,16:33:10,L00136,44,Lecco - via balicco,0,0,34.794
A2013327-0335-53752,16:34:00,16:34:00,L00547,45,Lecco - via balicco,0,0,35.469
A2013327-0335-53752,16:35:00,16:35:00,L00546,46,Lecco - via balicco,0,0,35.931
A2013327-0335-53752,16:36:00,16:36:00,L00545,47,Lecco - via balicco,0,0,36.400
A2013327-0335-53752,16:37:00,16:37:00,L00919,48,Lecco - via balicco,0,0,36.591
A2013327-0335-53752,16:38:00,16:38:00,L00664,49,Lecco - via balicco,0,0,36.838
A2013327-0335-53752,16:39:00,16:39:00,L00543,50,Lecco - via balicco,0,0,37.167
A2013327-0335-53752,16:40:00,16:40:00,L00952,51,,0,0,37.664
A2013327-0010-53758,6:15:00,6:15:00,300350,1,Barzano' - Via IV Novembre/Largo Diaz,0,0,0.000
A2013327-0010-53758,6:17:00,6:17:00,300330,2,Barzano' - Via IV Novembre/Largo Diaz,0,0,1.298
A2013327-0010-53758,6:19:00,6:19:00,300329,3,Barzano' - Via IV Novembre/Largo Diaz,0,0,2.111
A2013327-0010-53758,6:21:00,6:21:00,300332,4,Barzano' - Via IV Novembre/Largo Diaz,0,0,3.103
A2013327-0010-53758,6:22:00,6:22:00,300433,5,Barzano' - Via IV Novembre/Largo Diaz,0,0,3.559
A2013327-0010-53758,6:26:00,6:26:00,300333,6,Barzano' - Via IV Novembre/Largo Diaz,0,0,5.535
A2013327-0010-53758,6:30:00,6:30:00,L00350,7,Barzano' - Via IV Novembre/Largo Diaz,0,0,7.010
A2013327-0036-53787,19:10:00,19:10:00,300006,1,Margno - parcheggio mercato,0,0,0.000
A2013327-0036-53787,19:15:00,19:15:00,300007,2,Margno - parcheggio mercato,0,0,2.383
A2013327-0036-53787,19:17:00,19:17:00,300925,3,,0,0,3.075
A2013327-0071-53788,19:17:00,19:17:00,300925,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0071-53788,19:19:00,19:19:00,L00007,2,Taceno - via roma (municipio),0,0,0.799
A2013327-0071-53788,19:24:00,19:24:00,L00006,3,,0,0,3.197
A2013327-0032-53975,17:45:00,17:45:00,300952,1,Mandello lario - guzzi,0,0,0.000
A2013327-0032-53975,17:52:00,17:52:00,300211,2,Mandello lario - guzzi,0,0,1.049
A2013327-0032-53975,17:53:00,17:53:00,300023,3,Mandello lario - guzzi,0,0,1.394
A2013327-0032-53975,17:54:00,17:54:00,300657,4,Mandello lario - guzzi,0,0,1.776
A2013327-0032-53975,17:55:00,17:55:00,300215,5,Mandello lario - guzzi,0,0,2.116
A2013327-0032-53975,17:56:00,17:56:00,300572,6,Mandello lario - guzzi,0,0,2.604
A2013327-0032-53975,17:57:00,17:57:00,300216,7,Mandello lario - guzzi,0,0,2.935
A2013327-0032-53975,18:04:00,18:04:00,300573,8,Mandello lario - guzzi,0,0,8.855
A2013327-0032-53975,18:05:00,18:05:00,300163,9,Mandello lario - guzzi,0,0,9.589
A2013327-0032-53975,18:06:00,18:06:00,300574,10,Mandello lario - guzzi,0,0,9.964
A2013327-0032-53975,18:07:00,18:07:00,300183,11,Mandello lario - guzzi,0,0,11.206
A2013327-0032-53975,18:10:00,18:10:00,300164,12,,0,0,11.541
A2013327-0162-54337,12:30:00,12:30:00,300952,1,Colle Brianza - nava,0,0,0.000
A2013327-0162-54337,12:34:00,12:34:00,300211,2,Colle Brianza - nava,0,0,1.049
A2013327-0162-54337,12:35:00,12:35:00,300023,3,Colle Brianza - nava,0,0,1.394
A2013327-0162-54337,12:37:00,12:37:00,300214,4,Colle Brianza - nava,0,0,1.829
A2013327-0162-54337,12:39:00,12:39:00,300020,5,Colle Brianza - nava,0,0,2.636
A2013327-0162-54337,12:44:00,12:44:00,300021,6,Colle Brianza - nava,0,0,3.595
A2013327-0162-54337,12:45:00,12:45:00,300076,7,Colle Brianza - nava,0,0,4.090
A2013327-0162-54337,12:46:00,12:46:00,300604,8,Colle Brianza - nava,0,0,4.766
A2013327-0162-54337,12:48:00,12:48:00,300605,9,Colle Brianza - nava,0,0,5.135
A2013327-0162-54337,12:50:00,12:50:00,300201,10,Colle Brianza - nava,0,0,6.144
A2013327-0162-54337,12:51:00,12:51:00,300202,11,Colle Brianza - nava,0,0,6.842
A2013327-0162-54337,12:52:00,12:52:00,300191,12,Colle Brianza - nava,0,0,7.273
A2013327-0162-54337,12:53:00,12:53:00,300640,13,Colle Brianza - nava,0,0,7.716
A2013327-0162-54337,12:56:00,12:56:00,300192,14,Colle Brianza - nava,0,0,8.979
A2013327-0162-54337,12:57:00,12:57:00,300610,15,Colle Brianza - nava,0,0,9.377
A2013327-0162-54337,13:00:00,13:00:00,300611,16,Colle Brianza - nava,0,0,9.812
A2013327-0162-54337,13:01:00,13:01:00,300612,17,Colle Brianza - nava,0,0,10.423
A2013327-0162-54337,13:02:00,13:02:00,300613,18,Colle Brianza - nava,0,0,10.827
A2013327-0162-54337,13:08:00,13:08:00,300194,19,Colle Brianza - nava,0,0,13.070
A2013327-0162-54337,13:10:00,13:10:00,300195,20,,0,0,14.337
A2013327-0020-54338,8:15:00,8:15:00,300952,1,Colle Brianza - nava,0,0,0.000
A2013327-0020-54338,8:19:00,8:19:00,300211,2,Colle Brianza - nava,0,0,1.049
A2013327-0020-54338,8:20:00,8:20:00,300023,3,Colle Brianza - nava,0,0,1.394
A2013327-0020-54338,8:22:00,8:22:00,300214,4,Colle Brianza - nava,0,0,1.829
A2013327-0020-54338,8:24:00,8:24:00,300020,5,Colle Brianza - nava,0,0,2.636
A2013327-0020-54338,8:29:00,8:29:00,300021,6,Colle Brianza - nava,0,0,3.595
A2013327-0020-54338,8:30:00,8:30:00,300076,7,Colle Brianza - nava,0,0,4.090
A2013327-0020-54338,8:31:00,8:31:00,300604,8,Colle Brianza - nava,0,0,4.766
A2013327-0020-54338,8:33:00,8:33:00,300605,9,Colle Brianza - nava,0,0,5.135
A2013327-0020-54338,8:35:00,8:35:00,300201,10,Colle Brianza - nava,0,0,6.144
A2013327-0020-54338,8:36:00,8:36:00,300202,11,Colle Brianza - nava,0,0,6.842
A2013327-0020-54338,8:37:00,8:37:00,300191,12,Colle Brianza - nava,0,0,7.273
A2013327-0020-54338,8:38:00,8:38:00,300640,13,Colle Brianza - nava,0,0,7.716
A2013327-0020-54338,8:41:00,8:41:00,300192,14,Colle Brianza - nava,0,0,8.979
A2013327-0020-54338,8:42:00,8:42:00,300610,15,Colle Brianza - nava,0,0,9.377
A2013327-0020-54338,8:45:00,8:45:00,300611,16,Colle Brianza - nava,0,0,9.812
A2013327-0020-54338,8:46:00,8:46:00,300612,17,Colle Brianza - nava,0,0,10.423
A2013327-0020-54338,8:47:00,8:47:00,300613,18,Colle Brianza - nava,0,0,10.827
A2013327-0020-54338,8:53:00,8:53:00,300194,19,Colle Brianza - nava,0,0,13.070
A2013327-0020-54338,8:55:00,8:55:00,300195,20,,0,0,14.337
A2013327-0198-54339,6:20:00,6:20:00,300952,1,Colle Brianza - nava,0,0,0.000
A2013327-0198-54339,6:24:00,6:24:00,300211,2,Colle Brianza - nava,0,0,1.049
A2013327-0198-54339,6:25:00,6:25:00,300023,3,Colle Brianza - nava,0,0,1.394
A2013327-0198-54339,6:27:00,6:27:00,300214,4,Colle Brianza - nava,0,0,1.829
A2013327-0198-54339,6:29:00,6:29:00,300020,5,Colle Brianza - nava,0,0,2.636
A2013327-0198-54339,6:34:00,6:34:00,300021,6,Colle Brianza - nava,0,0,3.595
A2013327-0198-54339,6:35:00,6:35:00,300076,7,Colle Brianza - nava,0,0,4.090
A2013327-0198-54339,6:36:00,6:36:00,300604,8,Colle Brianza - nava,0,0,4.766
A2013327-0198-54339,6:38:00,6:38:00,300605,9,Colle Brianza - nava,0,0,5.135
A2013327-0198-54339,6:40:00,6:40:00,300201,10,Colle Brianza - nava,0,0,6.144
A2013327-0198-54339,6:41:00,6:41:00,300202,11,Colle Brianza - nava,0,0,6.842
A2013327-0198-54339,6:42:00,6:42:00,300191,12,Colle Brianza - nava,0,0,7.273
A2013327-0198-54339,6:43:00,6:43:00,300640,13,Colle Brianza - nava,0,0,7.716
A2013327-0198-54339,6:46:00,6:46:00,300192,14,Colle Brianza - nava,0,0,8.979
A2013327-0198-54339,6:47:00,6:47:00,300610,15,Colle Brianza - nava,0,0,9.377
A2013327-0198-54339,6:50:00,6:50:00,300611,16,Colle Brianza - nava,0,0,9.812
A2013327-0198-54339,6:51:00,6:51:00,300612,17,Colle Brianza - nava,0,0,10.423
A2013327-0198-54339,6:52:00,6:52:00,300613,18,Colle Brianza - nava,0,0,10.827
A2013327-0198-54339,6:58:00,6:58:00,300194,19,Colle Brianza - nava,0,0,13.070
A2013327-0198-54339,7:00:00,7:00:00,300195,20,,0,0,14.337
A2013327-0206-54340,6:35:00,6:35:00,300952,1,"Ello, Via Milano 1(Campo Sportivo)",0,0,0.000
A2013327-0206-54340,6:39:00,6:39:00,300211,2,"Ello, Via Milano 1(Campo Sportivo)",0,0,1.049
A2013327-0206-54340,6:40:00,6:40:00,300023,3,"Ello, Via Milano 1(Campo Sportivo)",0,0,1.394
A2013327-0206-54340,6:41:00,6:41:00,300214,4,"Ello, Via Milano 1(Campo Sportivo)",0,0,1.829
A2013327-0206-54340,6:42:00,6:42:00,300020,5,"Ello, Via Milano 1(Campo Sportivo)",0,0,2.636
A2013327-0206-54340,6:44:00,6:44:00,300021,6,"Ello, Via Milano 1(Campo Sportivo)",0,0,3.595
A2013327-0206-54340,6:50:00,6:50:00,300076,7,"Ello, Via Milano 1(Campo Sportivo)",0,0,4.090
A2013327-0206-54340,6:51:00,6:51:00,300604,8,"Ello, Via Milano 1(Campo Sportivo)",0,0,4.766
A2013327-0206-54340,6:52:00,6:52:00,300605,9,"Ello, Via Milano 1(Campo Sportivo)",0,0,5.135
A2013327-0206-54340,6:54:00,6:54:00,300201,10,"Ello, Via Milano 1(Campo Sportivo)",0,0,6.144
A2013327-0206-54340,6:56:00,6:56:00,300202,11,"Ello, Via Milano 1(Campo Sportivo)",0,0,6.842
A2013327-0206-54340,6:58:00,6:58:00,300191,12,"Ello, Via Milano 1(Campo Sportivo)",0,0,7.273
A2013327-0206-54340,6:59:00,6:59:00,300640,13,"Ello, Via Milano 1(Campo Sportivo)",0,0,7.716
A2013327-0206-54340,7:02:00,7:02:00,300192,14,"Ello, Via Milano 1(Campo Sportivo)",0,0,8.979
A2013327-0206-54340,7:03:00,7:03:00,300610,15,"Ello, Via Milano 1(Campo Sportivo)",0,0,9.377
A2013327-0206-54340,7:05:00,7:05:00,300945,16,,0,0,11.187
A2013327-0140-54341,10:25:00,10:25:00,300952,1,Colle Brianza - nava,0,0,0.000
A2013327-0140-54341,10:29:00,10:29:00,300211,2,Colle Brianza - nava,0,0,1.049
A2013327-0140-54341,10:30:00,10:30:00,300023,3,Colle Brianza - nava,0,0,1.394
A2013327-0140-54341,10:32:00,10:32:00,300214,4,Colle Brianza - nava,0,0,1.829
A2013327-0140-54341,10:34:00,10:34:00,300020,5,Colle Brianza - nava,0,0,2.636
A2013327-0140-54341,10:39:00,10:39:00,300021,6,Colle Brianza - nava,0,0,3.595
A2013327-0140-54341,10:40:00,10:40:00,300076,7,Colle Brianza - nava,0,0,4.090
A2013327-0140-54341,10:41:00,10:41:00,300604,8,Colle Brianza - nava,0,0,4.766
A2013327-0140-54341,10:43:00,10:43:00,300605,9,Colle Brianza - nava,0,0,5.135
A2013327-0140-54341,10:45:00,10:45:00,300201,10,Colle Brianza - nava,0,0,6.144
A2013327-0140-54341,10:46:00,10:46:00,300202,11,Colle Brianza - nava,0,0,6.842
A2013327-0140-54341,10:47:00,10:47:00,300191,12,Colle Brianza - nava,0,0,7.273
A2013327-0140-54341,10:48:00,10:48:00,300640,13,Colle Brianza - nava,0,0,7.716
A2013327-0140-54341,10:51:00,10:51:00,300192,14,Colle Brianza - nava,0,0,8.979
A2013327-0140-54341,10:52:00,10:52:00,300610,15,Colle Brianza - nava,0,0,9.377
A2013327-0140-54341,10:55:00,10:55:00,300611,16,Colle Brianza - nava,0,0,9.812
A2013327-0140-54341,10:56:00,10:56:00,300612,17,Colle Brianza - nava,0,0,10.423
A2013327-0140-54341,10:57:00,10:57:00,300613,18,Colle Brianza - nava,0,0,10.827
A2013327-0140-54341,11:03:00,11:03:00,300194,19,Colle Brianza - nava,0,0,13.070
A2013327-0140-54341,11:05:00,11:05:00,300195,20,,0,0,14.337
A2013327-0034-54342,11:07:00,11:07:00,300191,1,Colle Brianza - nava,0,0,0.000
A2013327-0034-54342,11:08:00,11:08:00,300640,2,Colle Brianza - nava,0,0,0.443
A2013327-0034-54342,11:11:00,11:11:00,300192,3,Colle Brianza - nava,0,0,1.707
A2013327-0034-54342,11:12:00,11:12:00,300610,4,Colle Brianza - nava,0,0,2.105
A2013327-0034-54342,11:14:00,11:14:00,300611,5,Colle Brianza - nava,0,0,2.540
A2013327-0034-54342,11:16:00,11:16:00,300612,6,Colle Brianza - nava,0,0,3.151
A2013327-0034-54342,11:16:10,11:16:10,300613,7,Colle Brianza - nava,0,0,3.555
A2013327-0034-54342,11:23:00,11:23:00,300194,8,Colle Brianza - nava,0,0,5.798
A2013327-0034-54342,11:25:00,11:25:00,300195,9,,0,0,7.064
A2013327-0016-54343,13:20:00,13:20:00,300895,1,Colle Brianza - nava,0,0,0.000
A2013327-0016-54343,13:25:00,13:25:00,300952,2,Colle Brianza - nava,0,0,1.051
A2013327-0016-54343,13:26:00,13:26:00,300211,3,Colle Brianza - nava,0,0,2.100
A2013327-0016-54343,13:27:00,13:27:00,300023,4,Colle Brianza - nava,0,0,2.445
A2013327-0016-54343,13:28:00,13:28:00,300214,5,Colle Brianza - nava,0,0,2.880
A2013327-0016-54343,13:30:00,13:30:00,300020,6,Colle Brianza - nava,0,0,3.687
A2013327-0016-54343,13:33:00,13:33:00,300021,7,Colle Brianza - nava,0,0,4.646
A2013327-0016-54343,13:34:00,13:34:00,300076,8,Colle Brianza - nava,0,0,5.141
A2013327-0016-54343,13:35:00,13:35:00,300604,9,Colle Brianza - nava,0,0,5.817
A2013327-0016-54343,13:36:00,13:36:00,300605,10,Colle Brianza - nava,0,0,6.186
A2013327-0016-54343,13:38:00,13:38:00,300201,11,Colle Brianza - nava,0,0,7.195
A2013327-0016-54343,13:39:00,13:39:00,300202,12,Colle Brianza - nava,0,0,7.893
A2013327-0016-54343,13:42:00,13:42:00,300191,13,Colle Brianza - nava,0,0,8.324
A2013327-0016-54343,13:43:00,13:43:00,300640,14,Colle Brianza - nava,0,0,8.767
A2013327-0016-54343,13:45:00,13:45:00,300192,15,Colle Brianza - nava,0,0,10.030
A2013327-0016-54343,13:46:00,13:46:00,300610,16,Colle Brianza - nava,0,0,10.428
A2013327-0016-54343,13:49:00,13:49:00,300945,17,Colle Brianza - nava,0,0,12.602
A2013327-0016-54343,13:50:00,13:50:00,300200,18,Colle Brianza - nava,0,0,13.344
A2013327-0016-54343,13:52:00,13:52:00,L00192,19,Colle Brianza - nava,0,0,15.222
A2013327-0016-54343,13:53:00,13:53:00,300610,20,Colle Brianza - nava,0,0,15.653
A2013327-0016-54343,13:56:00,13:56:00,300611,21,Colle Brianza - nava,0,0,16.088
A2013327-0016-54343,13:59:00,13:59:00,300612,22,Colle Brianza - nava,0,0,16.699
A2013327-0016-54343,14:00:00,14:00:00,300613,23,Colle Brianza - nava,0,0,17.103
A2013327-0016-54343,14:06:00,14:06:00,300194,24,Colle Brianza - nava,0,0,19.346
A2013327-0016-54343,14:16:00,14:16:00,300195,25,,0,0,20.613
A2013327-0002-54344,6:35:00,6:35:00,300798,1,Besana brianza - ist.gandhi,0,0,0.000
A2013327-0002-54344,6:38:00,6:38:00,300796,2,Besana brianza - ist.gandhi,0,0,0.768
A2013327-0002-54344,6:40:00,6:40:00,300794,3,Besana brianza - ist.gandhi,0,0,2.645
A2013327-0002-54344,6:42:00,6:42:00,300845,4,Besana brianza - ist.gandhi,0,0,3.745
A2013327-0002-54344,6:43:00,6:43:00,300880,5,Besana brianza - ist.gandhi,0,0,3.945
A2013327-0002-54344,6:46:00,6:46:00,300795,6,Besana brianza - ist.gandhi,0,0,5.152
A2013327-0002-54344,6:52:00,6:52:00,300722,7,Besana brianza - ist.gandhi,0,0,9.651
A2013327-0002-54344,6:57:00,6:57:00,300724,8,Besana brianza - ist.gandhi,0,0,11.551
A2013327-0002-54344,7:00:00,7:00:00,300346,9,Besana brianza - ist.gandhi,0,0,13.851
A2013327-0002-54344,7:00:30,7:00:30,300736,10,Besana brianza - ist.gandhi,0,0,14.251
A2013327-0002-54344,7:04:00,7:04:00,300350,11,Besana brianza - ist.gandhi,0,0,16.051
A2013327-0002-54344,7:06:00,7:06:00,300330,12,Besana brianza - ist.gandhi,0,0,17.349
A2013327-0002-54344,7:09:00,7:09:00,300329,13,Besana brianza - ist.gandhi,0,0,18.162
