scenario_id,topology_family,seed_name,public_route_count,optional_extension_count,public_explicit_anchor_count,extension_explicit_anchor_count,public_intercepted_anchor_count,extension_intercepted_anchor_count,public_intercepted_existing_stop_count,public_intercepted_proposed_stop_count,extension_intercepted_existing_stop_count,extension_intercepted_proposed_stop_count,public_leg_count,public_distance_km,public_runtime_min,public_resolved_leg_count,public_quantified_leg_count,public_unknown_leg_count,public_resolved_distance_km,public_quantified_distance_km,public_unknown_distance_km,extension_leg_count,extension_distance_km,extension_runtime_min,extension_resolved_leg_count,extension_quantified_leg_count,extension_unknown_leg_count,extension_resolved_distance_km,extension_quantified_distance_km,extension_unknown_distance_km
P2_3b3e75d3cf810246,scheduled_extensions,,1,1,2,3,2,5,0,1,0,4,2,1.058453133,2.886690362,0,2,0,0.0,1.058453133,0.0,4,20.035536754,45.872251094,0,4,0,0.0,20.035536754,0.0
P2_3b41173db5bbd8bc,scheduled_extensions,,1,1,2,3,4,10,1,2,6,3,2,2.580111139,6.35088237,0,2,0,0.0,2.580111139,0.0,4,11.663148744999999,22.228011481000003,0,4,0,0.0,11.663148744999999,0.0
P2_3b41f776e5c4e646,scheduled_extensions,,1,1,2,3,7,15,5,1,12,2,2,7.433262398,12.492856862,0,2,0,0.0,7.433262398,0.0,4,23.314656749,39.709144319,0,4,0,0.0,23.314656749,0.0
P2_3b4a1cd3d8a26324,scheduled_extensions,,1,1,2,3,4,8,3,0,4,3,2,3.235119824,5.641326816,0,2,0,0.0,3.235119824,0.0,4,11.842857113999997,21.206128201,0,4,0,0.0,11.842857113999997,0.0
P2_3b4bfa7b3688f83a,scheduled_extensions,,1,1,2,3,7,15,5,1,6,8,2,8.370088928000001,15.238069652,0,2,0,0.0,8.370088928000001,0.0,4,19.235057874,38.058553436,0,4,0,0.0,19.235057874,0.0
P2_3b4c098e28ebed8c,scheduled_extensions,,1,1,2,3,5,10,2,2,6,3,2,9.251547881,20.569618095,0,2,0,0.0,9.251547881,0.0,4,24.418195995,53.109555381,0,2,2,0.0,9.251547881,15.166648114000001
P2_3b4e0211be7c3cba,scheduled_extensions,,1,1,2,3,11,13,6,4,7,5,2,10.959234264,18.958537999999997,0,2,0,0.0,10.959234264,0.0,4,16.633029674,30.569278628,0,4,0,0.0,16.633029674,0.0
P2_3b53a03f9f21fe79,scheduled_extensions,,1,1,2,3,9,12,7,1,8,3,2,9.597728192999998,17.519145366,0,2,0,0.0,9.597728192999998,0.0,4,17.715636514,33.953365553,0,4,0,0.0,17.715636514,0.0
P2_3b55576384739494,scheduled_extensions,,1,1,2,3,5,7,0,4,0,6,2,5.849590877000001,14.647291196000001,0,2,0,0.0,5.849590877000001,0.0,4,9.020867426999999,22.407252999999997,0,4,0,0.0,9.020867426999999,0.0
P2_3b5f980bffa4141f,scheduled_extensions,,1,1,2,3,8,14,6,1,6,7,2,8.838079332,14.503308643,0,2,0,0.0,8.838079332,0.0,4,14.493204553999998,27.699715575000003,0,4,0,0.0,14.493204553999998,0.0
P2_3b60ae57b4eab760,scheduled_extensions,,1,1,2,3,6,8,2,3,2,5,2,6.63883757,12.76556567,0,2,0,0.0,6.63883757,0.0,4,14.412403375,28.276688188999998,0,4,0,0.0,14.412403375,0.0
P2_3b620aa0628b0044,scheduled_extensions,,1,1,2,3,3,9,1,1,3,5,2,5.093446167,10.05304967,0,2,0,0.0,5.093446167,0.0,4,16.345390983999998,31.312671605999995,0,4,0,0.0,16.345390983999998,0.0
P2_3b6b8909e2402dd4,scheduled_extensions,,1,1,2,3,2,4,0,1,0,3,2,2.376452237,6.341169052,0,2,0,0.0,2.376452237,0.0,4,8.029079544,20.778726114,0,4,0,0.0,8.029079544,0.0
P2_3b84b978dcc25c72,scheduled_extensions,,1,1,2,3,3,10,0,2,6,3,2,3.1053523949999997,8.695965386000001,0,2,0,0.0,3.1053523949999997,0.0,4,10.269738614,22.049533927,0,4,0,0.0,10.269738614,0.0
P2_3b850061ce2b64a1,scheduled_extensions,,1,1,2,3,10,12,6,3,6,5,2,21.666128341,35.092717672,0,2,0,0.0,21.666128341,0.0,4,46.479775149999995,77.765071266,0,4,0,0.0,46.479775149999995,0.0
P2_3b886308af29ab20,scheduled_extensions,,1,1,2,3,8,11,4,3,4,6,2,9.243996133,15.877767673000001,0,2,0,0.0,9.243996133,0.0,4,16.959301869,34.533165151,0,4,0,0.0,16.959301869,0.0
P2_3b989b1999f94a8f,scheduled_extensions,,1,1,2,3,5,9,1,3,1,7,2,9.578466328,19.637956367,0,2,0,0.0,9.578466328,0.0,4,19.883012746,42.920175536,0,4,0,0.0,19.883012746,0.0
P2_3b99abcec8f222d0,scheduled_extensions,,1,1,2,3,7,12,4,2,5,6,2,7.896030209999999,13.174165776999999,0,2,0,0.0,7.896030209999999,0.0,4,21.846898391000003,37.909135334000005,0,4,0,0.0,21.846898391000003,0.0
P2_3b9af96d8279f3e6,scheduled_extensions,,1,1,2,3,4,5,1,2,1,3,2,7.813816246,14.971801632,0,2,0,0.0,7.813816246,0.0,4,11.404275199999999,22.519236539999998,0,4,0,0.0,11.404275199999999,0.0
P2_3b9d3666b1a30fc2,scheduled_extensions,,1,1,2,3,11,17,6,4,10,6,2,10.959234264,18.958537999999997,0,2,0,0.0,10.959234264,0.0,4,29.751017497,50.96204063500001,0,4,0,0.0,29.751017497,0.0
P2_3ba12924cbcad693,scheduled_extensions,,1,1,2,3,4,10,1,2,6,3,2,7.014592262,15.592021512999999,0,2,0,0.0,7.014592262,0.0,4,20.221341374999998,40.292066581,0,4,0,0.0,20.221341374999998,0.0
P2_3ba3f3f44cce24b5,scheduled_extensions,,1,1,2,3,2,4,0,1,1,2,2,1.9604431930000001,4.997506735,0,2,0,0.0,1.9604431930000001,0.0,4,8.197802527999999,16.768815355,0,4,0,0.0,8.197802527999999,0.0
P2_3baeffce194d5fdd,scheduled_extensions,,1,1,2,3,9,11,4,4,6,4,2,9.738155322,16.030552007,0,2,0,0.0,9.738155322,0.0,4,22.730752737,37.089135717,0,4,0,0.0,22.730752737,0.0
P2_3bb3de2dcdd920f2,scheduled_extensions,,1,1,2,3,6,12,0,5,4,7,2,8.337425587,20.889531348,0,0,2,0.0,0.0,8.337425587,4,23.493325919,53.099636526000005,0,0,4,0.0,0.0,23.493325919
P2_3bb5409b03ed724a,scheduled_extensions,,1,1,2,3,4,6,2,1,3,2,2,3.653434893,6.9251983290000005,0,2,0,0.0,3.653434893,0.0,4,11.433532267999999,20.182872969,0,4,0,0.0,11.433532267999999,0.0
P2_3bb8e3c4e5e2c1d5,scheduled_extensions,,1,1,2,3,4,12,0,3,7,4,2,5.880719689999999,14.748704305,0,2,0,0.0,5.880719689999999,0.0,4,18.204361578,39.284401978,0,4,0,0.0,18.204361578,0.0
P2_3bbee92428b3e6ba,scheduled_extensions,,1,1,2,3,6,10,3,2,6,3,2,7.727078614,15.664199426,0,2,0,0.0,7.727078614,0.0,4,14.334247534000001,31.494568633,0,4,0,0.0,14.334247534000001,0.0
P2_3bbf2a5f2fa2f0d2,scheduled_extensions,,1,1,2,3,7,10,4,2,5,4,2,8.710991915000001,16.097476861,0,2,0,0.0,8.710991915000001,0.0,4,19.277534771,36.228581631,0,4,0,0.0,19.277534771,0.0
P2_3bd8fd9cb4da1235,scheduled_extensions,,1,1,2,3,4,8,1,2,3,4,2,7.877949867,16.574540049,0,2,0,0.0,7.877949867,0.0,4,22.560540058,44.7287299,0,4,0,0.0,22.560540058,0.0
P2_3bda1d4bdd105368,scheduled_extensions,,1,1,2,3,5,6,0,4,0,5,2,5.849590877000001,14.647291196000001,0,2,0,0.0,5.849590877000001,0.0,4,10.052342659,24.931833504000004,0,4,0,0.0,10.052342659,0.0
P2_3be280b94e853fa6,scheduled_extensions,,1,1,2,3,5,15,0,4,4,10,2,5.849590877000001,14.647291196000001,0,2,0,0.0,5.849590877000001,0.0,4,21.920776153,45.820559528,0,4,0,0.0,21.920776153,0.0
P2_3be2a44ea82b3c7e,scheduled_extensions,,1,1,2,3,4,12,2,1,8,3,2,3.8845015629999997,7.621581637,0,2,0,0.0,3.8845015629999997,0.0,4,17.663588419,31.207617289999998,0,4,0,0.0,17.663588419,0.0
P2_3be5798eaaee0ee2,scheduled_extensions,,1,1,2,3,8,9,7,0,7,1,2,7.7831412669999995,12.960746751999999,0,2,0,0.0,7.7831412669999995,0.0,4,9.765241209,18.098250248,0,4,0,0.0,9.765241209,0.0
P2_3be8d71df84b77ec,scheduled_extensions,,1,1,2,3,9,14,2,6,4,9,2,9.699639549,19.942639725,0,2,0,0.0,9.699639549,0.0,4,15.130213989999998,30.277469459000002,0,4,0,0.0,15.130213989999998,0.0
P2_3bea9ac32e50fbf3,scheduled_extensions,,1,1,2,3,8,11,6,1,6,4,2,8.402920786,13.365968673000001,0,2,0,0.0,8.402920786,0.0,4,15.09201465,25.484215991000003,0,4,0,0.0,15.09201465,0.0
P2_3beb6a6fa8ce5769,scheduled_extensions,,1,1,2,3,5,9,3,1,3,5,2,7.045770797,14.978600214,0,2,0,0.0,7.045770797,0.0,4,17.366305979,38.826909409,0,4,0,0.0,17.366305979,0.0
P2_3bf0a1d9a3a5a3ad,scheduled_extensions,,1,1,2,3,8,12,7,0,10,1,2,7.516959846,12.988727395,0,2,0,0.0,7.516959846,0.0,4,20.014720182999998,34.322922238,0,4,0,0.0,20.014720182999998,0.0
P2_3bf5f48f7d0a1a5d,scheduled_extensions,,1,1,2,3,7,14,2,4,8,5,2,7.399604196,14.591405573,0,2,0,0.0,7.399604196,0.0,4,21.756607084,40.678264172,0,4,0,0.0,21.756607084,0.0
P2_3bf70f93a1b668ac,scheduled_extensions,,1,1,2,3,4,10,1,2,5,4,2,3.195823389,7.307501045,0,2,0,0.0,3.195823389,0.0,4,9.550024885,18.038391378,0,4,0,0.0,9.550024885,0.0
P2_3c07d236c25175da,scheduled_extensions,,1,1,2,3,8,10,7,0,7,2,2,7.7831412669999995,12.960746751999999,0,2,0,0.0,7.7831412669999995,0.0,4,15.919121528000002,27.321156712,0,4,0,0.0,15.919121528000002,0.0
P2_3c138d298bc34775,scheduled_extensions,,1,1,2,3,8,12,6,1,6,5,2,8.590938442999999,14.838516853,0,2,0,0.0,8.590938442999999,0.0,4,12.632760012999999,24.507764382,0,4,0,0.0,12.632760012999999,0.0
P2_3c1464c166531f2c,scheduled_extensions,,1,1,2,3,10,11,6,3,6,4,2,23.044666819,37.398680894,0,2,0,0.0,23.044666819,0.0,4,43.492100543,73.843266669,0,4,0,0.0,43.492100543,0.0
P2_3c15dc2c4ed302ae,scheduled_extensions,,1,1,2,3,4,5,1,2,2,2,2,8.461062008999999,17.963348169,0,2,0,0.0,8.461062008999999,0.0,4,14.34326179,31.296815503,0,4,0,0.0,14.34326179,0.0
P2_3c1d9270d4ad675c,scheduled_extensions,,1,1,2,3,3,7,1,1,3,3,2,4.252679006,7.823583325,0,2,0,0.0,4.252679006,0.0,4,16.081036963,29.092242796,0,4,0,0.0,16.081036963,0.0
P2_3c2033c0e2a6f39f,scheduled_extensions,,1,1,2,3,5,7,2,2,2,4,2,8.04574587,14.964483108,0,2,0,0.0,8.04574587,0.0,4,19.239010209,37.508602137000004,0,4,0,0.0,19.239010209,0.0
P2_3c215d9ac25be508,scheduled_extensions,,1,1,2,3,4,10,1,2,6,3,2,2.580111139,6.35088237,0,2,0,0.0,2.580111139,0.0,4,11.806991671,22.418802823,0,4,0,0.0,11.806991671,0.0
P2_3c299afb76d1e5d2,scheduled_extensions,,1,1,2,3,5,14,3,1,9,4,2,6.221906037,11.730300755,0,2,0,0.0,6.221906037,0.0,4,21.189737824999998,36.876980778000004,0,4,0,0.0,21.189737824999998,0.0
P2_3c2c79e0120ab91c,scheduled_extensions,,1,1,2,3,5,6,2,2,2,3,2,6.272346979,13.613003989,0,2,0,0.0,6.272346979,0.0,4,13.189644649999998,28.798925496,0,4,0,0.0,13.189644649999998,0.0
P2_3c339aa0532cda92,scheduled_extensions,,1,1,2,3,3,4,1,1,1,2,2,5.822008277,11.682316092,0,2,0,0.0,5.822008277,0.0,4,8.150176350999999,17.606918958,0,4,0,0.0,8.150176350999999,0.0
P2_3c348045fa980e5e,scheduled_extensions,,1,1,2,3,3,10,0,2,4,5,2,4.740982502,11.777361556999999,0,2,0,0.0,4.740982502,0.0,4,15.826137594,32.674648003,0,4,0,0.0,15.826137594,0.0
P2_3c38472673330d27,scheduled_extensions,,1,1,2,3,4,9,1,2,1,7,2,7.877949867,16.574540049,0,2,0,0.0,7.877949867,0.0,4,19.296195857,42.323422399,0,4,0,0.0,19.296195857,0.0
P2_3c3b543575b631c6,scheduled_extensions,,1,1,2,3,4,5,3,0,3,1,2,4.233455621,7.111770926,0,2,0,0.0,4.233455621,0.0,4,7.831020934,13.227973293,0,4,0,0.0,7.831020934,0.0
P2_3c3c656181370003,scheduled_extensions,,1,1,2,3,5,12,2,2,3,8,2,9.251547881,20.569618095,0,2,0,0.0,9.251547881,0.0,4,23.184305243,53.3844134,0,4,0,0.0,23.184305243,0.0
P2_3c44629e7e6d044e,scheduled_extensions,,1,1,2,3,8,14,6,1,11,2,2,9.983204857,16.632925358999998,0,2,0,0.0,9.983204857,0.0,4,26.158566566,42.373874273,0,4,0,0.0,26.158566566,0.0
P2_3c4844feb9d9a868,scheduled_extensions,,1,1,2,3,4,10,0,3,5,4,2,4.484736112,11.440387879,0,2,0,0.0,4.484736112,0.0,4,12.920722298,28.467897401000002,0,4,0,0.0,12.920722298,0.0
P2_3c546712b5037799,scheduled_extensions,,1,1,2,3,8,17,6,1,12,4,2,9.983204857,16.632925358999998,0,2,0,0.0,9.983204857,0.0,4,41.769970987,67.279698305,0,4,0,0.0,41.769970987,0.0
P2_3c55c02496920704,scheduled_extensions,,1,1,2,3,7,14,5,1,10,3,2,8.898315335,16.416097549,0,2,0,0.0,8.898315335,0.0,4,28.589493574000002,53.75953400099999,0,4,0,0.0,28.589493574000002,0.0
P2_3c6cdcb43308bc3e,scheduled_extensions,,1,1,2,3,5,9,0,4,2,6,2,7.292368794,18.136662153,0,2,0,0.0,7.292368794,0.0,4,21.941140720000003,50.452332407,0,4,0,0.0,21.941140720000003,0.0
P2_3c71c7a8d546890e,scheduled_extensions,,1,1,2,3,9,12,7,1,8,3,2,9.689237499,18.108263901999997,0,2,0,0.0,9.689237499,0.0,4,18.080650151,34.406634866,0,4,0,0.0,18.080650151,0.0
P2_3c7319556c00960f,scheduled_extensions,,1,1,2,3,7,14,4,2,10,3,2,8.710991915000001,16.097476861,0,2,0,0.0,8.710991915000001,0.0,4,25.018957615,43.313429058,0,4,0,0.0,25.018957615,0.0
P2_3c8232f59dedabc1,scheduled_extensions,,1,1,2,3,5,11,0,4,4,6,2,7.060087136,18.763319109,0,2,0,0.0,7.060087136,0.0,4,23.401736411,55.492021891,0,4,0,0.0,23.401736411,0.0
P2_3c8b9d91192fb33c,scheduled_extensions,,1,1,2,3,5,8,2,2,4,3,2,5.699126388,10.510258833,0,2,0,0.0,5.699126388,0.0,4,12.039275908,24.364908544000002,0,4,0,0.0,12.039275908,0.0
P2_3c8bb4b8c52992b8,scheduled_extensions,,1,1,2,3,10,14,2,7,3,10,2,10.236591435000001,20.947694927,0,2,0,0.0,10.236591435000001,0.0,4,29.462006815000002,60.746921785,0,4,0,0.0,29.462006815000002,0.0
P2_3c9477e36a86204b,scheduled_extensions,,1,1,2,3,4,6,3,0,4,1,2,4.233455621,7.111770926,0,2,0,0.0,4.233455621,0.0,4,8.965959471,16.782602405,0,4,0,0.0,8.965959471,0.0
P2_3c9d09bb5de28e79,scheduled_extensions,,1,1,2,3,9,13,7,1,9,3,2,9.689237499,18.108263901999997,0,2,0,0.0,9.689237499,0.0,4,27.748952355,52.119926707999994,0,4,0,0.0,27.748952355,0.0
P2_3c9f446f8df904e8,scheduled_extensions,,1,1,2,3,8,16,7,0,9,6,2,7.677496868,12.387182941999999,0,2,0,0.0,7.677496868,0.0,4,23.813527738999998,41.332172301,0,4,0,0.0,23.813527738999998,0.0
P2_3ca70dbe05be7e48,scheduled_extensions,,1,1,2,3,3,8,0,2,3,4,2,3.1053523949999997,8.695965386000001,0,2,0,0.0,3.1053523949999997,0.0,4,10.659890941,24.658942246,0,4,0,0.0,10.659890941,0.0
P2_3cacbbdbbd7a371d,scheduled_extensions,,1,1,2,3,5,8,2,2,3,4,2,8.834893309,19.272494242,0,2,0,0.0,8.834893309,0.0,4,21.990146928,45.843019884,0,4,0,0.0,21.990146928,0.0
P2_3cb0abeb3437039f,scheduled_extensions,,1,1,2,3,12,18,1,10,5,12,2,9.226230674,21.509369478,0,2,0,0.0,9.226230674,0.0,4,22.679071616,51.532098394,0,4,0,0.0,22.679071616,0.0
P2_3cb0d6c5f12ab8bc,scheduled_extensions,,1,1,2,3,8,9,6,1,6,2,2,11.717521049,21.851276309,0,2,0,0.0,11.717521049,0.0,4,22.877116967,42.104077427,0,4,0,0.0,22.877116967,0.0
P2_3cbdd7069d7c5fa1,scheduled_extensions,,1,1,2,3,5,7,1,3,1,5,2,12.664808335,28.061122013000002,0,2,0,0.0,12.664808335,0.0,4,23.115741949,53.485971291,0,4,0,0.0,23.115741949,0.0
P2_3cbea10f20db721b,scheduled_extensions,,1,1,2,3,3,5,1,1,1,3,2,5.355242866999999,10.553461917,0,2,0,0.0,5.355242866999999,0.0,4,10.568670921999999,21.712474657,0,4,0,0.0,10.568670921999999,0.0
P2_3cbf419ea82d010d,scheduled_extensions,,1,1,2,3,5,7,2,2,3,3,2,9.99978516,20.613035636,0,2,0,0.0,9.99978516,0.0,4,23.851910941,47.894287635000005,0,4,0,0.0,23.851910941,0.0
P2_3cc5015f9fcbf7be,scheduled_extensions,,1,1,2,3,6,6,4,1,4,1,2,9.131738336,16.944227427999998,0,2,0,0.0,9.131738336,0.0,4,16.186261948,30.011045275,0,4,0,0.0,16.186261948,0.0
P2_3cc8e6d3ebea1e64,scheduled_extensions,,1,1,2,3,3,5,1,1,1,3,2,5.822008277,11.682316092,0,2,0,0.0,5.822008277,0.0,4,13.363682205,29.491088795,0,4,0,0.0,13.363682205,0.0
P2_3cce68c4df86b962,scheduled_extensions,,1,1,2,3,8,15,7,0,10,4,2,6.737869228999999,11.485058624,0,2,0,0.0,6.737869228999999,0.0,4,21.066720467,37.614649574,0,4,0,0.0,21.066720467,0.0
P2_3cd3df35ce0c6be8,scheduled_extensions,,1,1,2,3,6,8,5,0,5,2,2,6.280431420999999,11.982632572,0,2,0,0.0,6.280431420999999,0.0,4,15.407231794000001,30.477091127,0,4,0,0.0,15.407231794000001,0.0
P2_3cde4966260d119a,scheduled_extensions,,1,1,2,3,7,10,4,2,4,5,2,8.710991915000001,16.097476861,0,2,0,0.0,8.710991915000001,0.0,4,21.047523749,41.834433917,0,4,0,0.0,21.047523749,0.0
P2_3cdf7118665ee23e,scheduled_extensions,,1,1,2,3,4,5,2,1,2,2,2,4.361038935,8.686852314,0,2,0,0.0,4.361038935,0.0,4,7.464867629,15.582118779,0,4,0,0.0,7.464867629,0.0
P2_3cdfc059feaddd0d,scheduled_extensions,,1,1,2,3,2,6,0,1,3,2,2,2.376452237,6.341169052,0,2,0,0.0,2.376452237,0.0,4,9.280764943,21.541471013,0,4,0,0.0,9.280764943,0.0
P2_3ce3ac6f35547598,scheduled_extensions,,1,1,2,3,5,10,1,3,5,4,2,10.229929491,22.236365238,0,2,0,0.0,10.229929491,0.0,4,23.813426020999998,49.662785861,0,4,0,0.0,23.813426020999998,0.0
P2_3ceede28dea1ff05,scheduled_extensions,,1,1,2,3,5,11,3,1,5,5,2,6.370692855,10.886159746,0,2,0,0.0,6.370692855,0.0,4,13.580053314999999,26.746134958000003,0,4,0,0.0,13.580053314999999,0.0
P2_3cfadafc8aa22cb1,scheduled_extensions,,1,1,2,3,3,6,1,1,1,4,2,5.367768028,9.717309618000002,0,2,0,0.0,5.367768028,0.0,4,15.670538938,32.205419571,0,4,0,0.0,15.670538938,0.0
P2_3d1132f11a9b5810,scheduled_extensions,,1,1,2,3,7,11,4,2,7,3,2,10.743519136,20.865827756999998,0,2,0,0.0,10.743519136,0.0,4,19.484607221,39.350884545999996,0,4,0,0.0,19.484607221,0.0
P2_3d16b39562cef927,scheduled_extensions,,1,1,2,3,4,6,2,1,3,2,2,4.625484331,8.052642337,0,2,0,0.0,4.625484331,0.0,4,9.639044615,19.237511220000002,0,4,0,0.0,9.639044615,0.0
P2_3d18d6fc4b51b343,scheduled_extensions,,1,1,2,3,5,8,2,2,3,4,2,5.460268037,11.450913497,0,2,0,0.0,5.460268037,0.0,4,12.714154207,26.476890586000003,0,4,0,0.0,12.714154207,0.0
P2_3d1f5cff61dd7e1e,scheduled_extensions,,1,1,2,3,7,8,4,2,4,3,2,10.743519136,20.865827756999998,0,2,0,0.0,10.743519136,0.0,4,21.819356446,43.110711611,0,4,0,0.0,21.819356446,0.0
P2_3d25c2e8c0ce3555,scheduled_extensions,,1,1,2,3,3,5,2,0,2,2,2,2.716064381,4.835684066,0,2,0,0.0,2.716064381,0.0,4,7.566610340999999,16.611032786,0,4,0,0.0,7.566610340999999,0.0
P2_3d27e79dda37ec46,scheduled_extensions,,1,1,2,3,4,5,2,1,2,2,2,3.80514004,7.201086397,0,2,0,0.0,3.80514004,0.0,4,9.821067803000002,20.298839416,0,4,0,0.0,9.821067803000002,0.0
P2_3d2967f7ce868d3b,scheduled_extensions,,1,1,2,3,3,6,0,2,1,4,2,7.884617631999999,18.343779879,0,2,0,0.0,7.884617631999999,0.0,4,19.587742658,44.722074884,0,4,0,0.0,19.587742658,0.0
P2_3d36a1c146048391,scheduled_extensions,,1,1,2,3,3,5,0,2,0,4,2,7.884617631999999,18.343779879,0,2,0,0.0,7.884617631999999,0.0,4,17.492079564,38.082818661,0,4,0,0.0,17.492079564,0.0
P2_3d36acd6f09fb438,scheduled_extensions,,1,1,2,3,9,11,4,4,6,4,2,12.075970254,20.825804877,0,2,0,0.0,12.075970254,0.0,4,18.085972075,32.285826725999996,0,4,0,0.0,18.085972075,0.0
P2_3d37b1044c1b1c90,scheduled_extensions,,1,1,2,3,5,9,1,3,4,4,2,6.6137230119999995,13.308307875,0,2,0,0.0,6.6137230119999995,0.0,4,14.508676432,28.767717284,0,4,0,0.0,14.508676432,0.0
P2_3d3a5bcb991a8739,scheduled_extensions,,1,1,2,3,10,15,4,5,5,9,2,10.737341649000001,21.842207791,0,2,0,0.0,10.737341649000001,0.0,4,18.121378772,36.64776423,0,4,0,0.0,18.121378772,0.0
P2_3d3f2b66017f4453,scheduled_extensions,,1,1,2,3,5,10,1,3,5,4,2,12.664808335,28.061122013000002,0,2,0,0.0,12.664808335,0.0,4,26.266753515,55.146466716999996,0,4,0,0.0,26.266753515,0.0
P2_3d4529e377a89cf5,scheduled_extensions,,1,1,2,3,8,12,7,0,9,2,2,6.737869228999999,11.485058624,0,2,0,0.0,6.737869228999999,0.0,4,21.069526221,38.857778183,0,4,0,0.0,21.069526221,0.0
P2_3d4deeb5a5a164b7,scheduled_extensions,,1,1,2,3,4,6,2,1,2,3,2,3.80514004,7.201086397,0,2,0,0.0,3.80514004,0.0,4,8.551944647000001,17.372352198,0,4,0,0.0,8.551944647000001,0.0
P2_3d516bb004d9a93b,scheduled_extensions,,1,1,2,3,5,10,1,3,2,7,2,6.399414838,12.793968255,0,2,0,0.0,6.399414838,0.0,4,13.356320418000001,26.057809357,0,4,0,0.0,13.356320418000001,0.0
P2_3d590b640c515aaa,scheduled_extensions,,1,1,2,3,10,13,6,3,6,6,2,23.044666819,37.398680894,0,2,0,0.0,23.044666819,0.0,4,50.908532416,87.67495520599999,0,4,0,0.0,50.908532416,0.0
P2_3d60290c5af79bff,scheduled_extensions,,1,1,2,3,4,11,0,3,3,7,2,5.880719689999999,14.748704305,0,2,0,0.0,5.880719689999999,0.0,4,18.338347165000002,42.417550132,0,4,0,0.0,18.338347165000002,0.0
P2_3d6131b615f06e83,scheduled_extensions,,1,1,2,3,7,9,5,1,7,1,2,7.433262398,12.492856862,0,2,0,0.0,7.433262398,0.0,4,12.582881383,24.526509978999997,0,4,0,0.0,12.582881383,0.0
P2_3d61cecc053c5af4,scheduled_extensions,,1,1,2,3,3,9,2,0,8,0,2,2.7891804760000003,4.945358207,0,2,0,0.0,2.7891804760000003,0.0,4,10.701245852,16.813456271,0,4,0,0.0,10.701245852,0.0
P2_3d7ce2a62db0be64,scheduled_extensions,,1,1,2,3,5,12,2,2,8,3,2,9.99978516,20.613035636,0,2,0,0.0,9.99978516,0.0,4,27.596544105000003,52.344546608,0,4,0,0.0,27.596544105000003,0.0
P2_3d85e82e9cc7f80e,scheduled_extensions,,1,1,2,3,5,9,1,3,1,7,2,9.656715252,21.022785523,0,2,0,0.0,9.656715252,0.0,4,13.70182827,33.324336478999996,0,4,0,0.0,13.70182827,0.0
P2_3d8a4ddd03137fdb,scheduled_extensions,,1,1,2,3,3,8,0,2,4,3,2,5.402698237999999,12.688860032000001,0,2,0,0.0,5.402698237999999,0.0,4,13.862626773999999,28.382612884,0,4,0,0.0,13.862626773999999,0.0
P2_3d90e1210248d195,scheduled_extensions,,1,1,2,3,5,6,2,2,2,3,2,9.99978516,20.613035636,0,2,0,0.0,9.99978516,0.0,4,17.471420706,37.685809627000005,0,4,0,0.0,17.471420706,0.0
P2_3d967bd156901067,scheduled_extensions,,1,1,2,3,8,15,6,1,10,4,2,8.198504238,14.880286334000001,0,2,0,0.0,8.198504238,0.0,4,20.525360016,44.549985998,0,4,0,0.0,20.525360016,0.0
P2_3d9db690ab007c42,scheduled_extensions,,1,1,2,3,5,8,3,1,4,3,2,6.221906037,11.730300755,0,2,0,0.0,6.221906037,0.0,4,19.080656395000002,36.650308253,0,4,0,0.0,19.080656395000002,0.0
P2_3da1cd9cd59e2759,scheduled_extensions,,1,1,2,3,4,6,1,2,1,4,2,2.580111139,6.35088237,0,2,0,0.0,2.580111139,0.0,4,6.33859872,16.546356525999997,0,4,0,0.0,6.33859872,0.0
P2_3da7ad49b77f9634,scheduled_extensions,,1,1,2,3,5,10,2,2,7,2,2,9.611582902,19.288232211999997,0,2,0,0.0,9.611582902,0.0,4,23.595619843,44.373557987,0,4,0,0.0,23.595619843,0.0
P2_3da9850509892c27,scheduled_extensions,,1,1,2,3,4,8,1,2,3,4,2,5.561465856,10.682864707,0,2,0,0.0,5.561465856,0.0,4,18.698610664,34.81080556,0,4,0,0.0,18.698610664,0.0
P2_3daaef618c8f855e,scheduled_extensions,,1,1,2,3,2,9,0,1,6,2,2,2.069205165,4.571521958,0,2,0,0.0,2.069205165,0.0,4,11.488243226000002,20.596727460999997,0,4,0,0.0,11.488243226000002,0.0
P2_3dab41b62577d8a0,scheduled_extensions,,1,1,2,3,2,6,0,1,1,4,2,1.54371971,4.277156959999999,0,2,0,0.0,1.54371971,0.0,4,15.622696787,36.748881178,0,4,0,0.0,15.622696787,0.0
P2_3db0398712c7e8da,scheduled_extensions,,1,1,2,3,5,11,3,1,6,4,2,6.221906037,11.730300755,0,2,0,0.0,6.221906037,0.0,4,11.113570183,19.805601825,0,4,0,0.0,11.113570183,0.0
P2_3db05201e85219dc,scheduled_extensions,,1,1,2,3,8,10,6,1,6,3,2,9.220053285999999,15.44292442,0,2,0,0.0,9.220053285999999,0.0,4,14.143468831,25.569813212,0,4,0,0.0,14.143468831,0.0
P2_3db48ed2e4cc4f45,scheduled_extensions,,1,1,2,3,5,11,1,3,6,4,2,3.228682355,7.907453285,0,2,0,0.0,3.228682355,0.0,4,8.336777523,19.293299274,0,4,0,0.0,8.336777523,0.0
