physical_cluster_id,population_unit_id,walk_min_to_stop,building_piece_population_model
EX_001,20230101_000000::RLB-70e974f4-1446-49a7-b89d-34d4ec4b6fd2::SEC=970580000002,11.930582605808514,24.94712010393661
EX_001,20230101_000000::RLB-723eb842-e1d1-4930-a5af-b5280d2ae466::SEC=970580000002,9.545307963726627,16.611683049086338
EX_001,20230101_000000::RLB-8639b389-953b-4264-8e9e-b8bcba592e75::SEC=970580000002,10.40870626695446,2.760558962960204
EX_001,20230101_000000::RLB-8d15c0f4-61dd-457e-b307-0f6910f4a5ff::SEC=970580000002,8.584037297396401,8.600440034573536
EX_001,20230101_000000::RLB-8fbab9a3-13a0-4600-8d3b-c6bf5cc896b9::SEC=970580000002,11.614350668303866,7.186550019562525
EX_001,20230101_000000::RLB-9028696c-3481-4837-adc9-69d2ed76f99a::SEC=970580000002,11.17478109964788,18.83286012089785
EX_001,20230101_000000::RLB-92cd67a1-acf1-4262-b403-288bab2a5a41::SEC=970580000002,9.714989305528274,6.049834288726393
EX_001,20230101_000000::RLB-9b9bb787-ad74-481a-9bb1-5bed7e5a43a8::SEC=970580000002,7.960894392306608,5.914499658022445
EX_001,20230101_000000::RLB-ab986f7d-4f69-443e-ad4e-04a00087a462::SEC=970580000002,9.912325051176794,12.33312833787602
EX_001,20230101_000000::RLB-ad201851-c61e-4c2a-a2c5-9f9da81633a8::SEC=970580000002,8.491429680454306,7.954440288141262
EX_001,20230101_000000::RLB-b6bcd6f9-8eb7-43a0-acd6-cdd7887827d2::SEC=970580000002,8.34914197547501,16.09659080686121
EX_001,20230101_000000::RLB-b8f4f30f-b0f9-4b39-b862-b81a9ecd8cc3::SEC=970580000002,10.829790562128144,7.145843137420561
EX_001,20230101_000000::RLB-bcf87368-7059-4cf9-ac0d-f95d31717fae::SEC=970580000002,10.919426377620947,8.83536113905566
EX_001,20230101_000000::RLB-c016e869-9cef-4675-a743-dbad8b723f98::SEC=970580000002,10.701884704981532,13.39851689572407
EX_001,20230101_000000::RLB-c3f401ba-32b8-4e17-9976-a7b7c62303f8::SEC=970580000002,9.545391669929023,4.87203525868224
EX_001,20230101_000000::RLB-c7eebcde-f6f1-44a7-b4fc-78cb88a462e1::SEC=970580000002,8.603702331805351,10.10455340743823
EX_001,20230101_000000::RLB-ca49cf85-91f6-4089-b78c-aa2fbd22df1d::SEC=970580000002,9.893017309407165,5.989879228946823
EX_001,20230101_000000::RLB-cc170f40-4452-429e-9c9c-ca34f3177ab5::SEC=970580000002,9.092549131547617,10.0281739077041
EX_001,20230101_000000::RLB-d0170eed-c5d9-4a78-9de9-d4ff274b1c87::SEC=970580000002,11.575429603594936,16.05577855592537
EX_001,20230101_000000::RLB-d452c10f-271d-4e1c-a439-b5d92385beeb::SEC=970580000002,11.963516337812388,3.5949123342063705
EX_001,20230101_000000::RLB-d8c1cf3c-0a03-488c-b4aa-1245ce34fbec::SEC=970580000002,11.506211477505072,0.145589407957185
EX_001,20230101_000000::RLB-e5a53aaf-605f-4d62-9089-e17b8b1a92a8::SEC=970580000002,11.936226884305427,32.39028235455426
EX_001,20230101_000000::RLB-ea5736d2-e77b-4906-9e69-d5386c3cb0db::SEC=970580000002,9.908447120988994,4.710334723454859
EX_001,20230101_000000::RLB-eb562e02-d3bf-4dad-94ff-c6e6bc5fda02::SEC=970580000002,10.267904972796728,6.251142255562526
EX_001,20230101_000000::RLB-f1adc125-8669-444b-ab8b-90385943a662::SEC=970580000002,10.08336226478352,13.47714935204292
EX_001,20230101_000000::RLB-f5a0c1fe-6a86-4ce3-9318-7061f9a634ff::SEC=970580000002,9.25390991133251,12.584796695313866
EX_001,20230101_000000::RLB-f5d4941c-6088-439c-8972-8ff432c02ba4::SEC=970580000002,11.954463260275263,5.751057713062576
EX_001,20230101_000000::RLB-fbe9abbe-bb1a-4106-8875-a7271ae478c3::SEC=970580000002,9.631308467522489,10.856328137007532
EX_001,20230101_000000::RLB-fbebb7b3-a8d6-49e6-8e7d-c139117a1489::SEC=970580000002,10.94886762603699,12.914048711350995
