anchor_id,evidence_status,enabled,graph_node_id,source_kind,source_members,source_member_count,source_member_kinds,municipalities,representative_snap_distance_m,epoch_id
P2S_0039,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532799.29:5063360.61,PROPOSED_STOP,P2S_0039,1,PROPOSED_STOP,Calco,5.921603,gate-d-2026-09-03-834d5caa0bfd
P2S_0040,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530247.16:5063383.16,PROPOSED_STOP,P2S_0040,1,PROPOSED_STOP,Olgiate Molgora,4.540140,gate-d-2026-09-03-834d5caa0bfd
P2S_0041,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533549.76:5063392.75,PROPOSED_STOP,P2S_0041,1,PROPOSED_STOP,Calco,2.588422,gate-d-2026-09-03-834d5caa0bfd
P2S_0042,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532515.89:5063400.24,PROPOSED_STOP,P2S_0042,1,PROPOSED_STOP,Calco,26.139118,gate-d-2026-09-03-834d5caa0bfd
P2S_0043,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528370.01:5063423.36,PROPOSED_STOP,P2S_0043,1,PROPOSED_STOP,La Valletta Brianza,3.228522,gate-d-2026-09-03-834d5caa0bfd
P2S_0044,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531015.18:5063440.53,PROPOSED_STOP,P2S_0044,1,PROPOSED_STOP,Olgiate Molgora,5.383864,gate-d-2026-09-03-834d5caa0bfd
P2S_0045,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533230.21:5063478.67,PROPOSED_STOP,P2S_0045,1,PROPOSED_STOP,Calco,5.231112,gate-d-2026-09-03-834d5caa0bfd
P2S_0046,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531318.16:5063490.12,PROPOSED_STOP,P2S_0046,1,PROPOSED_STOP,Olgiate Molgora,2.601055,gate-d-2026-09-03-834d5caa0bfd
P2S_0047,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529784.16:5063500.87,PROPOSED_STOP,P2S_0047,1,PROPOSED_STOP,La Valletta Brianza,0.921909,gate-d-2026-09-03-834d5caa0bfd
P2S_0048,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533802.59:5063525.44,PROPOSED_STOP,P2S_0048,1,PROPOSED_STOP,Calco,0.290393,gate-d-2026-09-03-834d5caa0bfd
P2S_0049,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530035.30:5063551.69,PROPOSED_STOP,P2S_0049,1,PROPOSED_STOP,La Valletta Brianza,10.158930,gate-d-2026-09-03-834d5caa0bfd
P2S_0050,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529213.73:5063607.88,PROPOSED_STOP,P2S_0050,1,PROPOSED_STOP,La Valletta Brianza,9.599279,gate-d-2026-09-03-834d5caa0bfd
P2S_0051,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530547.27:5063600.94,PROPOSED_STOP,P2S_0051,1,PROPOSED_STOP,Olgiate Molgora,1.451985,gate-d-2026-09-03-834d5caa0bfd
P2S_0052,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533601.70:5063620.67,PROPOSED_STOP,P2S_0052,1,PROPOSED_STOP,Calco,11.310417,gate-d-2026-09-03-834d5caa0bfd
P2S_0053,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528251.53:5063629.42,PROPOSED_STOP,P2S_0053,1,PROPOSED_STOP,La Valletta Brianza,3.318144,gate-d-2026-09-03-834d5caa0bfd
P2S_0054,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534203.06:5063624.46,PROPOSED_STOP,P2S_0054,1,PROPOSED_STOP,Calco,9.737348,gate-d-2026-09-03-834d5caa0bfd
P2S_0055,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534512.66:5063639.49,PROPOSED_STOP,P2S_0055,1,PROPOSED_STOP,Calco,17.188749,gate-d-2026-09-03-834d5caa0bfd
P2S_0056,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530862.52:5063709.67,PROPOSED_STOP,P2S_0056,1,PROPOSED_STOP,Olgiate Molgora,0.322277,gate-d-2026-09-03-834d5caa0bfd
P2S_0057,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529816.28:5063710.78,PROPOSED_STOP,P2S_0057,1,PROPOSED_STOP,La Valletta Brianza,10.686971,gate-d-2026-09-03-834d5caa0bfd
P2S_0058,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533255.66:5063754.14,PROPOSED_STOP,P2S_0058,1,PROPOSED_STOP,Calco,7.386240,gate-d-2026-09-03-834d5caa0bfd
P2S_0059,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532665.68:5063771.89,PROPOSED_STOP,P2S_0059,1,PROPOSED_STOP,Calco,9.475232,gate-d-2026-09-03-834d5caa0bfd
P2S_0060,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529485.67:5063812.74,PROPOSED_STOP,P2S_0060,1,PROPOSED_STOP,La Valletta Brianza,7.484934,gate-d-2026-09-03-834d5caa0bfd
P2S_0061,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534341.38:5063837.53,PROPOSED_STOP,P2S_0061,1,PROPOSED_STOP,Calco,9.525586,gate-d-2026-09-03-834d5caa0bfd
P2S_0062,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533967.82:5063859.74,PROPOSED_STOP,P2S_0062,1,PROPOSED_STOP,Calco,27.213642,gate-d-2026-09-03-834d5caa0bfd
P2S_0063,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528985.23:5063872.75,PROPOSED_STOP,P2S_0063,1,PROPOSED_STOP,La Valletta Brianza,10.965496,gate-d-2026-09-03-834d5caa0bfd
P2S_0064,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531073.30:5063874.33,PROPOSED_STOP,P2S_0064,1,PROPOSED_STOP,Olgiate Molgora,4.566861,gate-d-2026-09-03-834d5caa0bfd
P2S_0065,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530113.29:5063882.84,PROPOSED_STOP,P2S_0065,1,PROPOSED_STOP,La Valletta Brianza,1.227216,gate-d-2026-09-03-834d5caa0bfd
P2S_0066,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527952.40:5063922.33,PROPOSED_STOP,P2S_0066,1,PROPOSED_STOP,La Valletta Brianza,3.496601,gate-d-2026-09-03-834d5caa0bfd
P2S_0067,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533698.16:5063970.12,PROPOSED_STOP,P2S_0067,1,PROPOSED_STOP,Brivio,19.768515,gate-d-2026-09-03-834d5caa0bfd
P2S_0068,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534574.45:5063964.23,PROPOSED_STOP,P2S_0068,1,PROPOSED_STOP,Calco,5.207210,gate-d-2026-09-03-834d5caa0bfd
P2S_0069,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529712.25:5063957.24,PROPOSED_STOP,P2S_0069,1,PROPOSED_STOP,La Valletta Brianza,16.540541,gate-d-2026-09-03-834d5caa0bfd
P2S_0070,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532834.30:5063977.48,PROPOSED_STOP,P2S_0070,1,PROPOSED_STOP,Calco,6.622005,gate-d-2026-09-03-834d5caa0bfd
P2S_0071,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530453.87:5064008.69,PROPOSED_STOP,P2S_0071,1,PROPOSED_STOP,Olgiate Molgora,3.876987,gate-d-2026-09-03-834d5caa0bfd
P2S_0072,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527672.52:5064040.01,PROPOSED_STOP,P2S_0072,1,PROPOSED_STOP,La Valletta Brianza,4.282366,gate-d-2026-09-03-834d5caa0bfd
P2S_0073,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530873.52:5064049.60,PROPOSED_STOP,P2S_0073,1,PROPOSED_STOP,Olgiate Molgora,4.816239,gate-d-2026-09-03-834d5caa0bfd
P2S_0074,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529943.42:5064064.35,PROPOSED_STOP,P2S_0074,1,PROPOSED_STOP,La Valletta Brianza,9.085776,gate-d-2026-09-03-834d5caa0bfd
P2S_0075,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529462.31:5064080.87,PROPOSED_STOP,P2S_0075,1,PROPOSED_STOP,La Valletta Brianza,14.691297,gate-d-2026-09-03-834d5caa0bfd
P2S_0076,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533465.71:5064074.30,PROPOSED_STOP,P2S_0076,1,PROPOSED_STOP,Brivio,24.420664,gate-d-2026-09-03-834d5caa0bfd
P2S_0077,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527237.90:5064133.74,PROPOSED_STOP,P2S_0077,1,PROPOSED_STOP,La Valletta Brianza,1.821479,gate-d-2026-09-03-834d5caa0bfd
P2S_0078,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534315.96:5064153.01,PROPOSED_STOP,P2S_0078,1,PROPOSED_STOP,Calco,6.882416,gate-d-2026-09-03-834d5caa0bfd
P2S_0079,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528842.89:5064164.89,PROPOSED_STOP,P2S_0079,1,PROPOSED_STOP,La Valletta Brianza,1.456366,gate-d-2026-09-03-834d5caa0bfd
P2S_0080,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526946.21:5064173.08,PROPOSED_STOP,P2S_0080,1,PROPOSED_STOP,La Valletta Brianza,9.109306,gate-d-2026-09-03-834d5caa0bfd
P2S_0081,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532316.55:5064184.60,PROPOSED_STOP,P2S_0081,1,PROPOSED_STOP,Calco,1.791879,gate-d-2026-09-03-834d5caa0bfd
P2S_0082,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529740.66:5064196.31,PROPOSED_STOP,P2S_0082,1,PROPOSED_STOP,La Valletta Brianza,4.914602,gate-d-2026-09-03-834d5caa0bfd
P2S_0083,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530635.70:5064214.52,PROPOSED_STOP,P2S_0083,1,PROPOSED_STOP,Olgiate Molgora,34.531307,gate-d-2026-09-03-834d5caa0bfd
P2S_0084,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528145.87:5064231.91,PROPOSED_STOP,P2S_0084,1,PROPOSED_STOP,La Valletta Brianza,4.111575,gate-d-2026-09-03-834d5caa0bfd
P2S_0085,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534716.45:5064245.27,PROPOSED_STOP,P2S_0085,1,PROPOSED_STOP,Calco,2.484804,gate-d-2026-09-03-834d5caa0bfd
P2S_0086,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531240.07:5064288.01,PROPOSED_STOP,P2S_0086,1,PROPOSED_STOP,Olgiate Molgora,45.504044,gate-d-2026-09-03-834d5caa0bfd
P2S_0087,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529109.83:5064267.15,PROPOSED_STOP,P2S_0087,1,PROPOSED_STOP,La Valletta Brianza,8.584882,gate-d-2026-09-03-834d5caa0bfd
P2S_0088,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533190.34:5064273.46,PROPOSED_STOP,P2S_0088,1,PROPOSED_STOP,Brivio,16.570831,gate-d-2026-09-03-834d5caa0bfd
P2S_0089,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532650.92:5064288.76,PROPOSED_STOP,P2S_0089,1,PROPOSED_STOP,Calco,8.563943,gate-d-2026-09-03-834d5caa0bfd
P2S_0090,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527620.14:5064313.82,PROPOSED_STOP,P2S_0090,1,PROPOSED_STOP,La Valletta Brianza,1.266742,gate-d-2026-09-03-834d5caa0bfd
P2S_0091,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528321.01:5064353.59,PROPOSED_STOP,P2S_0091,1,PROPOSED_STOP,La Valletta Brianza,16.660408,gate-d-2026-09-03-834d5caa0bfd
P2S_0092,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528638.19:5064373.82,PROPOSED_STOP,P2S_0092,1,PROPOSED_STOP,La Valletta Brianza,22.730916,gate-d-2026-09-03-834d5caa0bfd
P2S_0093,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527064.83:5064371.57,PROPOSED_STOP,P2S_0093,1,PROPOSED_STOP,La Valletta Brianza,3.087835,gate-d-2026-09-03-834d5caa0bfd
P2S_0094,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534530.73:5064398.37,PROPOSED_STOP,P2S_0094,1,PROPOSED_STOP,Brivio,14.289805,gate-d-2026-09-03-834d5caa0bfd
P2S_0095,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530854.09:5064398.13,PROPOSED_STOP,P2S_0095,1,PROPOSED_STOP,Olgiate Molgora,0.553503,gate-d-2026-09-03-834d5caa0bfd
P2S_0096,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532960.02:5064419.59,PROPOSED_STOP,P2S_0096,1,PROPOSED_STOP,Brivio,10.307881,gate-d-2026-09-03-834d5caa0bfd
P2S_0097,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527858.93:5064427.63,PROPOSED_STOP,P2S_0097,1,PROPOSED_STOP,La Valletta Brianza,38.268697,gate-d-2026-09-03-834d5caa0bfd
P2S_0098,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531437.77:5064473.44,PROPOSED_STOP,P2S_0098,1,PROPOSED_STOP,Olgiate Molgora,1.925479,gate-d-2026-09-03-834d5caa0bfd
P2S_0099,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533870.67:5064508.82,PROPOSED_STOP,P2S_0099,1,PROPOSED_STOP,Brivio,1.277853,gate-d-2026-09-03-834d5caa0bfd
P2S_0100,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533614.28:5064556.84,PROPOSED_STOP,P2S_0100,1,PROPOSED_STOP,Brivio,6.138786,gate-d-2026-09-03-834d5caa0bfd
P2S_0101,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530565.96:5064577.63,PROPOSED_STOP,P2S_0101,1,PROPOSED_STOP,Olgiate Molgora,14.054211,gate-d-2026-09-03-834d5caa0bfd
P2S_0102,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527460.89:5064584.71,PROPOSED_STOP,P2S_0102,1,PROPOSED_STOP,La Valletta Brianza,7.128063,gate-d-2026-09-03-834d5caa0bfd
P2S_0103,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529582.19:5064576.20,PROPOSED_STOP,P2S_0103,1,PROPOSED_STOP,La Valletta Brianza,5.036052,gate-d-2026-09-03-834d5caa0bfd
P2S_0104,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528856.81:5064601.09,PROPOSED_STOP,P2S_0104,1,PROPOSED_STOP,La Valletta Brianza,21.335627,gate-d-2026-09-03-834d5caa0bfd
P2S_0105,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533396.89:5064610.16,PROPOSED_STOP,P2S_0105,1,PROPOSED_STOP,Brivio,0.758746,gate-d-2026-09-03-834d5caa0bfd
P2S_0106,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527159.45:5064613.98,PROPOSED_STOP,P2S_0106,1,PROPOSED_STOP,La Valletta Brianza,3.014022,gate-d-2026-09-03-834d5caa0bfd
P2S_0107,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531893.53:5064624.64,PROPOSED_STOP,P2S_0107,1,PROPOSED_STOP,Olgiate Molgora,19.487890,gate-d-2026-09-03-834d5caa0bfd
P2S_0108,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528107.40:5064656.13,PROPOSED_STOP,P2S_0108,1,PROPOSED_STOP,La Valletta Brianza,5.263096,gate-d-2026-09-03-834d5caa0bfd
P2S_0109,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534645.67:5064661.22,PROPOSED_STOP,P2S_0109,1,PROPOSED_STOP,Brivio,2.485985,gate-d-2026-09-03-834d5caa0bfd
P2S_0110,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528548.21:5064679.22,PROPOSED_STOP,P2S_0110,1,PROPOSED_STOP,La Valletta Brianza,10.358923,gate-d-2026-09-03-834d5caa0bfd
P2S_0111,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530905.15:5064672.96,PROPOSED_STOP,P2S_0111,1,PROPOSED_STOP,Olgiate Molgora,3.512695,gate-d-2026-09-03-834d5caa0bfd
P2S_0112,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534044.21:5064703.95,PROPOSED_STOP,P2S_0112,1,PROPOSED_STOP,Brivio,1.632360,gate-d-2026-09-03-834d5caa0bfd
P2S_0113,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526913.75:5064725.37,PROPOSED_STOP,P2S_0113,1,PROPOSED_STOP,La Valletta Brianza,33.041448,gate-d-2026-09-03-834d5caa0bfd
P2S_0114,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529354.08:5064728.48,PROPOSED_STOP,P2S_0114,1,PROPOSED_STOP,La Valletta Brianza,6.707389,gate-d-2026-09-03-834d5caa0bfd
P2S_0115,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527719.87:5064748.49,PROPOSED_STOP,P2S_0115,1,PROPOSED_STOP,La Valletta Brianza,4.673321,gate-d-2026-09-03-834d5caa0bfd
P2S_0116,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532160.57:5064755.91,PROPOSED_STOP,P2S_0116,1,PROPOSED_STOP,Olgiate Molgora,0.136751,gate-d-2026-09-03-834d5caa0bfd
P2S_0117,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529849.77:5064754.28,PROPOSED_STOP,P2S_0117,1,PROPOSED_STOP,Santa Maria Hoè,5.671100,gate-d-2026-09-03-834d5caa0bfd
P2S_0118,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534325.75:5064775.80,PROPOSED_STOP,P2S_0118,1,PROPOSED_STOP,Brivio,16.719404,gate-d-2026-09-03-834d5caa0bfd
P2S_0119,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528306.16:5064794.26,PROPOSED_STOP,P2S_0119,1,PROPOSED_STOP,La Valletta Brianza,0.024591,gate-d-2026-09-03-834d5caa0bfd
P2S_0120,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530366.70:5064808.16,PROPOSED_STOP,P2S_0120,1,PROPOSED_STOP,Olgiate Molgora,5.126182,gate-d-2026-09-03-834d5caa0bfd
P2S_0121,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526638.46:5064829.57,PROPOSED_STOP,P2S_0121,1,PROPOSED_STOP,La Valletta Brianza,5.189694,gate-d-2026-09-03-834d5caa0bfd
