procom_res,origin_name,procom_lav,destination_name,workers,rank,category,share_of_origin_pct,cumulative_share_pct,rail_addressability,rail_evidence,feeder_objective_eligible,rail_semantics
097058,Olgiate Molgora,108001,Agrate Brianza,20,20,OTHER_EXTERNAL,0.874508,68.124180,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108012,Brugherio,19,21,OTHER_EXTERNAL,0.830783,68.954963,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016074,Cisano Bergamasco,18,22,OTHER_EXTERNAL,0.787057,69.742020,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097057,Oggiono,18,23,OTHER_EXTERNAL,0.787057,70.529077,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108004,Arcore,17,24,S8_DIRECT,0.743332,71.272409,DIRECT_S8_GTFS_VERIFIED,S01510,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016046,Calusco d'Adda,16,25,OTHER_EXTERNAL,0.699606,71.972016,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108053,Cornate d'Adda,15,26,OTHER_EXTERNAL,0.655881,72.627897,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097083,Valmadrera,14,27,OTHER_EXTERNAL,0.612156,73.240052,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097006,Barzanò,13,28,OTHER_EXTERNAL,0.568430,73.808483,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108028,Lissone,13,29,OTHER_EXTERNAL,0.568430,74.376913,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097076,Sirtori,13,30,OTHER_EXTERNAL,0.568430,74.945343,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097002,Airuno,12,31,S8_DIRECT,0.524705,75.470048,DIRECT_S8_GTFS_VERIFIED,S01515,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108038,Ronco Briantino,12,32,OTHER_EXTERNAL,0.524705,75.994753,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015209,Sesto San Giovanni,12,33,S8_DIRECT,0.524705,76.519458,DIRECT_S8_GTFS_VERIFIED,S01325,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016024,Bergamo,11,34,OTHER_EXTERNAL,0.480979,77.000437,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097017,Cassago Brianza,11,35,OTHER_EXTERNAL,0.480979,77.481417,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108021,Concorezzo,11,36,OTHER_EXTERNAL,0.480979,77.962396,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097026,Costa Masnaga,11,37,OTHER_EXTERNAL,0.480979,78.443376,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097038,Garlate,11,38,OTHER_EXTERNAL,0.480979,78.924355,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108044,Usmate Velate,11,39,OTHER_EXTERNAL,0.480979,79.405334,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097011,Bulciago,10,40,OTHER_EXTERNAL,0.437254,79.842589,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097019,Castello di Brianza,10,41,OTHER_EXTERNAL,0.437254,80.279843,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097036,Galbiate,10,42,OTHER_EXTERNAL,0.437254,80.717097,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097037,Garbagnate Monastero,10,43,OTHER_EXTERNAL,0.437254,81.154351,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108039,Seregno,10,44,OTHER_EXTERNAL,0.437254,81.591605,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097075,Sirone,10,45,OTHER_EXTERNAL,0.437254,82.028859,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097009,Bosisio Parini,9,46,OTHER_EXTERNAL,0.393529,82.422387,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013075,Como,9,47,OTHER_EXTERNAL,0.393529,82.815916,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108007,Bernareggio,8,48,OTHER_EXTERNAL,0.349803,83.165719,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108016,Carnate,7,49,S8_DIRECT,0.306078,83.471797,DIRECT_S8_GTFS_VERIFIED,S01511,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097016,Casatenovo,7,50,OTHER_EXTERNAL,0.306078,83.777875,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015077,Cinisello Balsamo,7,51,OTHER_EXTERNAL,0.306078,84.083953,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097031,Dolzago,7,52,OTHER_EXTERNAL,0.306078,84.390031,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097051,Molteno,7,53,OTHER_EXTERNAL,0.306078,84.696108,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097053,Montevecchia,7,54,OTHER_EXTERNAL,0.306078,85.002186,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108042,Sulbiate,7,55,OTHER_EXTERNAL,0.306078,85.308264,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108008,Besana in Brianza,6,56,OTHER_EXTERNAL,0.262352,85.570617,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015051,Carugate,6,57,OTHER_EXTERNAL,0.262352,85.832969,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016057,Carvico,6,58,OTHER_EXTERNAL,0.262352,86.095321,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013095,Erba,6,59,OTHER_EXTERNAL,0.262352,86.357674,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108031,Mezzago,6,60,OTHER_EXTERNAL,0.262352,86.620026,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097052,Monte Marenzo,6,61,OTHER_EXTERNAL,0.262352,86.882379,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097054,Monticello Brianza,6,62,OTHER_EXTERNAL,0.262352,87.144731,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,024008,Arzignano,5,63,OTHER_EXTERNAL,0.218627,87.363358,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108009,Biassono,5,64,OTHER_EXTERNAL,0.218627,87.581985,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016034,Bottanuco,5,65,OTHER_EXTERNAL,0.218627,87.800612,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108015,Carate Brianza,5,66,OTHER_EXTERNAL,0.218627,88.019239,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108017,Cavenago di Brianza,5,67,OTHER_EXTERNAL,0.218627,88.237866,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015081,Cologno Monzese,5,68,OTHER_EXTERNAL,0.218627,88.456493,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016089,Curno,5,69,OTHER_EXTERNAL,0.218627,88.675120,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108024,Giussano,5,70,OTHER_EXTERNAL,0.218627,88.893747,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015116,Lainate,5,71,OTHER_EXTERNAL,0.218627,89.112374,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097045,Malgrate,5,72,OTHER_EXTERNAL,0.218627,89.331001,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097056,Nibionno,5,73,OTHER_EXTERNAL,0.218627,89.549628,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108036,Ornago,5,74,OTHER_EXTERNAL,0.218627,89.768255,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097062,Paderno d'Adda,5,75,OTHER_EXTERNAL,0.218627,89.986882,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015224,Truccazzano,5,76,OTHER_EXTERNAL,0.218627,90.205509,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097082,Valgreghentino,5,77,OTHER_EXTERNAL,0.218627,90.424136,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015070,Cernusco sul Naviglio,4,78,OTHER_EXTERNAL,0.174902,90.599038,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097024,Colle Brianza,4,79,OTHER_EXTERNAL,0.174902,90.773940,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097033,Ello,4,80,OTHER_EXTERNAL,0.174902,90.948841,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013136,Lurago d'Erba,4,81,OTHER_EXTERNAL,0.174902,91.123743,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013170,Orsenigo,4,82,OTHER_EXTERNAL,0.174902,91.298645,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015172,Pessano con Bornago,4,83,OTHER_EXTERNAL,0.174902,91.473546,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016203,Sotto il Monte Giovanni XXIII,4,84,OTHER_EXTERNAL,0.174902,91.648448,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097090,Viganò,4,85,OTHER_EXTERNAL,0.174902,91.823349,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108049,Villasanta,4,86,OTHER_EXTERNAL,0.174902,91.998251,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108013,Burago di Molgora,3,87,OTHER_EXTERNAL,0.131176,92.129427,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108051,Busnago,3,88,OTHER_EXTERNAL,0.131176,92.260603,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016043,Calcinate,3,89,OTHER_EXTERNAL,0.131176,92.391780,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097028,Cremella,3,90,OTHER_EXTERNAL,0.131176,92.522956,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108023,Desio,3,91,OTHER_EXTERNAL,0.131176,92.654132,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013101,Figino Serenza,3,92,OTHER_EXTERNAL,0.131176,92.785308,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108029,Macherio,3,93,OTHER_EXTERNAL,0.131176,92.916484,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013143,Mariano Comense,3,94,OTHER_EXTERNAL,0.131176,93.047661,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015171,Peschiera Borromeo,3,95,OTHER_EXTERNAL,0.131176,93.178837,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016171,Pontida,3,96,OTHER_EXTERNAL,0.131176,93.310013,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015205,Segrate,3,97,OTHER_EXTERNAL,0.131176,93.441189,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015221,Trezzo sull'Adda,3,98,OTHER_EXTERNAL,0.131176,93.572366,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016238,Villa d'Adda,3,99,OTHER_EXTERNAL,0.131176,93.703542,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016008,Alzano Lombardo,2,100,OTHER_EXTERNAL,0.087451,93.790993,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013007,Alzate Brianza,2,101,OTHER_EXTERNAL,0.087451,93.878443,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016009,Ambivere,2,102,OTHER_EXTERNAL,0.087451,93.965894,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013009,Anzano del Parco,2,103,OTHER_EXTERNAL,0.087451,94.053345,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015011,Assago,2,104,OTHER_EXTERNAL,0.087451,94.140796,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016016,Azzano San Paolo,2,105,OTHER_EXTERNAL,0.087451,94.228247,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108006,Bellusco,2,106,OTHER_EXTERNAL,0.087451,94.315697,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016030,Bonate Sopra,2,107,OTHER_EXTERNAL,0.087451,94.403148,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,017029,Brescia,2,108,OTHER_EXTERNAL,0.087451,94.490599,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013041,Cantù,2,109,OTHER_EXTERNAL,0.087451,94.578050,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016062,Castelli Calepio,2,110,OTHER_EXTERNAL,0.087451,94.665501,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108019,Cesano Maderno,2,111,OTHER_EXTERNAL,0.087451,94.752951,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016072,Chignolo d'Isola,2,112,OTHER_EXTERNAL,0.087451,94.840402,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016091,Dalmine,2,113,OTHER_EXTERNAL,0.087451,94.927853,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015106,Gessate,2,114,OTHER_EXTERNAL,0.087451,95.015304,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016117,Grassobbio,2,115,OTHER_EXTERNAL,0.087451,95.102755,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015118,Legnano,2,116,OTHER_EXTERNAL,0.087451,95.190206,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016132,Mapello,2,117,OTHER_EXTERNAL,0.087451,95.277656,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016250,Medolago,2,118,OTHER_EXTERNAL,0.087451,95.365107,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015157,Novate Milanese,2,119,OTHER_EXTERNAL,0.087451,95.452558,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016150,Orio al Serio,2,120,OTHER_EXTERNAL,0.087451,95.540009,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015166,Paderno Dugnano,2,121,OTHER_EXTERNAL,0.087451,95.627460,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015170,Pero,2,122,OTHER_EXTERNAL,0.087451,95.714910,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015179,Pregnana Milanese,2,123,OTHER_EXTERNAL,0.087451,95.802361,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108037,Renate,2,124,OTHER_EXTERNAL,0.087451,95.889812,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015189,Rozzano,2,125,OTHER_EXTERNAL,0.087451,95.977263,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015192,San Donato Milanese,2,126,OTHER_EXTERNAL,0.087451,96.064714,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015195,San Giuliano Milanese,2,127,OTHER_EXTERNAL,0.087451,96.152164,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108041,Sovico,2,128,OTHER_EXTERNAL,0.087451,96.239615,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016209,Suisio,2,129,OTHER_EXTERNAL,0.087451,96.327066,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108046,Vedano al Lambro,2,130,OTHER_EXTERNAL,0.087451,96.414517,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108047,Veduggio con Colzano,2,131,OTHER_EXTERNAL,0.087451,96.501968,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,018177,Vigevano,2,132,OTHER_EXTERNAL,0.087451,96.589418,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108002,Aicurzio,1,133,OTHER_EXTERNAL,0.043725,96.633144,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013004,Albese con Cassano,1,134,OTHER_EXTERNAL,0.043725,96.676869,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016006,Almenno San Bartolomeo,1,135,OTHER_EXTERNAL,0.043725,96.720595,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097003,Annone di Brianza,1,136,OTHER_EXTERNAL,0.043725,96.764320,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015009,Arese,1,137,OTHER_EXTERNAL,0.043725,96.808045,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,013012,Arosio,1,138,OTHER_EXTERNAL,0.043725,96.851771,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,012008,Barasso,1,139,OTHER_EXTERNAL,0.043725,96.895496,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015014,Basiano,1,140,OTHER_EXTERNAL,0.043725,96.939222,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015024,Binasco,1,141,OTHER_EXTERNAL,0.043725,96.982947,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,012016,Bodio Lomnago,1,142,OTHER_EXTERNAL,0.043725,97.026672,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016029,Boltiere,1,143,OTHER_EXTERNAL,0.043725,97.070398,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108011,Briosco,1,144,OTHER_EXTERNAL,0.043725,97.114123,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,012026,Busto Arsizio,1,145,OTHER_EXTERNAL,0.043725,97.157849,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108014,Camparada,1,146,OTHER_EXTERNAL,0.043725,97.201574,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108052,Caponago,1,147,OTHER_EXTERNAL,0.043725,97.245300,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,016051,Capriate San Gervasio,1,148,OTHER_EXTERNAL,0.043725,97.289025,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
