preprune_row,representative_preprune_row,pruned,reason,distance_m,catchment_jaccard
272,267,True,CANDIDATE_SPACING_REDUNDANCY,166.00458756548952,
273,267,True,CANDIDATE_SPACING_REDUNDANCY,148.63359071996732,
274,274,False,RETAINED_SPATIAL_ORDER,,
275,266,True,CANDIDATE_SPACING_REDUNDANCY,156.51852363036605,
276,276,False,RETAINED_SPATIAL_ORDER,,
277,269,True,CANDIDATE_SPACING_REDUNDANCY,158.5736454943751,
278,278,False,RETAINED_SPATIAL_ORDER,,
279,279,False,RETAINED_SPATIAL_ORDER,,
280,271,True,CANDIDATE_SPACING_REDUNDANCY,154.9169162949921,
281,279,True,CANDIDATE_SPACING_REDUNDANCY,149.6247040120273,
282,274,True,CANDIDATE_SPACING_REDUNDANCY,188.58666149157165,
283,276,True,CANDIDATE_SPACING_REDUNDANCY,148.30494111666664,
284,284,False,RETAINED_SPATIAL_ORDER,,
285,278,True,CANDIDATE_SPACING_REDUNDANCY,149.92496836547352,
286,286,False,RETAINED_SPATIAL_ORDER,,
287,287,False,RETAINED_SPATIAL_ORDER,,
288,288,False,RETAINED_SPATIAL_ORDER,,
289,289,False,RETAINED_SPATIAL_ORDER,,
290,290,False,RETAINED_SPATIAL_ORDER,,
291,279,True,CANDIDATE_SPACING_REDUNDANCY,207.697612486239,
292,287,True,CANDIDATE_SPACING_REDUNDANCY,141.93825163900556,
293,289,True,CANDIDATE_SPACING_REDUNDANCY,147.62111496594503,
294,294,False,RETAINED_SPATIAL_ORDER,,
295,294,True,CANDIDATE_SPACING_REDUNDANCY,167.81777209806427,
296,296,False,RETAINED_SPATIAL_ORDER,,
297,297,False,RETAINED_SPATIAL_ORDER,,
298,296,True,CANDIDATE_SPACING_REDUNDANCY,215.3717655076844,
299,290,True,CANDIDATE_SPACING_REDUNDANCY,169.55696883104022,
300,297,True,CANDIDATE_SPACING_REDUNDANCY,207.40746941501638,
301,301,False,RETAINED_SPATIAL_ORDER,,
302,302,False,RETAINED_SPATIAL_ORDER,,
303,303,False,RETAINED_SPATIAL_ORDER,,
304,304,False,RETAINED_SPATIAL_ORDER,,
305,303,True,CANDIDATE_SPACING_REDUNDANCY,149.96381012669914,
306,302,True,CANDIDATE_SPACING_REDUNDANCY,169.41659817864738,
307,307,False,RETAINED_SPATIAL_ORDER,,
308,308,False,RETAINED_SPATIAL_ORDER,,
309,297,True,CANDIDATE_SPACING_REDUNDANCY,171.13808864165716,
310,297,True,CANDIDATE_SPACING_REDUNDANCY,219.30631565638018,
311,302,True,CANDIDATE_SPACING_REDUNDANCY,171.9695060160446,
312,312,False,RETAINED_SPATIAL_ORDER,,
313,313,False,RETAINED_SPATIAL_ORDER,,
314,308,True,CANDIDATE_SPACING_REDUNDANCY,194.49334611450664,
315,315,False,RETAINED_SPATIAL_ORDER,,
316,313,True,CANDIDATE_SPACING_REDUNDANCY,188.3302866992906,
317,312,True,CANDIDATE_SPACING_REDUNDANCY,149.99826878387432,
318,315,True,CANDIDATE_SPACING_REDUNDANCY,148.35694484784878,
319,319,False,RETAINED_SPATIAL_ORDER,,
320,320,False,RETAINED_SPATIAL_ORDER,,
321,308,True,CANDIDATE_SPACING_REDUNDANCY,187.30387375074412,
322,322,False,RETAINED_SPATIAL_ORDER,,
323,320,True,CANDIDATE_SPACING_REDUNDANCY,144.35984144879478,
324,324,False,RETAINED_SPATIAL_ORDER,,
325,325,False,RETAINED_SPATIAL_ORDER,,
326,315,True,CANDIDATE_SPACING_REDUNDANCY,206.45286831767962,
327,320,True,CANDIDATE_SPACING_REDUNDANCY,174.43627650872298,
328,319,True,CANDIDATE_SPACING_REDUNDANCY,155.37641845124,
329,329,False,RETAINED_SPATIAL_ORDER,,
330,330,False,RETAINED_SPATIAL_ORDER,,
331,331,False,RETAINED_SPATIAL_ORDER,,
332,331,True,CANDIDATE_SPACING_REDUNDANCY,205.0053417465899,
333,320,True,CANDIDATE_SPACING_REDUNDANCY,153.50173543140596,
334,329,True,CANDIDATE_SPACING_REDUNDANCY,202.40942269424698,
335,335,False,RETAINED_SPATIAL_ORDER,,
336,325,True,CANDIDATE_SPACING_REDUNDANCY,149.99569365380896,
337,337,False,RETAINED_SPATIAL_ORDER,,
338,338,False,RETAINED_SPATIAL_ORDER,,
339,339,False,RETAINED_SPATIAL_ORDER,,
340,340,False,RETAINED_SPATIAL_ORDER,,
341,337,True,CANDIDATE_SPACING_REDUNDANCY,149.99255771511574,
342,339,True,CANDIDATE_SPACING_REDUNDANCY,151.11422378681556,
343,343,False,RETAINED_SPATIAL_ORDER,,
344,343,True,CANDIDATE_SPACING_REDUNDANCY,159.02677811830813,
345,343,True,CANDIDATE_SPACING_REDUNDANCY,182.36565632677687,
346,346,False,RETAINED_SPATIAL_ORDER,,
