plan_id,scenario_id,topology_family,uniform_headway_min,span_id,span_minutes,calendar_id,annual_service_days,exact_annual_bus_km,public_route_count,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_worker_od_mass_upper_bound,stress_case_count,stress_min_connection_match_share,stress_median_connection_match_share,stress_p10_connection_match_share,stress_max_unmatched_connection_event_count,stress_median_unmatched_connection_event_count,stress_max_incomplete_route_count,stress_complete_all_routes_case_count,stress_complete_all_routes_case_share,stress_median_route_unweighted_mean_gap_min,stress_p90_route_unweighted_mean_gap_min,stress_worst_route_weighted_mean_gap_min,stress_max_fleet_recovery15,stress_fleet_recovery15_escalation_case_count,stress_max_vehicle_cycle_hours_per_service_day,baseline_exact_fleet_recovery15,public_explicit_existing_stop_count,public_explicit_proposed_stop_count,public_explicit_field_check_pending_count,current_worst_municipality_access_lower_bound_10min,hard_current_worst_municipality_lower_bound_nonregression_pass,known_current_municipal_lower_bound_regression_count_10min,known_current_municipal_lower_bound_regression_codes_10min_json,full_current_service_baseline_complete,weighted_composite_score_used,full_gjt_calculated,missed_connection_probability_inferred,passenger_route_weights_inferred,primary_selected,runner_up_selected,robust_frontier_classes,robust_frontier_member
P2PLAN_66f8ee0a6f4e6ba6,P2_22bb42ed0ff7cc88,blank_slate,20,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,98848.925375,1,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,81,0.9726775956284153,0.9944444444444445,0.9834254143646409,5,1,1,0,0.0,15.695070077736451,16.86445786273645,17.36445786273645,2,0,15.332653664166667,2,2,0,0,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_679e0df1dd1310ac,P2_f0a0176cad91088e,blank_slate,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,92525.037956,1,0.095674794311,0.223651318187,0.314206133096,0.0,5.0341214e-05,5.0341214e-05,733.0,81,0.972972972972973,0.9908256880733946,0.9908256880733946,3,1,1,24,0.2962962962962963,23.936784836081614,28.61626817550119,31.93200964801894,1,0,9.901981591973334,1,3,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_693338536dbdd998,P2_d7760ea126f32a9e,two_radial_out_and_back_feeders,20,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,102381.795982,2,0.061481646866,0.166894976061,0.206348707293,0.0,0.0,0.0,643.0,81,0.9782608695652174,0.9945054945054945,0.9836065573770492,8,2,2,0,0.0,14.88596101936179,15.558806783767036,16.172181283879247,4,36,17.593452351533333,3,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6a68bdeecf71e7ee,P2_05f8082fbcf36ac0,blank_slate,30,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,105975.399737,1,0.093530234175,0.219594129346,0.305382624867,0.0,0.017816214136,0.131607387804,310.0,81,0.9841269841269841,0.9920634920634921,0.9841269841269841,2,1,1,27,0.3333333333333333,16.953796977281616,18.784584055281613,19.865371133281617,2,0,14.281235048533333,2,3,0,0,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6d0b7a52310f7482,P2_63021da0e543c07d,interlined_figure8,60,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,107338.14171,2,0.0947375224,0.222599749932,0.304776516606,5.0341214e-05,0.001838235294,0.015897834464,1735.0,81,0.9787234042553191,0.9893617021276596,0.9787234042553191,4,2,2,0,0.0,23.963953098961973,29.290698839594793,32.38004959761254,2,0,16.643307661066668,2,2,4,4,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_6dbe7616bb3e9151,P2_3058c75ede542cb2,single_compact_loop,20,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,107836.15449,1,0.077922907049,0.197092455187,0.253408341817,0.0,0.0,0.0,221.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,14.323117444095748,14.959915851345102,16.510214562641835,2,0,10.8951477828,2,2,0,0,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6e5d175a1a5d0ae1,P2_b6fae8db5eec6d5a,two_radial_out_and_back_feeders,30,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,104519.066535,2,0.054041232219,0.126931299645,0.183037387245,5.0341214e-05,5.0341214e-05,0.010743097632,356.0,81,0.984375,0.9921875,0.984375,4,2,2,0,0.0,10.767747670281615,20.212487308963865,20.77641062861387,2,0,10.041979480533334,2,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6e7f671f23048ba3,P2_809c8de22802b017,single_compact_loop,60,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,106849.421594,1,0.109281682059,0.243128782179,0.324805241097,0.041666923347,0.16160921696,0.22184050544,567.0,81,0.9908256880733946,0.9908256880733946,0.9908256880733946,1,1,1,27,0.3333333333333333,20.957753615781613,29.80596743846894,31.80596743846894,1,0,12.507175182918333,1,3,1,1,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_70d68153d2d22aea,P2_e44e1ad363b4503e,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,106659.583841,1,0.073553829665,0.17792427326,0.237261308075,0.0,0.000465712767,0.013951238382,134.0,81,0.9841269841269841,0.9921875,0.984375,2,1,1,0,0.0,15.181214456213867,21.157958535396123,22.891956315146118,2,0,13.145573949066666,2,1,2,2,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_728977d6425cbf0a,P2_f310802c44431269,single_compact_loop,20,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,98848.925375,1,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,81,0.9726775956284153,0.9944444444444445,0.9834254143646409,5,1,1,0,0.0,15.695070077736451,16.86445786273645,17.36445786273645,2,0,15.332653664166667,2,2,0,0,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_73436257cf1ac923,P2_e81f744c00a077cf,blank_slate,15,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,98667.344176,1,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,221.0,81,0.9947368421052631,0.9947368421052631,0.9947368421052631,1,1,1,27,0.3333333333333333,12.794769481557806,15.038004977540712,16.539172764399584,2,0,15.55431750784,2,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_745edab22d294840,P2_32c80edb4b3bb903,two_independent_loops,60,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,104832.388765,2,0.106365636957,0.241773228843,0.319076999002,0.066479875394,0.170853502565,0.220739738276,1055.0,81,0.972972972972973,0.9954128440366973,0.9864864864864865,6,1,2,21,0.25925925925925924,25.687527117531616,26.937527117531616,32.32238816996894,2,0,15.732532620065,2,3,2,2,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_76d35d943e221f90,P2_363e0de9666c8b71,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,111302.015985,1,0.068897859842,0.172124806725,0.259135154709,0.0,0.017816214136,0.115619645938,134.0,81,0.984375,0.9921875,0.984375,2,1,1,0,0.0,14.913714306013867,19.566365759781615,22.55323612959612,2,0,11.657277848586666,2,2,0,0,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7785bcb5c163b7bd,P2_0dad7306b7f24317,single_compact_loop,15,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,106530.666511,1,0.07279992348,0.178639244681,0.216419586923,0.0,0.0,0.0,356.0,81,0.9947368421052631,0.9947368421052631,0.9947368421052631,1,1,1,27,0.3333333333333333,12.618810410207805,15.120272676040711,16.379667232749583,2,0,14.29459597536,2,2,0,0,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_79273e6f1f0b7454,P2_3d110befe0bda5e7,single_compact_loop,15,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,109651.191705,1,0.06319969283,0.166724548334,0.203069918834,0.0,0.0,0.0,490.0,81,0.9817351598173516,0.9908256880733946,0.9817351598173516,4,2,1,0,0.0,12.560557370692209,15.01304019321278,16.265157432221653,2,0,16.725584483436666,2,1,1,1,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7ad303df77e2a85c,P2_cdd20a132d6e273d,blank_slate,30,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,110012.148389,1,0.07116275898,0.201605561666,0.300731020634,0.0,0.0,0.000465712767,375.0,81,0.9841269841269841,0.9921875,0.984375,2,1,1,0,0.0,15.212054826863868,21.195652321746124,22.92622339364612,2,0,13.105367243626667,2,2,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7ba876cb3a856f4a,P2_0b739d3d3666821a,blank_slate,30,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,106909.183846,1,0.113656338676,0.259601799711,0.342233567091,0.0,0.0,0.0,375.0,81,0.9920634920634921,1.0,0.9920634920634921,1,0,1,45,0.5555555555555556,17.906418014781615,22.79589729214612,25.976482804463867,2,0,16.064759114133334,2,2,2,2,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7c811f5fd7a4b0a3,P2_a459a3624cc79469,single_compact_loop,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,101441.825,1,0.08020850393,0.182972398272,0.263106451939,0.0,0.002260418981,0.020638447805,753.0,81,0.9908256880733946,0.9908256880733946,0.9908256880733946,1,1,1,27,0.3333333333333333,23.605500247281615,30.49154848921894,32.18893940681894,1,0,10.662578362973333,1,1,3,3,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_7cd4acf306d4e4a8,P2_9858dc3c94ecb6ac,single_compact_loop,30,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,110978.462453,1,0.075446277788,0.159931714535,0.202977859691,0.0,0.0,0.0,844.0,81,0.9795918367346939,0.9863945578231292,0.9795918367346939,3,2,1,0,0.0,15.982943671213867,17.396966471463866,18.06098927171387,2,27,10.858575990058334,1,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7d08566453bb1239,P2_661654da5f884394,blank_slate,30,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,105417.65718,1,0.073553829665,0.17792427326,0.237261308075,0.0,0.000465712767,0.013951238382,134.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,18.01847925803162,19.752477037781617,20.73647481753162,2,0,15.199569878608333,2,1,2,2,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7dc3eae0fe76f51d,P2_83df62ba410ac17c,two_radial_out_and_back_feeders,20,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,99547.554253,2,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,81,0.9782608695652174,0.9945054945054945,0.9836065573770492,8,2,2,0,0.0,14.849876426720325,15.837213309567034,16.60536197288028,4,27,15.18235294492,3,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_7f50deea5fcf3384,P2_809c8de22802b017,single_compact_loop,60,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,105263.262839,1,0.109281682059,0.243128782179,0.324805241097,0.041666923347,0.16160921696,0.22184050544,567.0,81,0.9787234042553191,0.9893617021276596,0.9787234042553191,2,1,1,0,0.0,20.868152642211975,29.863628866112542,31.863628866112542,1,0,10.532358048773334,1,3,1,1,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_805bbe2f7371b91a,P2_362883829605b013,two_independent_loops,60,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,101488.358496,2,0.138423940656,0.304097839735,0.403660370424,0.077996558177,0.129866830471,0.203333660728,1055.0,81,0.9789473684210527,0.9894736842105263,0.9789473684210527,4,2,2,0,0.0,22.139558635001777,27.31986248148754,31.55441874646254,2,0,14.72177449528,2,3,3,3,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_80e2ecee32dbfd8b,P2_f90598a41d4d09f8,blank_slate,30,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,109743.454939,1,0.069467514842,0.167197901645,0.242930055834,0.033694851388,0.055548320348,0.063137253657,641.0,81,0.984375,0.9921875,0.984375,2,1,1,0,0.0,15.109276878963867,19.771745480781618,22.911224758146123,2,0,12.075423311466666,2,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_816d29e1e2a70652,P2_0cb6579dbfb6c21d,single_compact_loop,15,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,104675.716253,1,0.080335421758,0.204655275342,0.247658135595,0.0,0.0,0.0,221.0,81,0.9817351598173516,0.9908256880733946,0.9817351598173516,4,2,1,0,0.0,12.83117622154221,14.81327222331278,15.805071748112779,2,0,15.922080219786666,2,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_81721bac967880be,P2_6938658f0b6fc009,blank_slate,60,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,109062.201402,1,0.09310000636,0.208126666017,0.282511401311,0.0,0.0,0.007765537274,753.0,81,0.981651376146789,0.9908256880733946,0.9908256880733946,2,1,1,27,0.3333333333333333,19.847713429781614,29.08245713051894,30.80693127106894,1,0,13.280503179165,1,3,1,1,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_860981269e5fdb1f,P2_94dca063a9d3daaa,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,109208.598787,1,0.048534906161,0.127271091126,0.198203098958,0.0,0.0,0.0,1017.0,81,0.9841269841269841,0.9920634920634921,0.9841269841269841,2,1,1,0,0.0,16.766935462781614,21.93896667739612,24.929123164213866,2,0,16.648609397066668,2,0,3,3,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_86dafaf42199ee5d,P2_ad5408ca9497179f,interlined_figure8,60,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,106291.422527,2,0.132103607617,0.278381016346,0.372843147226,0.0,0.001603809065,0.011997838656,676.0,81,0.9789473684210527,0.9894736842105263,0.9789473684210527,4,2,2,0,0.0,22.814823507501774,27.32598773408754,32.36823280066254,2,0,13.929463711546667,2,3,3,3,0.0,true,2,"[""097010"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_896a66417fb49dfb,P2_7e52b43e37276f9f,blank_slate,30,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,107244.129985,1,0.068897859842,0.172124806725,0.259135154709,0.0,0.017816214136,0.115619645938,134.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,18.663756852231618,20.566365759781615,21.46897466733162,2,0,13.478727512428334,2,2,0,0,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8a188b0269168b8a,P2_5f81356056df50eb,hybrid_interlined,30,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,105664.205124,2,0.091818396615,0.22286541195,0.280493417998,0.0,0.0,0.0,447.0,81,0.9829931972789115,0.9863945578231292,0.9863945578231292,5,4,2,0,0.0,10.910545276806616,20.223961631213868,21.811783280813867,2,0,11.579905113328333,2,2,0,0,0.0,true,3,"[""097010"",""097058"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8ae737142a5c4262,P2_e4b92caba131562a,single_compact_loop,20,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,108882.874294,1,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,643.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,14.289914763095746,14.9300334384451,16.473691613541835,2,0,10.95358450136,2,0,2,2,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8c1f793de6093335,P2_a44745e961005b24,single_compact_loop,20,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,101432.28524,1,0.09851741113,0.234141220948,0.278320318096,0.0,0.0,0.0,221.0,81,0.9726775956284153,0.9890710382513661,0.9834254143646409,5,2,1,0,0.0,14.106924999559034,15.907213611393654,18.255171545786453,2,0,20.411923366908333,2,2,2,2,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8cd30aa0df5357d2,P2_83df62ba410ac17c,two_radial_out_and_back_feeders,30,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,76945.382337,2,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,81,0.9863945578231292,0.9863945578231292,0.9863945578231292,4,4,2,0,0.0,11.349998761031614,20.794738399713868,21.86113664426387,2,0,10.031197481465,2,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8d0436a95abf8195,P2_e4b92caba131562a,single_compact_loop,15,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,103413.871475,1,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,643.0,81,0.9947368421052631,0.9947368421052631,0.9947368421052631,1,1,1,27,0.3333333333333333,12.499848042107807,14.988092267040713,16.234268782849586,2,0,14.604779335146667,2,0,2,2,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8da074b12629b297,P2_16ca71fbeb90f261,interlined_figure8,60,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,109418.161167,2,0.143439243213,0.294077628546,0.384254160568,0.0,0.0,0.0,753.0,81,0.9770642201834863,0.9861111111111112,0.9770642201834863,5,3,2,0,0.0,24.523888280638758,26.46862791932101,30.792901088131618,2,0,16.589061100028335,2,4,1,1,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_8dbec00b63282643,P2_d8dce4f9ed44fba4,blank_slate,20,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,100566.720971,1,0.089644584924,0.205491097133,0.273710136617,0.0,0.0,0.0,375.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,15.530763091822518,16.717509498894177,17.262319217797014,2,0,13.62185578264,2,2,0,0,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8e924caa10a137ef,P2_39309e97f4fa3d4d,blank_slate,30,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,95793.217634,1,0.09851741113,0.234141220948,0.278320318096,0.0,0.0,0.0,221.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,19.289021760781615,21.119365068231616,22.119365068231616,2,0,13.731657537738334,2,2,2,2,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8ed706445758af13,P2_1c505c091c9f5b21,blank_slate,30,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,94845.213564,1,0.055990090942,0.158428724316,0.212977207792,0.0,5.0341214e-05,5.0341214e-05,221.0,81,0.9795918367346939,0.9863945578231292,0.9795918367346939,3,2,1,0,0.0,16.355043288463868,17.855043288463865,18.47325840701387,2,27,10.237118441661666,1,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_8f07b8759752afbe,P2_869464afc34adb99,single_compact_loop,30,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,111112.636616,1,0.10210992885,0.238365783426,0.318762138245,0.0,0.0,0.0,375.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,18.708503140931615,20.379771476781613,21.301039812631615,2,0,14.348540423031666,2,2,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_919e36061de27ac7,P2_a70af9f09fa715b4,two_independent_loops,60,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,109894.006345,2,0.079793958306,0.19973600812,0.30220495651,0.0,0.0,0.0,787.0,81,0.9681818181818181,0.9862385321100917,0.9770642201834863,7,3,2,0,0.0,22.034901322231992,26.343332954707527,33.26857652486894,2,0,12.808767443921667,2,2,2,2,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_91c58bef12c35c08,P2_86684125781f6740,single_compact_loop,20,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,104098.934023,1,0.074403148538,0.200352479844,0.256438196797,0.0,0.0,0.0,490.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,13.760692233191834,15.668050495587378,16.725963086591833,2,0,15.29438350992,2,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_9271147f50394100,P2_6d8402fc9ff7b339,blank_slate,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,94239.45656,1,0.082969978805,0.210071945938,0.308605331697,0.036037351747,0.131290820698,0.22184050544,567.0,81,0.972972972972973,0.9908256880733946,0.9908256880733946,3,1,1,24,0.2962962962962963,23.961259983281614,28.64074332270119,31.95920425601894,1,0,9.883036015066667,1,3,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_927faad103a07e81,P2_f1c62743b99e7b34,blank_slate,20,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,104098.934023,1,0.074403148538,0.200352479844,0.256438196797,0.0,0.0,0.0,490.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,13.760692233191834,15.668050495587378,16.725963086591833,2,0,15.29438350992,2,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_9354d92de6933ee8,P2_14fd41ab5fad0b23,single_compact_loop,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,108429.049433,1,0.081675190265,0.215206057737,0.290779931744,0.0,0.0,0.000465712767,733.0,81,0.9908256880733946,0.9908256880733946,0.9908256880733946,1,1,1,27,0.3333333333333333,21.389876848781615,30.19487834816894,32.19487834816894,1,0,12.206129330595,1,1,3,3,0.0,true,2,"[""097010"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_94674b57f3491e6c,P2_e81f744c00a077cf,blank_slate,15,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,95070.097253,1,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,221.0,81,0.9817351598173516,0.9908256880733946,0.9817351598173516,4,2,1,0,0.0,12.80201230134221,15.00354567171278,16.504713458571654,2,0,17.98467961844,2,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
