stop_foundation_id,source_stop_id,physical_cluster_id,stop_class,human_label,municipality,lat,lon,road_name_or_context,evidence_status,road_eligibility_status,field_check_status,current_d184_d185_physical_stop,current_routes,human_identity_ready,finalist_stop_ready,readiness_reason,nearest_official_stop_walk_network_m,population_reachable_10min,population_additional_10min,settlement_context,destination_context,source_lineage
existing:EX_018,300728,EX_018,EXISTING_OFFICIAL,Olgiate Molgora - via statale,Olgiate Molgora,45.728633,9.400417,Olgiate Molgora - via statale,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,false,,true,false,REFERENCE_PERIOD_OFFICIAL_STOP_EVALUATION_ONLY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_023,300803,EX_023,EXISTING_OFFICIAL,Olgiate Molgora - monticello scarpone,Olgiate Molgora,45.73133,9.39027,Olgiate Molgora - monticello scarpone,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_035,300956,EX_035,EXISTING_OFFICIAL,"Calco - via nazionale, 85",Olgiate Molgora,45.7366,9.41967,"Calco - via nazionale, 85",FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D185,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_039,L00407,EX_039,EXISTING_OFFICIAL,Olgiate Molgora (stazione f.s.),Olgiate Molgora,45.72917,9.40441,Olgiate Molgora (stazione f.s.),FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184;D185,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_043,L00956,EX_043,EXISTING_OFFICIAL,Calco - via nazionale (peugeot),Olgiate Molgora,45.7361,9.41931,Calco - via nazionale (peugeot),FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,false,,true,false,REFERENCE_PERIOD_OFFICIAL_STOP_EVALUATION_ONLY,0,,,,,stop_universe_v2/existing_official_stops.csv
proposed:P2V2S_0001,P2V2S_0001,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0001,Olgiate Molgora,45.704783368317116,9.394058569528264,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,3253.027962479309,63.393940452489126,63.393940452489126,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0002,P2V2S_0002,,PROPOSED_HYPOTHESIS,Pianezzo,Olgiate Molgora,45.70727874798953,9.394746492491867,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,3027.392498861676,184.36800281812359,184.36800281812359,Pianezzo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0003,P2V2S_0003,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0003,Olgiate Molgora,45.70815855009282,9.389006250278037,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,3292.176368454281,31.623242582313004,31.623242582313004,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0005,P2V2S_0005,,PROPOSED_HYPOTHESIS,Bagaggera / Molino Cattaneo / Pianezzo,Olgiate Molgora,45.709804061878536,9.392429517625638,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2696.4793918652454,233.09188972286623,233.09188972286623,Bagaggera|Molino Cattaneo|Pianezzo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0007,P2V2S_0007,,PROPOSED_HYPOTHESIS,Molino Cattaneo / Pianezzo / Roncaglia,Olgiate Molgora,45.7104084498135,9.396418991209998,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2587.907975488346,206.76405876374739,206.76405876374739,Molino Cattaneo|Pianezzo|Roncaglia,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0011,P2V2S_0011,,PROPOSED_HYPOTHESIS,Molino Cattaneo / Pianezzo,Olgiate Molgora,45.71303107486187,9.396193185258703,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2150.2330836465235,398.91793447677844,398.91793447677844,Molino Cattaneo|Pianezzo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0012,P2V2S_0012,,PROPOSED_HYPOTHESIS,Molino Cattaneo,Olgiate Molgora,45.713343828445026,9.392608766283677,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2319.042664799272,80.0665203239593,80.0665203239593,Molino Cattaneo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0017,P2V2S_0017,,PROPOSED_HYPOTHESIS,Beolco / Molino Cattaneo,Olgiate Molgora,45.71659657938885,9.39805751891609,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1680.5137971329202,725.1096672692174,725.1096672692174,Beolco|Molino Cattaneo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0018,P2V2S_0018,,PROPOSED_HYPOTHESIS,Beolco / Molino Cattaneo,Olgiate Molgora,45.71670633798977,9.394987052755283,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1760.6928102749387,402.12314517156034,402.12314517156034,Beolco|Molino Cattaneo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0019,P2V2S_0019,,PROPOSED_HYPOTHESIS,Beolco / Spiazzo,Olgiate Molgora,45.71753799358468,9.389448623767025,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1847.2178717013915,171.2204877522628,171.2204877522628,Beolco|Spiazzo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0022,P2V2S_0022,,PROPOSED_HYPOTHESIS,Beolco,Olgiate Molgora,45.71831998278955,9.393260236605828,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1607.6304723781136,514.2912071499943,514.2912071499943,Beolco,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0025,P2V2S_0025,,PROPOSED_HYPOTHESIS,Beolco,Olgiate Molgora,45.71934579243043,9.396802593664018,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1341.9379056980429,1146.9860722845483,1026.9028990541933,Beolco,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0027,P2V2S_0027,,PROPOSED_HYPOTHESIS,OSM leisure:sports_centre 1837075017,Olgiate Molgora,45.719573868777296,9.401297845150202,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1336.694478932618,1169.6883594538058,967.8792096689863,,OSM leisure:sports_centre 1837075017,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0031,P2V2S_0031,,PROPOSED_HYPOTHESIS,Beolco,Olgiate Molgora,45.72130999924538,9.397265069842808,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1090.8314794249081,1668.040643433426,1105.622849681871,Beolco,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0033,P2V2S_0033,,PROPOSED_HYPOTHESIS,OSM leisure:sports_centre 1837075017,Olgiate Molgora,45.72240500920171,9.401375659739493,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,938.1748263259584,2464.7547883701163,1019.0386308486733,,OSM leisure:sports_centre 1837075017,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0035,P2V2S_0035,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0035,Olgiate Molgora,45.723129505516106,9.396086468980606,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,825.4855740816761,1244.5003913298006,662.4777630646669,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0037,P2V2S_0037,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0037,Olgiate Molgora,45.723330803085744,9.388638638041323,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,1958.1676183304935,169.21501196596807,169.21501196596807,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0039,P2V2S_0039,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0039,Olgiate Molgora,45.72364262142197,9.392917194407225,tertiary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,950.7970119354082,494.55442990351764,392.98861203632646,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0042,P2V2S_0042,,PROPOSED_HYPOTHESIS,OSM leisure:sports_centre 1837075017,Olgiate Molgora,45.72424491024555,9.402492166786814,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,693.5247519838816,2583.586427285714,818.486570532973,,OSM leisure:sports_centre 1837075017,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0047,P2V2S_0047,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0047,Olgiate Molgora,45.72535698970106,9.397990455431891,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,526.6832269612057,2112.9877868507683,678.067304562635,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0056,P2V2S_0056,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0056,Olgiate Molgora,45.72757965908382,9.397524915641354,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,608.7378478497004,1056.860188316554,28.93701736779666,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0073,P2V2S_0073,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0073,Olgiate Molgora,45.731143135208505,9.401113077189176,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,627.719990382477,1172.3203981420886,8.429702748050481,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0082,P2V2S_0082,,PROPOSED_HYPOTHESIS,Bruggione,Olgiate Molgora,45.732453656431055,9.396552309421843,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,672.5183760020868,525.9199740766597,117.57217599836429,Bruggione,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0083,P2V2S_0083,,PROPOSED_HYPOTHESIS,Bruggione,Olgiate Molgora,45.73248206869793,9.393271832824125,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,715.6689794800482,586.7231909399161,106.711416641465,Bruggione,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0091,P2V2S_0091,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0091,Olgiate Molgora,45.734477018979334,9.41017818750711,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,569.3364055770008,1240.3789867812047,5.10853207515223,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0092,P2V2S_0092,,PROPOSED_HYPOTHESIS,Bruggione,Olgiate Molgora,45.73476134808893,9.396089322929942,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,975.6697300976795,547.0200357653111,151.38688842791115,Bruggione,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0093,P2V2S_0093,,PROPOSED_HYPOTHESIS,Bruggione,Olgiate Molgora,45.73490405000675,9.391689450001762,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,616.4632829349271,721.098174862559,117.57217599836429,Bruggione,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0098,P2V2S_0098,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0098,Olgiate Molgora,45.7356116854537,9.413371752052472,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,703.0100445294561,1585.3632991371665,130.7172573499914,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0099,P2V2S_0099,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0099,Olgiate Molgora,45.735701291797355,9.403576478494394,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,615.5754754150481,844.5704354296936,41.18896297123102,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0103,P2V2S_0103,,PROPOSED_HYPOTHESIS,Bruggione,Olgiate Molgora,45.73682948513192,9.397919695864566,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1202.2205408300822,391.4444894326333,264.2602877828057,Bruggione,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0105,P2V2S_0105,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0105,Olgiate Molgora,45.737181668326166,9.40849349548486,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,543.0685414390924,1197.225410671393,114.62152830945637,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0107,P2V2S_0107,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0107,Olgiate Molgora,45.737440223285894,9.39075148020559,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,745.6431102102483,336.52059742489257,0.0,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0108,P2V2S_0108,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0108,Olgiate Molgora,45.73769313324043,9.415075585799036,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,540.1505686514123,1456.5192597717187,131.2491450302123,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0111,P2V2S_0111,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0111,Olgiate Molgora,45.7384373476471,9.404857397801603,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,705.6717928194598,663.4475160167635,109.34779618636456,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0113,P2V2S_0113,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0113,Olgiate Molgora,45.738612467388776,9.410885732609897,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,922.4974295872013,1257.640606292254,154.11908724687822,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0116,P2V2S_0116,,PROPOSED_HYPOTHESIS,Bruggione,Olgiate Molgora,45.73890492676556,9.401925614498278,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1081.0820489965581,243.2703971304615,214.60214652115812,Bruggione,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0119,P2V2S_0119,,PROPOSED_HYPOTHESIS,Mondonico,Olgiate Molgora,45.739668049534615,9.394245939244094,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,682.9104569170671,346.0266486621442,179.2121677676722,Mondonico,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0121,P2V2S_0121,,PROPOSED_HYPOTHESIS,Mondonico,Olgiate Molgora,45.739954947791574,9.390700061543942,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,471.45167810278326,308.94203860063936,62.47539626138006,Mondonico,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0124,P2V2S_0124,,PROPOSED_HYPOTHESIS,Caglianello / Mondonico,Olgiate Molgora,45.74134362372574,9.399382139695168,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1201.4347253751673,306.7663401197789,255.25376234313921,Caglianello|Mondonico,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0125,P2V2S_0125,,PROPOSED_HYPOTHESIS,Mondonico,Olgiate Molgora,45.74179580000688,9.395291750010227,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,829.5334748040132,367.5955578789165,236.10359023873013,Mondonico,,stop_universe_v2/proposed_stop_candidates.csv
existing:EX_006,300207,EX_006,EXISTING_OFFICIAL,S.Maria Hoe' - paese,Santa Maria Hoè,45.73847,9.38723,S.Maria Hoe' - paese,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,false,,true,false,REFERENCE_PERIOD_OFFICIAL_STOP_EVALUATION_ONLY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_022,300782,EX_022,EXISTING_OFFICIAL,S.Maria Hoe',Santa Maria Hoè,45.744283,9.373817,S.Maria Hoe',FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_025,300805,EX_025,EXISTING_OFFICIAL,S.Maria Hoe' - tremonte,Santa Maria Hoè,45.7428,9.37837,S.Maria Hoe' - tremonte,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_026,300871,EX_026,EXISTING_OFFICIAL,S.Maria Hoe' - alduno,Santa Maria Hoè,45.735,9.3822,S.Maria Hoe' - alduno,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_028,300873,EX_028,EXISTING_OFFICIAL,Hoe',Santa Maria Hoè,45.748667,9.367717,Hoe',FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_032,300902,EX_032,EXISTING_OFFICIAL,S.Maria Hoe' - alpino,Santa Maria Hoè,45.743617,9.374617,S.Maria Hoe' - alpino,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_033,300903,EX_033,EXISTING_OFFICIAL,S.Maria Hoe' - tremonte/via leopardi,Santa Maria Hoè,45.74118,9.38096,S.Maria Hoe' - tremonte/via leopardi,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_037,L00207,EX_037,EXISTING_OFFICIAL,S.Maria Hoe' - paese,Santa Maria Hoè,45.738233,9.387917,S.Maria Hoe' - paese,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,false,,true,false,REFERENCE_PERIOD_OFFICIAL_STOP_EVALUATION_ONLY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_041,L00871,EX_041,EXISTING_OFFICIAL,S.Maria Hoe' - alduno,Santa Maria Hoè,45.7347,9.382517,S.Maria Hoe' - alduno,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
proposed:P2V2S_0110,P2V2S_0110,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0110,Santa Maria Hoè,45.73843093184931,9.378224387391592,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,531.7277199689917,154.36111685105286,0.0,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0123,P2V2S_0123,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0123,Santa Maria Hoè,45.7410834368738,9.387412080112234,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,532.917835686074,137.6948135103694,4.0121167893253915,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0133,P2V2S_0133,,PROPOSED_HYPOTHESIS,Mirabella,Santa Maria Hoè,45.744440658500686,9.387364045180234,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1042.0772196254256,36.495018163824135,9.920415059511791,Mirabella,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0137,P2V2S_0137,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0137,Santa Maria Hoè,45.74613977205124,9.376550855134111,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,397.0794974584001,503.1109550362044,1.379048076184973,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0138,P2V2S_0138,,PROPOSED_HYPOTHESIS,Mirabella / Paù,Santa Maria Hoè,45.74612295888087,9.390585431880966,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1526.7466104834718,17.758766021972118,17.758766021972118,Mirabella|Paù,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0142,P2V2S_0142,,PROPOSED_HYPOTHESIS,Paù,Santa Maria Hoè,45.74725765482443,9.388041643770908,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1826.107068975773,11.483625776301498,11.483625776301498,Paù,,stop_universe_v2/proposed_stop_candidates.csv
