scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,reference_budget_feasible_no_extension_policy_count,current_lower_bound_non_regression_pass,minimum_worst_municipality_threshold_margin_vs_current_lower_bound,s8_complete_supported_route_count,s8_incomplete_supported_route_count,territorial_other_core_worker_mass_upper_bound,territorial_other_external_worker_mass_upper_bound,territorial_total_worker_mass_upper_bound_reporting_only,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_operational_unknown_distance_share_lower_bound,public_explicit_field_check_pending_count,public_distance_km,public_runtime_min,public_route_count,equivalent_metric_scenario_count,frontier_timing_key,was_on_prior_robustness_frontier
P2_d5ce4238e640e7da,trunk_plus_branches,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,75,0,75,0.102805190948,0.218536657955,0.28556575054,0.0,0.0,0.0,0.0,1,6.309850133,14.222128386,2,2,H30_CORE_0600_2200,true
P2_d5d1f0b0bddd64c6,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H30_CORE_0600_2200,true
P2_d5e643d07bc08bf6,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.053717137723,0.157969892058,0.205046174247,0.0,0.0,0.0,0.0,2,3.849749723,10.150160908,1,2,H30_CORE_0600_2200,true
P2_d60f4485e5230e80,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,134,0,134,0.079968916101,0.185345938412,0.266784831132,0.0,0.0,0.007765537274,0.0,0,12.329757227,20.441423589,1,2,H30_CORE_0600_2200,true
P2_d63fe1687d183dc8,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H30_CORE_0600_2200,true
P2_d66c0abae26b3b6d,short_turn_overlay,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,385,0,385,0.088505997281,0.183018765063,0.238364797951,0.0,0.0,0.0,0.0,2,6.605651843,15.068496501,2,2,H30_CORE_0600_2200,false
P2_d745445949d8cd1f,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H30_CORE_0600_2200,true
P2_d7760ea126f32a9e,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,221,422,643,0.061481646866,0.166894976061,0.206348707293,0.0,0.0,0.0,0.0,1,7.031716757,15.318297745,2,2,H30_CORE_0600_2200,false
P2_d7d0362ddf596eb0,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,90,0,90,0.105248975141,0.203559637744,0.244629978285,0.0,0.0,0.0,0.0,3,8.300618229,19.10388129,1,2,H30_CORE_0600_2200,true
P2_d7e268dc5c3f9af7,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H30_CORE_0600_2200,true
P2_d82816f45a73eb48,blank_slate,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,447,0,447,0.058247198824,0.138339392224,0.207595144348,0.0,5.0341214e-05,0.010743097632,0.0,3,10.530036404,19.627820494,1,2,H30_CORE_0600_2200,false
P2_d82899d5ea096a60,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H30_CORE_0600_2200,true
P2_d829af60b7c029c9,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,375,0,375,0.096024205604,0.21717760723,0.303293861766,0.0,0.000465712767,0.013951238382,0.0,3,11.628486655,27.570418184,1,2,H30_CORE_0600_2200,true
P2_d86502ecc64d77d7,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,753,0,753,0.083322813913,0.186797881837,0.277220640658,0.0,0.0,0.0,0.0,2,11.858439193,20.579783049,1,2,H30_CORE_0600_2200,false
P2_d8707add1abceb22,single_compact_loop,30,CORE_0600_2200,360,1320,9,True,0.023017925773,1,0,90,0,90,0.077856653679,0.173344913136,0.240089214645,0.023017925773,0.050908041569,0.063137253657,0.0,1,9.478237182,18.275567001,1,2,H30_CORE_0600_2200,true
P2_d880158af90cc2c3,hybrid_interlined,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,356,0,356,0.044015680041,0.117132560613,0.160629270088,0.0,0.000914207632,0.001787894081,0.0,1,11.633059817,21.703176499,2,2,H30_CORE_0600_2200,false
P2_d888fad19ef4cbd1,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H30_CORE_0600_2200,true
P2_d8b8f401e9f8624e,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,139,322,461,0.070617055511,0.166711564254,0.248112899506,0.0,0.0,0.0,0.0,2,13.336928423,23.154046754,1,2,H30_CORE_0600_2200,false
P2_d8d7ceddad0f3135,hybrid_interlined,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,356,0,356,0.065572018801,0.176741037093,0.227327403686,0.0,0.0,0.0,0.0,0,7.284728115,13.358223217,2,2,H30_CORE_0600_2200,false
P2_d8dce4f9ed44fba4,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,375,0,375,0.089644584924,0.205491097133,0.273710136617,0.0,0.0,0.0,0.0,0,8.058230847,13.661199753,1,2,H30_CORE_0600_2200,true
P2_d8f02ce2a4054ae4,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H30_CORE_0600_2200,true
P2_d9d72a0880d1406a,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_d9dbbf7d79e68e72,blank_slate,30,CORE_0600_2200,360,1320,6,True,0.030595485015,1,0,245,0,245,0.049620270834,0.120824258335,0.170303894395,0.030595485015,0.055548320348,0.063137253657,0.0,0,10.073205969,16.439929415,1,2,H30_CORE_0600_2200,true
P2_d9e6da2c9e5f6b51,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,221,0,221,0.076687637483,0.205048668111,0.231226087749,0.0,0.0,0.0,0.0,1,4.588005211,9.502087328,2,2,H30_CORE_0600_2200,true
P2_da39386af55f46d2,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,422,643,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,1,6.875535695,14.898116216,1,2,H30_CORE_0600_2200,false
P2_da75b00002a2dc83,trunk_plus_branches,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,41,217,258,0.051530498814,0.115932005779,0.154460959703,0.0,0.0,0.0,0.0,2,5.433983615,11.526215911,2,2,H30_CORE_0600_2200,false
P2_da7fa54bb02d7ccf,short_turn_overlay,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,75,217,292,0.075527088421,0.19597406631,0.245926532393,0.0,0.0,0.0,0.0,2,6.744467912,14.521933683,2,2,H30_CORE_0600_2200,false
P2_daadda001ff13f06,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,3,True,0.031914729768,2,0,245,0,245,0.057559959034,0.149549498811,0.197764962035,0.031914729768,0.060146651461,0.063137253657,0.0,0,11.666718019,19.604627788,2,2,H30_CORE_0600_2200,true
P2_dab969c76bc078b7,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,447,0,447,0.087274095011,0.190964872808,0.24820817253,0.0,0.0,0.0,0.0,0,8.815083953,15.362468205,2,2,H30_CORE_0600_2200,false
P2_dabed44a5dc1df11,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,447,0,447,0.106141244332,0.225980162257,0.272163885466,0.0,0.0,0.0,0.0,1,11.396137315,18.293837088,1,2,H30_CORE_0600_2200,true
P2_dad4dfb03ba6debd,blank_slate,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.085876857057,0.182562163862,0.245491468175,0.0,0.000465712767,0.013951238382,0.0,3,10.441563512,23.748069415,1,2,H30_CORE_0600_2200,false
P2_dafd3a756dc58954,hybrid_interlined,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,490,0,490,0.074639530424,0.176233858973,0.232143776524,0.0,0.0,0.0,0.0,0,9.366634196,16.179475101,2,2,H30_CORE_0600_2200,false
P2_db64c09f51caac4c,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H30_CORE_0600_2200,true
P2_db6f3325cd8f9872,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H30_CORE_0600_2200,true
P2_db816bf577a4b0e7,trunk_plus_branches,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,248,0,248,0.074907454486,0.193893329116,0.285354193594,0.0,0.0,0.0,0.0,1,9.029629768,17.197560926,2,2,H30_CORE_0600_2200,false
P2_dc4edd9394a7c4ab,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,447,0,447,0.078040190948,0.179607644912,0.27516258189,0.0,0.002260418981,0.020638447805,0.0,3,12.116992844,22.223959777,1,2,H30_CORE_0600_2200,true
P2_dc57f74a29259570,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,490,0,490,0.065792941786,0.154874093467,0.211922605731,0.0,0.0,0.0,0.0,1,6.798178807,12.261503716,1,2,H30_CORE_0600_2200,false
P2_dc7e89f7c1f5e493,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,447,0,447,0.100214905476,0.23030752528,0.314185362634,0.0,5.0341214e-05,5.0341214e-05,0.0,2,12.809855907,23.96391297,1,2,H30_CORE_0600_2200,true
P2_dcaa67adae91dfd1,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H30_CORE_0600_2200,true
P2_dcc965a9b6f3bdb7,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H30_CORE_0600_2200,true
P2_dce2f6c4b33463c8,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H30_CORE_0600_2200,true
P2_dd354addff4542c4,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.023017925773,1,0,90,0,90,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,0.0,1,8.80993333,19.424221353,1,2,H30_CORE_0600_2200,true
P2_dd51b357b739bce4,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H30_CORE_0600_2200,true
P2_dd5df690e832cf1a,trunk_plus_branches,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,101,0,101,0.081009852531,0.214104728558,0.278417422375,0.0,0.0,0.0,0.0,1,6.780141476,17.241055114,2,2,H30_CORE_0600_2200,false
P2_dd7d502b9d950ad7,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,490,0,490,0.097461124367,0.220434808812,0.288046522993,0.0,0.0,0.0,0.0,0,11.322299553,21.980977716,1,2,H30_CORE_0600_2200,true
P2_ddc23a34136f37d2,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H30_CORE_0600_2200,true
P2_dea470eb538aa8d8,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H30_CORE_0600_2200,true
P2_deb9e75a4b6da32d,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H30_CORE_0600_2200,true
P2_dec5ba2387ca46c0,short_turn_overlay,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,248,0,248,0.074907454486,0.193893329116,0.285354193594,0.0,0.0,0.0,0.0,1,9.029629768,17.197560926,2,2,H30_CORE_0600_2200,false
P2_def54ccfe0479fa4,multiple_short_radials,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H30_CORE_0600_2200,false
P2_df7978eb8e17c3a0,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H30_CORE_0600_2200,false
P2_e01b7ffa4bba2e2a,trunk_plus_branches,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,221,0,221,0.099190061994,0.207963990721,0.267960862408,0.0,0.0,0.0,0.0,1,5.179521133,9.391619278,2,2,H30_CORE_0600_2200,true
P2_e0b036944d0c64e4,trunk_plus_branches,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,0,217,217,0.065303107499,0.174215671427,0.223816007573,0.0,0.0,0.0,0.0,3,5.51901514,14.128938669,2,2,H30_CORE_0600_2200,false
P2_e0be7d894f729502,trunk_plus_branches,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,385,0,385,0.088505997281,0.183018765063,0.238364797951,0.0,0.0,0.0,0.0,2,6.605651843,15.068496501,2,2,H30_CORE_0600_2200,false
P2_e141976038a3dd8d,single_compact_loop,30,CORE_0600_2200,360,1320,6,True,0.030595485015,1,0,245,0,245,0.049620270834,0.120824258335,0.170303894395,0.030595485015,0.055548320348,0.063137253657,0.0,0,10.073205969,16.439929415,1,2,H30_CORE_0600_2200,true
P2_e154ca404acb8979,hybrid_interlined,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,356,0,356,0.066285845417,0.164744420764,0.230850797551,0.0,0.0,5.0341214e-05,0.0,0,11.716762207,20.4348194,2,2,H30_CORE_0600_2200,false
P2_e1cd391ee6cb3928,single_compact_loop,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,90,0,90,0.096812912546,0.185433175224,0.233660516366,0.0,0.0,0.0,0.0,2,7.085256059,15.963835451,1,2,H30_CORE_0600_2200,true
P2_e1e7af54bed5484a,single_compact_loop,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,490,0,490,0.101695080985,0.190433419339,0.23528815244,0.0,0.0,0.0,0.391416049385,1,10.299238494,20.574660149,1,2,H30_CORE_0600_2200,false
P2_e1e9a424a4aa9e39,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,375,0,375,0.086992873726,0.200112228345,0.277756375787,0.0,0.000465712767,0.013951238382,0.0,2,11.783540616,25.007406421,1,2,H30_CORE_0600_2200,true
P2_e2018b6621cd2bfa,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,0,217,217,0.065917856243,0.155349483895,0.204033167861,0.0,0.000465712767,0.009189912991,0.0,2,13.28875371,30.133705689,1,2,H30_CORE_0600_2200,false
P2_e209bb3de1e82330,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H30_CORE_0600_2200,true
P2_e22c9c10d74d3ca6,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_e23034cc4cfaac5e,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H30_CORE_0600_2200,false
P2_e235624112239d29,single_compact_loop,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.058806393849,0.148985973394,0.211109457394,0.0,0.0,0.0,0.0,0,5.486727797,11.711322287,1,2,H30_CORE_0600_2200,true
P2_e24cac8d06251977,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H30_CORE_0600_2200,false
P2_e256f05a255bb8a9,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H30_CORE_0600_2200,true
P2_e261c85a5268d9e8,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,0,0,0,0.057387590643,0.127473498172,0.164153989957,0.0,0.0,0.0,0.0,0,2.73714877,6.901179625,2,2,H30_CORE_0600_2200,true
P2_e3144a389b860f58,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.033694851388,1,0,641,0,641,0.070148721939,0.189422990515,0.252829648743,0.033694851388,0.055548320348,0.063137253657,0.0,1,12.094498486,20.517952793,1,2,H30_CORE_0600_2200,true
P2_e33327b88eb36ad3,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H30_CORE_0600_2200,false
P2_e333ee08db9f8e93,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,0,217,217,0.065917856243,0.155349483895,0.204033167861,0.0,0.000465712767,0.009189912991,0.0,2,13.28875371,30.133705689,1,2,H30_CORE_0600_2200,false
P2_e37bb7507cdf070b,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,134,304,438,0.062597000342,0.158793194314,0.22405735624,0.0,0.0,0.0,0.0,1,10.606526727,20.680512702,2,2,H30_CORE_0600_2200,false
P2_e380fd1c4e01ec63,single_compact_loop,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,490,0,490,0.080279390133,0.216663692081,0.276299461466,0.0,0.0,0.0,0.0,2,9.602690845,17.462134604,1,2,H30_CORE_0600_2200,false
P2_e3bb89ca6b46f2e8,trunk_plus_branches,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,101,0,101,0.053513986434,0.141975887424,0.200130824459,0.0,0.003771614222,0.009189912991,0.0,2,5.839243536,14.88387891,2,2,H30_CORE_0600_2200,true
P2_e3bebadd44de3c75,short_turn_overlay,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,75,217,292,0.072456546661,0.191679326374,0.255116224882,0.0,0.0,0.0,0.0,2,6.523502692,13.841929299,2,2,H30_CORE_0600_2200,false
P2_e3c07a86676a3ed4,short_turn_overlay,30,CORE_0600_2200,360,1320,3,True,0.0,2,0,265,0,265,0.080487655751,0.178474256279,0.217249631879,0.0,0.0,0.0,0.0,1,7.21915317,14.1251782,2,2,H30_CORE_0600_2200,false
P2_e3db85df75079d0d,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H30_CORE_0600_2200,false
P2_e4194e3522ffea6c,blank_slate,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,447,0,447,0.078534208731,0.196905644442,0.273461611893,0.0,0.0,0.0,0.0,1,9.770751349,16.717840299,1,2,H30_CORE_0600_2200,false
P2_e41dcca08b5401ae,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,134,0,134,0.066999800132,0.184082395339,0.263065498573,0.0,0.0,0.000465712767,0.0,1,8.595042951,17.3160671,2,2,H30_CORE_0600_2200,true
P2_e44112c91917307c,single_compact_loop,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,447,0,447,0.104754129048,0.225183814517,0.271584124376,0.0,0.0,0.0,0.0,0,10.397708317,16.909656915,1,2,H30_CORE_0600_2200,true
P2_e44431d84b3c6317,blank_slate,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,375,0,375,0.10210992885,0.238365783426,0.318762138245,0.0,0.0,0.0,0.0,1,9.625141772,18.425366717,1,2,H30_CORE_0600_2200,true
P2_e44a68c48aee235d,single_compact_loop,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,356,33,389,0.086052705969,0.18655648053,0.24741860801,0.0,0.0,0.0,0.0,2,12.484285618,23.59979522,1,2,H30_CORE_0600_2200,false
P2_e44e1ad363b4503e,single_compact_loop,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.073553829665,0.17792427326,0.237261308075,0.0,0.000465712767,0.013951238382,0.0,2,9.131813685,19.679955595,1,2,H30_CORE_0600_2200,false
P2_e46a0cd9dde22807,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H30_CORE_0600_2200,true
P2_e4b04d4c0f6ecece,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H30_CORE_0600_2200,true
P2_e4b6a6833113827e,hybrid_interlined,30,CORE_0600_2200,360,1320,6,True,0.0,2,0,356,0,356,0.044332849028,0.11229373424,0.158965223799,0.0,0.003771614222,0.009530780721,0.0,1,10.06542319,17.875181152,2,2,H30_CORE_0600_2200,false
P2_e4b92caba131562a,single_compact_loop,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,422,643,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,0.0,2,6.21477593,10.629073297,1,2,H30_CORE_0600_2200,false
P2_e4bd8be8949b3176,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H30_CORE_0600_2200,false
P2_e56de58f8f17b336,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,447,0,447,0.100214905476,0.23030752528,0.314185362634,0.0,5.0341214e-05,5.0341214e-05,0.0,2,12.809855907,23.96391297,1,2,H30_CORE_0600_2200,true
P2_e57eb7b5141e9d6b,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,6,True,0.031914729768,2,0,245,0,245,0.068138314628,0.15768180149,0.206576856134,0.031914729768,0.060146651461,0.063137253657,0.0,0,11.145967884,20.499526626,2,2,H30_CORE_0600_2200,true
P2_e5ca12505986b7c4,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_e6241cc5715d0409,single_compact_loop,30,CORE_0600_2200,360,1320,6,True,0.0,1,0,490,0,490,0.105608696865,0.21515090306,0.262192589468,0.0,0.0,0.0,0.0,1,10.802681429,21.304125448,1,2,H30_CORE_0600_2200,false
P2_e66cf45d5e816d61,single_compact_loop,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.081009852531,0.214104728558,0.278417422375,0.0,0.0,0.0,0.0,1,8.306925202,16.640286208,1,2,H30_CORE_0600_2200,true
P2_e6c1cf9f18df6e07,trunk_plus_branches,30,CORE_0600_2200,360,1320,9,True,0.0,2,0,101,0,101,0.096687584486,0.229890087803,0.248096758749,0.0,0.0,0.0,0.0,2,4.362271251,10.035836021,2,2,H30_CORE_0600_2200,true
P2_e6cb77ae0f36a764,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_e742fb24097b0a80,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,134,304,438,0.080269784967,0.201756556389,0.28449315116,0.0,0.0,0.0,0.0,3,12.431815158,26.993614882,1,2,H30_CORE_0600_2200,false
P2_e7b6cc9d8db85b79,blank_slate,30,CORE_0600_2200,360,1320,3,True,0.0,1,0,139,322,461,0.060380442869,0.14802874828,0.224537568977,0.0,0.0,0.0,0.0,1,11.180383898,18.861722843,1,2,H30_CORE_0600_2200,false
P2_e7dc5adad3c65305,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H30_CORE_0600_2200,true
P2_e7e983c7dd2d161b,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H30_CORE_0600_2200,true
P2_e81f744c00a077cf,blank_slate,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,0.0,1,4.941273246,10.529247876,1,2,H30_CORE_0600_2200,true
P2_e8aac44bf0fc179c,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_e8f15a559ae68867,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_e930efd40ecf828b,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H30_CORE_0600_2200,true
P2_e9803b1f7ff13bb1,trunk_plus_branches,30,CORE_0600_2200,360,1320,3,True,0.033694851388,2,0,330,0,330,0.085019675353,0.197602728203,0.251120459784,0.033694851388,0.055548320348,0.063137253657,0.0,0,7.535328757,12.565857694,2,2,H30_CORE_0600_2200,true
P2_e9832103221ebb28,scheduled_extensions,30,CORE_0600_2200,360,1320,9,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H30_CORE_0600_2200,true
