trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
TRIP_D185_EMERG_OUT_03,14:17:00,14:17:00,S_CAPRINO_CENTRO,8,0,0
TRIP_D185_EMERG_OUT_03,14:23:00,14:23:00,S_CELANA,9,0,0
TRIP_D185_EMERG_OUT_04,16:35:00,16:35:00,S_OLGIATE_FS,1,0,0
TRIP_D185_EMERG_OUT_04,16:41:00,16:41:00,S_CALCO_NAZ,2,0,0
TRIP_D185_EMERG_OUT_04,16:47:00,16:47:00,S_BEVERATE,3,0,0
TRIP_D185_EMERG_OUT_04,16:53:00,16:53:00,S_BRIVIO_CASTELLO,4,0,0
TRIP_D185_EMERG_OUT_04,16:59:00,16:59:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_OUT_04,17:05:00,17:05:00,S_PONTE_CANTU,6,0,0
TRIP_D185_EMERG_OUT_04,17:11:00,17:11:00,S_CALOLZIO_BISONE,7,0,0
TRIP_D185_EMERG_OUT_04,17:17:00,17:17:00,S_CAPRINO_CENTRO,8,0,0
TRIP_D185_EMERG_OUT_04,17:23:00,17:23:00,S_CELANA,9,0,0
TRIP_D185_EMERG_OUT_05,18:05:00,18:05:00,S_OLGIATE_FS,1,0,0
TRIP_D185_EMERG_OUT_05,18:11:00,18:11:00,S_CALCO_NAZ,2,0,0
TRIP_D185_EMERG_OUT_05,18:17:00,18:17:00,S_BEVERATE,3,0,0
TRIP_D185_EMERG_OUT_05,18:23:00,18:23:00,S_BRIVIO_CASTELLO,4,0,0
TRIP_D185_EMERG_OUT_05,18:29:00,18:29:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_OUT_05,18:35:00,18:35:00,S_PONTE_CANTU,6,0,0
TRIP_D185_EMERG_OUT_05,18:41:00,18:41:00,S_CALOLZIO_BISONE,7,0,0
TRIP_D185_EMERG_OUT_05,18:47:00,18:47:00,S_CAPRINO_CENTRO,8,0,0
TRIP_D185_EMERG_OUT_05,18:53:00,18:53:00,S_CELANA,9,0,0
TRIP_D185_EMERG_OUT_06,19:35:00,19:35:00,S_OLGIATE_FS,1,0,0
TRIP_D185_EMERG_OUT_06,19:41:00,19:41:00,S_CALCO_NAZ,2,0,0
TRIP_D185_EMERG_OUT_06,19:47:00,19:47:00,S_BEVERATE,3,0,0
TRIP_D185_EMERG_OUT_06,19:53:00,19:53:00,S_BRIVIO_CASTELLO,4,0,0
TRIP_D185_EMERG_OUT_06,19:59:00,19:59:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_OUT_06,20:05:00,20:05:00,S_PONTE_CANTU,6,0,0
TRIP_D185_EMERG_OUT_06,20:11:00,20:11:00,S_CALOLZIO_BISONE,7,0,0
TRIP_D185_EMERG_OUT_06,20:17:00,20:17:00,S_CAPRINO_CENTRO,8,0,0
TRIP_D185_EMERG_OUT_06,20:23:00,20:23:00,S_CELANA,9,0,0
TRIP_D185_EMERG_IN_01,06:40:00,06:40:00,S_CELANA,1,0,0
TRIP_D185_EMERG_IN_01,06:46:00,06:46:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_EMERG_IN_01,06:52:00,06:52:00,S_CALOLZIO_BISONE,3,0,0
TRIP_D185_EMERG_IN_01,06:58:00,06:58:00,S_PONTE_CANTU,4,0,0
TRIP_D185_EMERG_IN_01,07:04:00,07:04:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_IN_01,07:10:00,07:10:00,S_BRIVIO_CASTELLO,6,0,0
TRIP_D185_EMERG_IN_01,07:16:00,07:16:00,S_BEVERATE,7,0,0
TRIP_D185_EMERG_IN_01,07:22:00,07:22:00,S_CALCO_NAZ,8,0,0
TRIP_D185_EMERG_IN_01,07:28:00,07:28:00,S_OLGIATE_FS,9,0,0
TRIP_D185_EMERG_IN_02,08:15:00,08:15:00,S_CELANA,1,0,0
TRIP_D185_EMERG_IN_02,08:21:00,08:21:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_EMERG_IN_02,08:27:00,08:27:00,S_CALOLZIO_BISONE,3,0,0
TRIP_D185_EMERG_IN_02,08:33:00,08:33:00,S_PONTE_CANTU,4,0,0
TRIP_D185_EMERG_IN_02,08:39:00,08:39:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_IN_02,08:45:00,08:45:00,S_BRIVIO_CASTELLO,6,0,0
TRIP_D185_EMERG_IN_02,08:51:00,08:51:00,S_BEVERATE,7,0,0
TRIP_D185_EMERG_IN_02,08:57:00,08:57:00,S_CALCO_NAZ,8,0,0
TRIP_D185_EMERG_IN_02,09:03:00,09:03:00,S_OLGIATE_FS,9,0,0
TRIP_D185_EMERG_IN_03,12:50:00,12:50:00,S_CELANA,1,0,0
TRIP_D185_EMERG_IN_03,12:56:00,12:56:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_EMERG_IN_03,13:02:00,13:02:00,S_CALOLZIO_BISONE,3,0,0
TRIP_D185_EMERG_IN_03,13:08:00,13:08:00,S_PONTE_CANTU,4,0,0
TRIP_D185_EMERG_IN_03,13:14:00,13:14:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_IN_03,13:20:00,13:20:00,S_BRIVIO_CASTELLO,6,0,0
TRIP_D185_EMERG_IN_03,13:26:00,13:26:00,S_BEVERATE,7,0,0
TRIP_D185_EMERG_IN_03,13:32:00,13:32:00,S_CALCO_NAZ,8,0,0
TRIP_D185_EMERG_IN_03,13:38:00,13:38:00,S_OLGIATE_FS,9,0,0
TRIP_D185_EMERG_IN_04,15:50:00,15:50:00,S_CELANA,1,0,0
TRIP_D185_EMERG_IN_04,15:56:00,15:56:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_EMERG_IN_04,16:02:00,16:02:00,S_CALOLZIO_BISONE,3,0,0
TRIP_D185_EMERG_IN_04,16:08:00,16:08:00,S_PONTE_CANTU,4,0,0
TRIP_D185_EMERG_IN_04,16:14:00,16:14:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_IN_04,16:20:00,16:20:00,S_BRIVIO_CASTELLO,6,0,0
TRIP_D185_EMERG_IN_04,16:26:00,16:26:00,S_BEVERATE,7,0,0
TRIP_D185_EMERG_IN_04,16:32:00,16:32:00,S_CALCO_NAZ,8,0,0
TRIP_D185_EMERG_IN_04,16:38:00,16:38:00,S_OLGIATE_FS,9,0,0
TRIP_D185_EMERG_IN_05,17:20:00,17:20:00,S_CELANA,1,0,0
TRIP_D185_EMERG_IN_05,17:26:00,17:26:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_EMERG_IN_05,17:32:00,17:32:00,S_CALOLZIO_BISONE,3,0,0
TRIP_D185_EMERG_IN_05,17:38:00,17:38:00,S_PONTE_CANTU,4,0,0
TRIP_D185_EMERG_IN_05,17:44:00,17:44:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_IN_05,17:50:00,17:50:00,S_BRIVIO_CASTELLO,6,0,0
TRIP_D185_EMERG_IN_05,17:56:00,17:56:00,S_BEVERATE,7,0,0
TRIP_D185_EMERG_IN_05,18:02:00,18:02:00,S_CALCO_NAZ,8,0,0
TRIP_D185_EMERG_IN_05,18:08:00,18:08:00,S_OLGIATE_FS,9,0,0
TRIP_D185_EMERG_IN_06,18:50:00,18:50:00,S_CELANA,1,0,0
TRIP_D185_EMERG_IN_06,18:56:00,18:56:00,S_CAPRINO_CENTRO,2,0,0
TRIP_D185_EMERG_IN_06,19:02:00,19:02:00,S_CALOLZIO_BISONE,3,0,0
TRIP_D185_EMERG_IN_06,19:08:00,19:08:00,S_PONTE_CANTU,4,0,0
TRIP_D185_EMERG_IN_06,19:14:00,19:14:00,S_OLGINATE_CAPIATE,5,0,0
TRIP_D185_EMERG_IN_06,19:20:00,19:20:00,S_BRIVIO_CASTELLO,6,0,0
TRIP_D185_EMERG_IN_06,19:26:00,19:26:00,S_BEVERATE,7,0,0
TRIP_D185_EMERG_IN_06,19:32:00,19:32:00,S_CALCO_NAZ,8,0,0
TRIP_D185_EMERG_IN_06,19:38:00,19:38:00,S_OLGIATE_FS,9,0,0
