alpha_stop_id,physical_cluster_id,human_label,municipality,lat,lon,graph_node_id,snap_distance_m,snap_status,stop_class,evidence_status,physical_status,candidate_status,field_check_status,current_routes,current_d184_d185,existing_official,human_identity_ready,route_ready,in_study_area,alpha_design_eligible,alpha_eligibility_reason,infrastructure_reuse_scope,source_lineage,epoch_id
proposed:P2V2S_0037,,Candidate P2V2S_0037,Olgiate Molgora,45.723330803085744,9.388638638041323,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0039,,Candidate P2V2S_0039,Olgiate Molgora,45.72364262142197,9.392917194407223,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0042,,OSM leisure:sports_centre 1837075017,Olgiate Molgora,45.72424491024555,9.402492166786814,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0047,,Candidate P2V2S_0047,Olgiate Molgora,45.72535698970106,9.397990455431891,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0056,,Candidate P2V2S_0056,Olgiate Molgora,45.72757965908382,9.397524915641354,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0073,,Candidate P2V2S_0073,Olgiate Molgora,45.731143135208505,9.401113077189176,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0082,,Bruggione,Olgiate Molgora,45.732453656431055,9.396552309421844,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0083,,Bruggione,Olgiate Molgora,45.73248206869793,9.393271832824125,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0091,,Candidate P2V2S_0091,Olgiate Molgora,45.73447701897933,9.41017818750711,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0092,,Bruggione,Olgiate Molgora,45.73476134808893,9.396089322929942,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0093,,Bruggione,Olgiate Molgora,45.73490405000675,9.391689450001762,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0098,,Candidate P2V2S_0098,Olgiate Molgora,45.7356116854537,9.413371752052472,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0099,,Candidate P2V2S_0099,Olgiate Molgora,45.73570129179736,9.403576478494394,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0103,,Bruggione,Olgiate Molgora,45.73682948513192,9.397919695864566,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0105,,Candidate P2V2S_0105,Olgiate Molgora,45.737181668326166,9.40849349548486,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0107,,Candidate P2V2S_0107,Olgiate Molgora,45.73744022328589,9.39075148020559,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0108,,Candidate P2V2S_0108,Olgiate Molgora,45.73769313324043,9.415075585799036,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0111,,Candidate P2V2S_0111,Olgiate Molgora,45.7384373476471,9.404857397801605,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0113,,Candidate P2V2S_0113,Olgiate Molgora,45.738612467388776,9.410885732609897,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0116,,Bruggione,Olgiate Molgora,45.73890492676556,9.401925614498278,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0119,,Mondonico,Olgiate Molgora,45.739668049534615,9.394245939244094,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0121,,Mondonico,Olgiate Molgora,45.73995494779157,9.390700061543942,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0124,,Caglianello / Mondonico,Olgiate Molgora,45.74134362372574,9.399382139695168,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0125,,Mondonico,Olgiate Molgora,45.74179580000688,9.395291750010228,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0110,,Candidate P2V2S_0110,Santa Maria Hoè,45.73843093184931,9.378224387391592,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0123,,Candidate P2V2S_0123,Santa Maria Hoè,45.7410834368738,9.387412080112234,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0133,,Mirabella,Santa Maria Hoè,45.744440658500686,9.387364045180234,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0137,,Candidate P2V2S_0137,Santa Maria Hoè,45.74613977205124,9.376550855134113,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0138,,Mirabella / Paù,Santa Maria Hoè,45.74612295888087,9.390585431880966,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0142,,Paù,Santa Maria Hoè,45.74725765482443,9.388041643770908,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0144,,Candidate P2V2S_0144,Santa Maria Hoè,45.74833150116573,9.36434530116382,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
